INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,LOAD_TYPE,OPR_DT,OPR_HR,OPR_INTERVAL,MARKET_RUN_ID,TAC_AREA_NAME,LABEL,XML_DATA_ITEM,POS,MW,EXECUTION_TYPE,GROUP
2024-03-26T15:00:00-00:00,2024-03-26T16:00:00-00:00,1,2024-03-26,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23473.81,DAM,27
2024-03-26T12:00:00-00:00,2024-03-26T13:00:00-00:00,1,2024-03-26,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21192.33,DAM,27
2024-03-27T06:00:00-00:00,2024-03-27T07:00:00-00:00,1,2024-03-26,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21820.87,DAM,27
2024-03-26T08:00:00-00:00,2024-03-26T09:00:00-00:00,1,2024-03-26,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20106.84,DAM,27
2024-03-26T19:00:00-00:00,2024-03-26T20:00:00-00:00,1,2024-03-26,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,16917.13,DAM,27
2024-03-28T06:00:00-00:00,2024-03-28T07:00:00-00:00,1,2024-03-27,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21676.97,DAM,28
2024-03-28T01:00:00-00:00,2024-03-28T02:00:00-00:00,1,2024-03-27,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23361.45,DAM,28
2024-03-27T22:00:00-00:00,2024-03-27T23:00:00-00:00,1,2024-03-27,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19105.85,DAM,28
2024-03-28T02:00:00-00:00,2024-03-28T03:00:00-00:00,1,2024-03-27,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25001.47,DAM,28
2024-03-27T17:00:00-00:00,2024-03-27T18:00:00-00:00,1,2024-03-27,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19881.23,DAM,28
2024-03-27T19:00:00-00:00,2024-03-27T20:00:00-00:00,1,2024-03-27,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18165.36,DAM,28
2024-03-27T23:00:00-00:00,2024-03-28T00:00:00-00:00,1,2024-03-27,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20175.07,DAM,28
2024-03-28T00:00:00-00:00,2024-03-28T01:00:00-00:00,1,2024-03-27,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21755.13,DAM,28
2024-03-28T03:00:00-00:00,2024-03-28T04:00:00-00:00,1,2024-03-27,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25058.64,DAM,28
2024-03-27T07:00:00-00:00,2024-03-27T08:00:00-00:00,1,2024-03-27,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20853.39,DAM,28
2024-03-27T10:00:00-00:00,2024-03-27T11:00:00-00:00,1,2024-03-27,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19288.25,DAM,28
2024-03-27T13:00:00-00:00,2024-03-27T14:00:00-00:00,1,2024-03-27,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23550.83,DAM,28
2024-03-27T15:00:00-00:00,2024-03-27T16:00:00-00:00,1,2024-03-27,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23336.59,DAM,28
2024-03-27T18:00:00-00:00,2024-03-27T19:00:00-00:00,1,2024-03-27,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18802.05,DAM,28
2024-03-28T04:00:00-00:00,2024-03-28T05:00:00-00:00,1,2024-03-27,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24380.6,DAM,28
2024-03-27T08:00:00-00:00,2024-03-27T09:00:00-00:00,1,2024-03-27,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20022.59,DAM,28
2024-03-27T09:00:00-00:00,2024-03-27T10:00:00-00:00,1,2024-03-27,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19461.24,DAM,28
2024-03-28T05:00:00-00:00,2024-03-28T06:00:00-00:00,1,2024-03-27,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22953.18,DAM,28
2024-03-27T11:00:00-00:00,2024-03-27T12:00:00-00:00,1,2024-03-27,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19905.34,DAM,28
2024-03-27T12:00:00-00:00,2024-03-27T13:00:00-00:00,1,2024-03-27,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21249.62,DAM,28
2024-03-27T14:00:00-00:00,2024-03-27T15:00:00-00:00,1,2024-03-27,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24402.96,DAM,28
2024-03-27T20:00:00-00:00,2024-03-27T21:00:00-00:00,1,2024-03-27,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18091.13,DAM,28
2024-03-27T21:00:00-00:00,2024-03-27T22:00:00-00:00,1,2024-03-27,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18330.03,DAM,28
2024-03-27T16:00:00-00:00,2024-03-27T17:00:00-00:00,1,2024-03-27,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21610.02,DAM,28
2024-03-28T16:00:00-00:00,2024-03-28T17:00:00-00:00,1,2024-03-28,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21914.6,DAM,29
2024-03-29T05:00:00-00:00,2024-03-29T06:00:00-00:00,1,2024-03-28,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23129.67,DAM,29
2024-03-28T10:00:00-00:00,2024-03-28T11:00:00-00:00,1,2024-03-28,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19542.29,DAM,29
2024-03-28T20:00:00-00:00,2024-03-28T21:00:00-00:00,1,2024-03-28,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17138.9,DAM,29
2024-03-29T01:00:00-00:00,2024-03-29T02:00:00-00:00,1,2024-03-28,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22999.46,DAM,29
2024-03-28T08:00:00-00:00,2024-03-28T09:00:00-00:00,1,2024-03-28,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19983.1,DAM,29
2024-03-29T06:00:00-00:00,2024-03-29T07:00:00-00:00,1,2024-03-28,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21771.38,DAM,29
2024-03-28T13:00:00-00:00,2024-03-28T14:00:00-00:00,1,2024-03-28,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23404.1,DAM,29
2024-03-28T12:00:00-00:00,2024-03-28T13:00:00-00:00,1,2024-03-28,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21396.63,DAM,29
2024-03-28T15:00:00-00:00,2024-03-28T16:00:00-00:00,1,2024-03-28,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23490.21,DAM,29
2024-03-28T19:00:00-00:00,2024-03-28T20:00:00-00:00,1,2024-03-28,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17627.85,DAM,29
2024-03-29T03:00:00-00:00,2024-03-29T04:00:00-00:00,1,2024-03-28,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25025.55,DAM,29
2024-03-28T11:00:00-00:00,2024-03-28T12:00:00-00:00,1,2024-03-28,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20081.36,DAM,29
2024-03-28T23:00:00-00:00,2024-03-29T00:00:00-00:00,1,2024-03-28,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19133.99,DAM,29
2024-03-29T00:00:00-00:00,2024-03-29T01:00:00-00:00,1,2024-03-28,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21073.96,DAM,29
2024-03-29T04:00:00-00:00,2024-03-29T05:00:00-00:00,1,2024-03-28,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24355.67,DAM,29
2024-03-28T07:00:00-00:00,2024-03-28T08:00:00-00:00,1,2024-03-28,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20738.63,DAM,29
2024-03-28T09:00:00-00:00,2024-03-28T10:00:00-00:00,1,2024-03-28,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19618.34,DAM,29
2024-03-28T14:00:00-00:00,2024-03-28T15:00:00-00:00,1,2024-03-28,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24304.85,DAM,29
2024-03-28T17:00:00-00:00,2024-03-28T18:00:00-00:00,1,2024-03-28,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20209.35,DAM,29
2024-03-28T18:00:00-00:00,2024-03-28T19:00:00-00:00,1,2024-03-28,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18676.34,DAM,29
2024-03-29T02:00:00-00:00,2024-03-29T03:00:00-00:00,1,2024-03-28,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24813.85,DAM,29
2024-03-28T22:00:00-00:00,2024-03-28T23:00:00-00:00,1,2024-03-28,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17814.52,DAM,29
2024-03-28T21:00:00-00:00,2024-03-28T22:00:00-00:00,1,2024-03-28,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17225.21,DAM,29
2024-03-29T07:00:00-00:00,2024-03-29T08:00:00-00:00,1,2024-03-29,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21119.93,DAM,30
2024-03-29T21:00:00-00:00,2024-03-29T22:00:00-00:00,1,2024-03-29,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19182.59,DAM,30
2024-03-29T13:00:00-00:00,2024-03-29T14:00:00-00:00,1,2024-03-29,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23127.0,DAM,30
2024-03-29T18:00:00-00:00,2024-03-29T19:00:00-00:00,1,2024-03-29,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20072.79,DAM,30
2024-03-30T00:00:00-00:00,2024-03-30T01:00:00-00:00,1,2024-03-29,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21752.3,DAM,30
2024-03-30T06:00:00-00:00,2024-03-30T07:00:00-00:00,1,2024-03-29,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21939.88,DAM,30
2024-03-29T09:00:00-00:00,2024-03-29T10:00:00-00:00,1,2024-03-29,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19743.14,DAM,30
2024-03-30T01:00:00-00:00,2024-03-30T02:00:00-00:00,1,2024-03-29,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22915.86,DAM,30
2024-03-30T02:00:00-00:00,2024-03-30T03:00:00-00:00,1,2024-03-29,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24440.56,DAM,30
2024-03-30T04:00:00-00:00,2024-03-30T05:00:00-00:00,1,2024-03-29,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24168.18,DAM,30
2024-03-29T11:00:00-00:00,2024-03-29T12:00:00-00:00,1,2024-03-29,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19879.97,DAM,30
2024-03-29T16:00:00-00:00,2024-03-29T17:00:00-00:00,1,2024-03-29,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22724.91,DAM,30
2024-03-29T20:00:00-00:00,2024-03-29T21:00:00-00:00,1,2024-03-29,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19099.06,DAM,30
2024-03-30T05:00:00-00:00,2024-03-30T06:00:00-00:00,1,2024-03-29,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23087.79,DAM,30
2024-03-29T12:00:00-00:00,2024-03-29T13:00:00-00:00,1,2024-03-29,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21035.23,DAM,30
2024-03-29T14:00:00-00:00,2024-03-29T15:00:00-00:00,1,2024-03-29,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24027.35,DAM,30
2024-03-29T19:00:00-00:00,2024-03-29T20:00:00-00:00,1,2024-03-29,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19357.21,DAM,30
2024-03-29T23:00:00-00:00,2024-03-30T00:00:00-00:00,1,2024-03-29,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20562.96,DAM,30
2024-03-30T03:00:00-00:00,2024-03-30T04:00:00-00:00,1,2024-03-29,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24630.18,DAM,30
2024-03-29T08:00:00-00:00,2024-03-29T09:00:00-00:00,1,2024-03-29,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20354.58,DAM,30
2024-03-29T15:00:00-00:00,2024-03-29T16:00:00-00:00,1,2024-03-29,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23712.99,DAM,30
2024-03-29T22:00:00-00:00,2024-03-29T23:00:00-00:00,1,2024-03-29,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19656.08,DAM,30
2024-03-29T17:00:00-00:00,2024-03-29T18:00:00-00:00,1,2024-03-29,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21313.61,DAM,30
2024-03-29T10:00:00-00:00,2024-03-29T11:00:00-00:00,1,2024-03-29,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19491.77,DAM,30
2024-03-30T10:00:00-00:00,2024-03-30T11:00:00-00:00,1,2024-03-30,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19432.68,DAM,31
2024-03-30T11:00:00-00:00,2024-03-30T12:00:00-00:00,1,2024-03-30,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19457.09,DAM,31
2024-03-30T18:00:00-00:00,2024-03-30T19:00:00-00:00,1,2024-03-30,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18831.97,DAM,31
2024-03-30T07:00:00-00:00,2024-03-30T08:00:00-00:00,1,2024-03-30,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21171.29,DAM,31
2024-03-30T09:00:00-00:00,2024-03-30T10:00:00-00:00,1,2024-03-30,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19800.25,DAM,31
2024-03-30T12:00:00-00:00,2024-03-30T13:00:00-00:00,1,2024-03-30,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19887.25,DAM,31
2024-03-30T17:00:00-00:00,2024-03-30T18:00:00-00:00,1,2024-03-30,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19961.04,DAM,31
2024-03-30T23:00:00-00:00,2024-03-31T00:00:00-00:00,1,2024-03-30,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18302.86,DAM,31
2024-03-30T15:00:00-00:00,2024-03-30T16:00:00-00:00,1,2024-03-30,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21444.58,DAM,31
2024-03-30T20:00:00-00:00,2024-03-30T21:00:00-00:00,1,2024-03-30,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17246.54,DAM,31
2024-03-30T16:00:00-00:00,2024-03-30T17:00:00-00:00,1,2024-03-30,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20850.4,DAM,31
2024-03-30T19:00:00-00:00,2024-03-30T20:00:00-00:00,1,2024-03-30,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17819.89,DAM,31
2024-03-30T22:00:00-00:00,2024-03-30T23:00:00-00:00,1,2024-03-30,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17518.42,DAM,31
2024-03-30T08:00:00-00:00,2024-03-30T09:00:00-00:00,1,2024-03-30,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20446.69,DAM,31
2024-03-30T14:00:00-00:00,2024-03-30T15:00:00-00:00,1,2024-03-30,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21241.6,DAM,31
2024-03-30T21:00:00-00:00,2024-03-30T22:00:00-00:00,1,2024-03-30,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,17118.46,DAM,31
2024-03-30T13:00:00-00:00,2024-03-30T14:00:00-00:00,1,2024-03-30,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20718.74,DAM,31
2024-03-31T00:00:00-00:00,2024-03-31T01:00:00-00:00,1,2024-03-30,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19775.65,DAM,1
2024-03-31T01:00:00-00:00,2024-03-31T02:00:00-00:00,1,2024-03-30,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21461.54,DAM,1
2024-03-31T06:00:00-00:00,2024-03-31T07:00:00-00:00,1,2024-03-30,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21121.0,DAM,1
2024-03-31T03:00:00-00:00,2024-03-31T04:00:00-00:00,1,2024-03-30,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23649.59,DAM,1
2024-03-31T04:00:00-00:00,2024-03-31T05:00:00-00:00,1,2024-03-30,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23212.22,DAM,1
2024-03-31T02:00:00-00:00,2024-03-31T03:00:00-00:00,1,2024-03-30,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23417.9,DAM,1
2024-03-31T05:00:00-00:00,2024-03-31T06:00:00-00:00,1,2024-03-30,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22238.67,DAM,1
2024-03-31T13:00:00-00:00,2024-03-31T14:00:00-00:00,1,2024-03-31,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20116.67,DAM,2
2024-04-01T03:00:00-00:00,2024-04-01T04:00:00-00:00,1,2024-03-31,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23599.22,DAM,2
2024-03-31T11:00:00-00:00,2024-03-31T12:00:00-00:00,1,2024-03-31,5,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19107.94,DAM,2
2024-03-31T16:00:00-00:00,2024-03-31T17:00:00-00:00,1,2024-03-31,10,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18601.07,DAM,2
2024-03-31T17:00:00-00:00,2024-03-31T18:00:00-00:00,1,2024-03-31,11,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,16958.78,DAM,2
2024-03-31T18:00:00-00:00,2024-03-31T19:00:00-00:00,1,2024-03-31,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,15660.42,DAM,2
2024-03-31T20:00:00-00:00,2024-03-31T21:00:00-00:00,1,2024-03-31,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,14567.48,DAM,2
2024-03-31T07:00:00-00:00,2024-03-31T08:00:00-00:00,1,2024-03-31,1,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20707.27,DAM,2
2024-03-31T14:00:00-00:00,2024-03-31T15:00:00-00:00,1,2024-03-31,8,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20423.75,DAM,2
2024-03-31T15:00:00-00:00,2024-03-31T16:00:00-00:00,1,2024-03-31,9,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19778.91,DAM,2
2024-03-31T21:00:00-00:00,2024-03-31T22:00:00-00:00,1,2024-03-31,15,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,14463.67,DAM,2
2024-04-01T00:00:00-00:00,2024-04-01T01:00:00-00:00,1,2024-03-31,18,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,18411.37,DAM,2
2024-03-31T12:00:00-00:00,2024-03-31T13:00:00-00:00,1,2024-03-31,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19424.37,DAM,2
2024-03-31T22:00:00-00:00,2024-03-31T23:00:00-00:00,1,2024-03-31,16,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,15095.62,DAM,2
2024-04-01T04:00:00-00:00,2024-04-01T05:00:00-00:00,1,2024-03-31,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23196.98,DAM,2
2024-04-01T06:00:00-00:00,2024-04-01T07:00:00-00:00,1,2024-03-31,24,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20937.36,DAM,2
2024-04-01T05:00:00-00:00,2024-04-01T06:00:00-00:00,1,2024-03-31,23,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22050.26,DAM,2
2024-04-01T02:00:00-00:00,2024-04-01T03:00:00-00:00,1,2024-03-31,20,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23177.7,DAM,2
2024-03-31T19:00:00-00:00,2024-03-31T20:00:00-00:00,1,2024-03-31,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,15011.94,DAM,2
2024-03-31T10:00:00-00:00,2024-03-31T11:00:00-00:00,1,2024-03-31,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19093.43,DAM,2
2024-03-31T09:00:00-00:00,2024-03-31T10:00:00-00:00,1,2024-03-31,3,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19387.31,DAM,2
2024-03-31T08:00:00-00:00,2024-03-31T09:00:00-00:00,1,2024-03-31,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19963.34,DAM,2
2024-04-01T01:00:00-00:00,2024-04-01T02:00:00-00:00,1,2024-03-31,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,20888.51,DAM,2
2024-03-31T23:00:00-00:00,2024-04-01T00:00:00-00:00,1,2024-03-31,17,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,16578.7,DAM,2
2024-04-01T08:00:00-00:00,2024-04-01T09:00:00-00:00,1,2024-04-01,2,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19580.7,DAM,3
2024-04-01T13:00:00-00:00,2024-04-01T14:00:00-00:00,1,2024-04-01,7,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,23115.36,DAM,3
2024-04-01T12:00:00-00:00,2024-04-01T13:00:00-00:00,1,2024-04-01,6,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,21047.22,DAM,3
2024-04-01T18:00:00-00:00,2024-04-01T19:00:00-00:00,1,2024-04-01,12,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,16721.12,DAM,3
2024-04-01T19:00:00-00:00,2024-04-01T20:00:00-00:00,1,2024-04-01,13,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,15896.52,DAM,3
2024-04-01T20:00:00-00:00,2024-04-01T21:00:00-00:00,1,2024-04-01,14,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,15476.68,DAM,3
2024-04-02T01:00:00-00:00,2024-04-02T02:00:00-00:00,1,2024-04-01,19,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,22955.01,DAM,3
2024-04-02T03:00:00-00:00,2024-04-02T04:00:00-00:00,1,2024-04-01,21,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,25058.22,DAM,3
2024-04-02T04:00:00-00:00,2024-04-02T05:00:00-00:00,1,2024-04-01,22,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,24477.65,DAM,3
2024-04-01T10:00:00-00:00,2024-04-01T11:00:00-00:00,1,2024-04-01,4,0,DAM,CA ISO-TAC,Demand Forecast Day Ahead,SYS_FCST_DA_MW,6,19116.1,DAM,3
