date,position,actual_rv_21,train_n,latest_train_target_end_pos,VIX_forecast,VIX_SPF_forecast,VIX_SPF_JLN_forecast,JLN_SPF_forecast
1998-02-13,1274,0.0012924215777554912,1000,1273,0.002163147020142344,0.0021678726065111377,0.0021210856529738265,0.0016524837636347173
1998-02-17,1275,0.0012824638827104084,1001,1274,0.00218368538124148,0.002187038003678074,0.0021392913520909647,0.0016527731832502819
1998-02-18,1276,0.0012062041018023307,1002,1275,0.002386548596541516,0.0023887865249450947,0.002334216717209474,0.0016529259025112267
1998-02-19,1277,0.0012516186932547545,1003,1276,0.0021384962460388717,0.0021392000736378393,0.002092403044015434,0.0016527175571239368
1998-02-20,1278,0.0012018392134700944,1004,1277,0.002183444314308109,0.002182666657870111,0.0021341743128785325,0.0016517571313146157
1998-02-23,1279,0.0012590530838741567,1005,1278,0.001993560519378785,0.0019913649172842657,0.001948698473703049,0.0016506700067543973
1998-02-24,1280,0.001211163776743302,1006,1279,0.001988652063732238,0.0019847796159265197,0.0019419597774522727,0.0016493603782450166
1998-02-25,1281,0.0010593931241704624,1007,1280,0.0020605889815506905,0.0020549575245960077,0.0020095033718725533,0.0016482666854193214
1998-02-26,1282,0.0010455221915286657,1008,1281,0.001907794712460151,0.0019011161043875936,0.0018603171873557349,0.0016476851490646812
1998-02-27,1283,0.0010458472994029336,1009,1282,0.001907080140343666,0.0018989090274674925,0.0018578353169219281,0.001646879719031534
1998-03-02,1284,0.0010531838796419106,1010,1283,0.001888793187723777,0.0018792672033516988,0.0018385454547272487,0.0016458035573759823
1998-03-03,1285,0.0010864409948115627,1011,1284,0.0020158570952904372,0.0020044304447684454,0.0019179332232640426,0.0015536616260322677
1998-03-04,1286,0.001160296417659651,1012,1285,0.0019828811567585538,0.0019702501885317477,0.0018850644201364678,0.0015526416918395138
1998-03-05,1287,0.0010991395694505781,1013,1286,0.0020910187227599778,0.002076121357611763,0.0019844819257139254,0.0015508017034816116
1998-03-06,1288,0.0007659519852563556,1014,1287,0.0023769656574357174,0.0023589180110045807,0.0022504155958003877,0.0015490573520229873
1998-03-09,1289,0.0007987796288478952,1015,1288,0.001996314056974305,0.001979400310701437,0.0018916484696865272,0.0015488123669535306
1998-03-10,1290,0.0007418091804433085,1016,1289,0.002221134922314342,0.002202184050087153,0.0021016505292722138,0.0015486080734329966
1998-03-11,1291,0.0007823082420771162,1017,1290,0.002051957407273479,0.002033019402762778,0.0019414367724877846,0.001548286127210063
1998-03-12,1292,0.0007735981000888476,1018,1291,0.0019414387838410851,0.0019224100421305298,0.0018366033511239377,0.0015479996558652365
1998-03-13,1293,0.0008301522403377624,1019,1292,0.0018144604369679702,0.0017952814257842762,0.001715946726161975,0.0015474611020212807
1998-03-16,1294,0.0007226123730515436,1020,1293,0.0019024394536094353,0.001881795970572558,0.0017972642869876422,0.0015469707439599819
1998-03-17,1295,0.0008529512159450144,1021,1294,0.0018621323935578867,0.0018411253847986555,0.001758573403164638,0.001546806656359135
1998-03-18,1296,0.0010123740175412847,1022,1295,0.001890280662501658,0.001868483334570679,0.0017841760281379923,0.0015465588997226353
1998-03-19,1297,0.0010058083310675195,1023,1296,0.0018175498181857187,0.0017957061951828024,0.0017152183452431506,0.0015462782970802477
1998-03-20,1298,0.0009545856452342948,1024,1297,0.0017160965702386131,0.0016942481268962376,0.001618996814342444,0.0015457413850998214
1998-03-23,1299,0.0009570548916671539,1025,1298,0.0018923144362951395,0.0018684112370116394,0.0017831796969757696,0.001545359576233594
1998-03-24,1300,0.0009789917297090076,1026,1299,0.0021502311717739807,0.0021235283481205115,0.0020233230667633753,0.0015448104847370517
1998-03-25,1301,0.0010790663416425017,1027,1300,0.0022600809003695257,0.00223200994471142,0.002125269611444449,0.0015444552493679555
1998-03-26,1302,0.0014425920692702101,1028,1301,0.002708222498674137,0.0026762649685155653,0.0025426640821926607,0.0015439405453600852
1998-03-27,1303,0.0014264534226700184,1029,1302,0.002768217557737336,0.0027347878397506954,0.0025970120024705026,0.001542893647886305
1998-03-30,1304,0.0014735319919786211,1030,1303,0.0029217525859843558,0.002886310950281616,0.0027386731264792477,0.0015418003730496128
1998-03-31,1305,0.0018008437869893351,1031,1304,0.003210106696248671,0.0031717660047259847,0.0030056593222839373,0.0015407131066513737
1998-04-01,1306,0.0018603719026554547,1032,1305,0.003098467042927293,0.0030599255858856414,0.0029003636957030438,0.0015396574234324623
1998-04-02,1307,0.0017500317592465647,1033,1306,0.0028904777582313686,0.0029750132645575867,0.0030324501933931365,0.0014954517461423843
1998-04-03,1308,0.0017736879478139505,1034,1307,0.002567907391599166,0.0026428774545800226,0.0026979913866928603,0.0014950698838910941
1998-04-06,1309,0.00184852231722154,1035,1308,0.0025298609045155906,0.0026056235943404706,0.0026609031131182735,0.0014948042090128246
1998-04-07,1310,0.0018666405847831363,1036,1309,0.002671132935568836,0.0027565202546999865,0.0028143367844756977,0.001495414212268152
1998-04-08,1311,0.002095836778154185,1037,1310,0.0029441389055571993,0.0030443532926603925,0.0031053725458062807,0.0014959075706540276
1998-04-09,1312,0.0020448428737630617,1038,1311,0.002823753289109841,0.002923743130939299,0.0029849536458718675,0.0014965931502822234
1998-04-13,1313,0.0021506644936700584,1039,1312,0.002447461406562989,0.0025349680735040777,0.0025934419202896476,0.0014971308574712452
1998-04-14,1314,0.002086066875195166,1040,1313,0.00272441069497615,0.0028279432181716286,0.002890045190904327,0.001497692986865367
1998-04-15,1315,0.0021035259201133364,1041,1314,0.0024641716749009496,0.002558591395595096,0.0026186479014153412,0.0014980677980222647
1998-04-16,1316,0.0019963909973272783,1042,1315,0.00230788988019948,0.002398369297208691,0.0024574633360273726,0.001498802481074454
1998-04-17,1317,0.0018386043136315712,1043,1316,0.0025572080664526915,0.0026626894694264,0.0027252155232501993,0.0014991005656337306
1998-04-20,1318,0.0018842082831619276,1044,1317,0.0022769845159290912,0.0023703447779254185,0.0024300411940781303,0.0014989931984537425
1998-04-21,1319,0.0019521130516738372,1045,1318,0.0021991397927731606,0.002290254236815867,0.0023493013096276966,0.0014988992706609268
1998-04-22,1320,0.001985598836004701,1046,1319,0.0021007188176116734,0.0021884153716548362,0.0022464564489467144,0.001498922121425498
1998-04-23,1321,0.001906560055354782,1047,1320,0.0020062137624311063,0.002090842389836535,0.002147983781062484,0.0014989372621418996
1998-04-24,1322,0.0020534523140121035,1048,1321,0.002236822766215914,0.0023359532659484247,0.002396876863568761,0.0014988994750459205
1998-04-27,1323,0.0016916402412973002,1049,1322,0.0025238915588657058,0.0026413501098986034,0.0027064343843389714,0.001498649544238967
1998-04-28,1324,0.0017102744274479081,1050,1323,0.0034879968728128677,0.003665069247135766,0.003739854102559062,0.0014978533367368445
1998-04-29,1325,0.0017624934315028525,1051,1324,0.0030144947020112494,0.003165280707817424,0.0032369385938566648,0.001497079528631046
1998-04-30,1326,0.0014444379866131265,1052,1325,0.0026918401743493375,0.0028253248357699825,0.0028943875699167865,0.0014962553483321003
1998-05-01,1327,0.001320541076289326,1053,1326,0.002344122594689612,0.0024581034673542366,0.0025233905620818866,0.001495137109112101
1998-05-04,1328,0.0015732714450296932,1054,1327,0.001974178263944456,0.002067212781797519,0.002092979342213192,0.001447331839508357
1998-05-05,1329,0.0018620210490534995,1055,1328,0.0021646726706077944,0.002266096290302853,0.0022911484193698555,0.0014493017986388567
1998-05-06,1330,0.0020888259261095552,1056,1329,0.002397031690557116,0.0025099538801081787,0.0025338439441907517,0.001451334704968408
1998-05-07,1331,0.0020265530801281046,1057,1330,0.0026822208456388037,0.0028099478212334278,0.0028319701206473854,0.0014535920309387744
1998-05-08,1332,0.0017748502577569422,1058,1331,0.0028145422867671345,0.0029475097767095084,0.0029681809484357067,0.0014558903512409348
1998-05-11,1333,0.001804712066021477,1059,1332,0.0022107099664820987,0.002307907267319502,0.002331296624059321,0.0014588541494363933
1998-05-12,1334,0.002050336311538957,1060,1333,0.0023073389400726173,0.0024081294397819,0.0024307564019027204,0.0014616533524667787
1998-05-13,1335,0.002132062098254233,1061,1334,0.0022928654046507524,0.002392722031510714,0.002415086267874353,0.0014647346660383908
1998-05-14,1336,0.0028180031380902054,1062,1335,0.002182769149228233,0.0022756754955949683,0.0022981659695374985,0.0014676159911083196
1998-05-15,1337,0.0030201124964940327,1063,1336,0.00202517695095342,0.0021096366014406913,0.0021324107944280845,0.0014705287786864845
1998-05-18,1338,0.003432085697678919,1064,1337,0.0021823112854164454,0.002274602836648126,0.0022964939456803913,0.0014731163833219315
1998-05-19,1339,0.003406613050817192,1065,1338,0.002437923665418893,0.0025417899976866794,0.0025619356372301783,0.0014752121742433939
1998-05-20,1340,0.0033416534162436645,1066,1339,0.0021709702224065436,0.002260662917183559,0.0022819636944885263,0.0014774336248803142
1998-05-21,1341,0.0033237014674894105,1067,1340,0.0020721762530639164,0.002156864123517343,0.002178343376944216,0.0014798436156262748
1998-05-22,1342,0.0034474904125775256,1068,1341,0.0019737927953769603,0.0020539059092490267,0.0020755476656694532,0.0014823360921681207
1998-05-26,1343,0.0033642584406801306,1069,1342,0.001900048767601193,0.001976837332581418,0.0019985257947775447,0.0014845792938674154
1998-05-27,1344,0.003364961117405433,1070,1343,0.0025183878095629605,0.002626528884836812,0.0026444494310022795,0.0014872347934119325
1998-05-28,1345,0.0033613248371979973,1071,1344,0.00262899897325408,0.0027404369538185386,0.002757040710105091,0.0014887768477081127
1998-05-29,1346,0.003274423830578578,1072,1345,0.002236923713902727,0.002324373924237212,0.0023434872809653374,0.0014903679188341306
1998-06-01,1347,0.0033007018802111636,1073,1346,0.002352984997993447,0.0024428019192311336,0.002460748141474236,0.0014921137231853428
1998-06-02,1348,0.0034326036722200637,1074,1347,0.0026705563173444673,0.0027708640787657405,0.002666467904567782,0.00136082708476568
1998-06-03,1349,0.0031772542993325115,1075,1348,0.0024899913002152893,0.0025789254923511825,0.0024842962006012305,0.001360927825139776
1998-06-04,1350,0.0029401179116293804,1076,1349,0.0026716487708649808,0.0027675075550521655,0.002663155272106114,0.001361949133561814
1998-06-05,1351,0.002576740121107997,1077,1350,0.002327103902364936,0.0024081614906366544,0.0023218869633569172,0.001363731012054386
