date,frbsf_news_sentiment
1980-01-01,-0.0378690958023071
1980-01-02,-0.1065411120653152
1980-01-03,-0.0893362835049629
1980-01-05,-0.0670100897550582
1980-01-06,-0.0888474956154823
1980-01-07,-0.1269475817680358
1980-01-08,-0.1959352642297744
1980-01-09,-0.21893872320652
1980-01-10,-0.2018643617630004
1980-01-11,-0.2220667004585266
1980-01-12,-0.202188104391098
1980-01-13,-0.1767783164978027
1980-01-14,-0.1564883589744567
1980-01-15,-0.1515319645404815
1980-01-16,-0.1179941892623901
1980-01-17,-0.1181795299053192
1980-01-18,-0.1382022649049758
1980-01-19,-0.1513419151306152
1980-01-20,-0.1677497029304504
1980-01-22,-0.1558743715286254
1980-01-24,-0.1558004915714263
1980-01-25,-0.235010877251625
1980-01-26,-0.2156233042478561
1980-01-27,-0.2065634727478027
1980-01-29,-0.221928060054779
1980-01-30,-0.2448774874210357
1980-01-31,-0.2617506384849548
1980-02-02,-0.2476532459259033
1980-02-03,-0.2485422194004058
1980-02-04,-0.2494206875562667
1980-02-05,-0.2591286599636077
1980-02-06,-0.2880747616291046
1980-02-07,-0.2822418808937072
1980-02-08,-0.274482250213623
1980-02-09,-0.2558684051036834
1980-02-10,-0.2459212243556976
1980-02-12,-0.2627405822277069
1980-02-13,-0.2464351505041122
1980-02-14,-0.255574494600296
1980-02-15,-0.2475555688142776
1980-02-16,-0.2345480024814605
1980-02-17,-0.2304356694221496
1980-02-19,-0.2186458855867385
1980-02-20,-0.2142690569162368
1980-02-21,-0.182740569114685
1980-02-22,-0.207982912659645
1980-02-23,-0.2096565067768096
1980-02-24,-0.2167470604181289
1980-02-25,-0.1995749324560165
1980-02-26,-0.1888495087623596
1980-02-27,-0.1643618941307067
1980-02-28,-0.1523524671792984
1980-03-02,-0.1924708038568496
1980-03-03,-0.2278906404972076
1980-03-04,-0.2725719213485717
1980-03-05,-0.2826406359672546
1980-03-06,-0.2926599979400634
1980-03-07,-0.283244103193283
1980-03-08,-0.2872277200222015
1980-03-09,-0.3114498853683471
1980-03-10,-0.3436252474784851
1980-03-11,-0.3400310277938842
1980-03-12,-0.346561312675476
1980-03-13,-0.3526786863803863
1980-03-14,-0.3285700976848602
1980-03-15,-0.3370134830474853
1980-03-16,-0.3559091389179229
1980-03-18,-0.3513929545879364
1980-03-19,-0.3661906421184539
1980-03-20,-0.3692748248577117
1980-03-21,-0.3720836639404296
1980-03-22,-0.345088392496109
1980-03-23,-0.3717935681343078
1980-03-24,-0.3325326740741729
1980-03-25,-0.3559057116508483
1980-03-26,-0.3741706907749176
1980-03-27,-0.3922688961029052
1980-03-28,-0.3999965786933898
1980-03-29,-0.3666270673274993
1980-03-30,-0.3722537755966186
1980-03-31,-0.3966427743434906
1980-04-01,-0.3924969434738159
1980-04-02,-0.3924654126167297
1980-04-03,-0.3223661184310913
1980-04-04,-0.3373397290706634
1980-04-05,-0.3109095394611358
1980-04-06,-0.3340980410575866
1980-04-07,-0.4412705600261688
1980-04-08,-0.4718019664287567
1980-04-09,-0.5520544648170471
1980-04-10,-0.5749536156654357
1980-04-11,-0.5702672004699707
1980-04-12,-0.4905029833316803
1980-04-13,-0.5187155604362487
1980-04-15,-0.5361999869346618
1980-04-16,-0.5321689248085022
1980-04-17,-0.5405910611152648
1980-04-18,-0.54099702835083
1980-04-19,-0.597357988357544
1980-04-20,-0.597065269947052
1980-04-21,-0.5914901494979858
1980-04-22,-0.5985252857208252
1980-04-23,-0.566710352897644
1980-04-24,-0.5640438199043273
1980-04-25,-0.5921627283096313
1980-04-26,-0.5352959632873535
1980-04-27,-0.5160691142082214
1980-04-28,-0.511689782142639
1980-04-30,-0.5343591570854187
1980-05-01,-0.5866371393203735
1980-05-02,-0.5944346785545349
1980-05-03,-0.6064277291297911
1980-05-04,-0.6363215446472168
1980-05-05,-0.6319326162338256
1980-05-06,-0.6649214029312133
1980-05-07,-0.6491793990135192
1980-05-08,-0.662895917892456
1980-05-09,-0.6488717794418335
1980-05-10,-0.6266233325004577
1980-05-11,-0.6350862383842468
1980-05-12,-0.5891588926315307
1980-05-13,-0.5631403923034668
1980-05-14,-0.5783440470695494
1980-05-15,-0.5557543635368347
1980-05-16,-0.543607473373413
1980-05-17,-0.5898978114128112
1980-05-18,-0.6006877422332763
1980-05-19,-0.5873145461082458
1980-05-21,-0.6228461265563964
1980-05-22,-0.6223394870758056
1980-05-23,-0.6169067025184631
1980-05-24,-0.6040219664573669
1980-05-25,-0.6134692430496215
1980-05-26,-0.6557496190071106
1980-05-27,-0.6789569854736328
1980-05-29,-0.6919097900390625
1980-05-30,-0.6962589621543884
1980-05-31,-0.7130470871925354
1980-06-01,-0.6943519711494445
1980-06-02,-0.6783386468887329
1980-06-03,-0.5927178859710693
1980-06-04,-0.6021355986595153
1980-06-05,-0.6231984496116638
1980-06-06,-0.6737607717514038
1980-06-07,-0.6978694200515747
1980-06-08,-0.685822308063507
1980-06-09,-0.6949121952056884
1980-06-10,-0.6848024725914001
1980-06-11,-0.6868623495101928
1980-06-12,-0.6969736814498901
1980-06-13,-0.6825302243232727
1980-06-14,-0.6527631878852844
1980-06-15,-0.6607017517089843
1980-06-16,-0.6421877145767211
1980-06-17,-0.652348518371582
1980-06-18,-0.6459617614746093
1980-06-19,-0.6335948705673217
1980-06-20,-0.6023510098457336
1980-06-21,-0.5863153338432312
1980-06-22,-0.5885799527168273
1980-06-23,-0.563822329044342
1980-06-24,-0.574383795261383
1980-06-25,-0.5618419051170349
1980-06-26,-0.5599929094314575
1980-06-27,-0.5512625575065612
1980-06-28,-0.5314201712608337
1980-06-29,-0.5264467597007751
1980-06-30,-0.4968656599521637
1980-07-01,-0.5088886618614196
1980-07-02,-0.5189741849899292
1980-07-03,-0.519638180732727
1980-07-04,-0.5319898128509521
1980-07-05,-0.4798416793346405
1980-07-06,-0.4596923887729644
1980-07-07,-0.3928892314434051
1980-07-08,-0.3830088973045349
1980-07-09,-0.3927410244941711
1980-07-10,-0.3864283859729766
1980-07-11,-0.3912029266357421
1980-07-12,-0.3879233598709106
1980-07-13,-0.3720723390579223
1980-07-14,-0.3325728476047515
1980-07-15,-0.3673554956912994
1980-07-16,-0.3795850276947021
1980-07-17,-0.4201243221759796
1980-07-18,-0.4176234006881713
1980-07-19,-0.4639245569705963
1980-07-20,-0.4533152282238006
1980-07-21,-0.40821173787117
1980-07-22,-0.393707662820816
1980-07-23,-0.3879896402359008
1980-07-24,-0.3907674849033355
1980-07-25,-0.385372519493103
1980-07-26,-0.3919970989227294
1980-07-27,-0.3950462937355041
1980-07-28,-0.3713390231132507
1980-07-29,-0.376931756734848
1980-07-30,-0.3597832322120666
1980-07-31,-0.3537916243076324
1980-08-01,-0.3421539664268493
1980-08-02,-0.343157559633255
1980-08-03,-0.3462593257427215
1980-08-04,-0.3254405856132507
1980-08-05,-0.3035176694393158
1980-08-06,-0.2864922583103179
1980-08-07,-0.2891236245632171
1980-08-08,-0.2980098724365234
1980-08-09,-0.2882473766803741
1980-08-10,-0.288006454706192
1980-08-11,-0.2716860473155975
1980-08-12,-0.2615416347980499
1980-08-13,-0.2805836796760559
1980-08-14,-0.2954514920711517
1980-08-15,-0.3000100255012512
1980-08-16,-0.2856301367282867
1980-08-17,-0.2746234238147735
1980-08-18,-0.2795743644237518
1980-08-19,-0.2879288792610168
1980-08-20,-0.2773293554782867
1980-08-21,-0.2954144775867462
1980-08-22,-0.3149079978466033
1980-08-23,-0.2877955138683319
1980-08-24,-0.2751842737197876
1980-08-25,-0.2720899283885955
1980-08-26,-0.2503657341003418
1980-08-27,-0.2501677870750427
1980-08-28,-0.2482309788465499
1980-08-29,-0.2154356837272644
1980-08-30,-0.1921909600496292
1980-08-31,-0.2288344353437423
1980-09-02,-0.2106806933879852
1980-09-03,-0.2462344616651535
1980-09-04,-0.2338207960128784
1980-09-05,-0.1714904755353927
1980-09-06,-0.145724132657051
1980-09-07,-0.1337760984897613
1980-09-08,-0.0967138931155204
1980-09-09,-0.1460836827754974
1980-09-10,-0.133081704378128
1980-09-11,-0.1487222164869308
1980-09-12,-0.1346657276153564
1980-09-13,-0.1591338217258453
1980-09-14,-0.1632355004549026
1980-09-15,-0.1058165803551673
1980-09-16,-0.0858362466096878
1980-09-17,-0.0893715843558311
1980-09-18,-0.1047357991337776
1980-09-19,-0.0901932120323181
1980-09-20,-0.0874106213450431
1980-09-21,-0.1286452114582061
1980-09-22,-0.1269479244947433
1980-09-23,-0.1504996120929718
1980-09-24,-0.2025506496429443
1980-09-25,-0.1969999969005584
1980-09-26,-0.1963932812213897
1980-09-27,-0.1920079588890075
1980-09-28,-0.206046387553215
1980-09-29,-0.1631721258163452
1980-09-30,-0.1444349288940429
1980-10-01,-0.1287610381841659
1980-10-02,-0.1136862635612487
1980-10-03,-0.1253749430179596
1980-10-04,-0.1378643065690994
1980-10-05,-0.1430913060903549
1980-10-06,-0.0982196629047393
1980-10-07,-0.1244083195924758
1980-10-08,-0.1248930543661117
1980-10-09,-0.1493687182664871
1980-10-10,-0.1879436373710632
1980-10-11,-0.151699960231781
1980-10-12,-0.1576526015996933
1980-10-13,-0.1024814173579216
1980-10-14,-0.0747212097048759
1980-10-15,-0.0811593979597091
1980-10-16,-0.1139303818345069
1980-10-17,-0.101767249405384
1980-10-18,-0.1092057526111602
1980-10-19,-0.0707442015409469
1980-10-20,-0.0027058995328843
1980-10-22,-0.0190441720187664
1980-10-23,-0.034424040466547
1980-10-24,-0.0545871183276176
1980-10-25,-0.0462481379508972
1980-10-26,-0.0445455946028232
1980-10-27,-0.1081505343317985
1980-10-28,-0.0874985605478286
1980-10-29,-0.082550048828125
1980-10-30,-0.039582010358572
1980-10-31,-0.0602340102195739
1980-11-01,-0.0153341693803668
1980-11-02,0.000832708494272
1980-11-03,0.0053700599819421
1980-11-04,-0.0732680559158325
1980-11-05,-0.1208960860967636
1980-11-06,-0.0771973580121994
1980-11-07,-0.0404788665473461
1980-11-08,-0.0574246607720851
1980-11-09,-0.0459976121783256
1980-11-10,-0.0617657899856567
1980-11-11,-0.0605797953903675
1980-11-12,-0.0643443316221237
1980-11-13,-0.0744522660970687
1980-11-14,-0.0837278142571449
1980-11-15,-0.0904851555824279
1980-11-16,-0.1220773234963417
1980-11-17,-0.1249133870005607
1980-11-18,-0.1040197014808654
1980-11-19,-0.1004396378993988
1980-11-20,-0.1205995455384254
1980-11-21,-0.1492694169282913
1980-11-22,-0.1301044821739196
1980-11-23,-0.1432883441448211
1980-11-24,-0.132352665066719
1980-11-25,-0.1219682469964027
1980-11-26,-0.1029523313045501
1980-11-27,-0.0827798023819923
1980-11-28,-0.0191037449985742
1980-11-29,-0.0242051258683204
1980-11-30,-0.0404998138546943
1980-12-01,-0.0201322548091411
1980-12-02,-0.0282340589910745
1980-12-03,-0.0467105023562908
1980-12-04,-0.0608284473419189
1980-12-05,-0.0831397622823715
1980-12-06,-0.1223683804273605
1980-12-08,-0.0702882185578346
1980-12-09,-0.1421970278024673
1980-12-10,-0.1360298991203308
1980-12-11,-0.1245597079396247
1980-12-12,-0.1220007911324501
1980-12-13,-0.1274131387472152
1980-12-14,-0.1384655684232711
1980-12-15,-0.1212258338928222
1980-12-16,-0.1445313096046447
1980-12-17,-0.1368991583585739
1980-12-18,-0.1241944730281829
1980-12-19,-0.1138950958847999
1980-12-20,-0.1191353797912597
1980-12-21,-0.1031874939799308
1980-12-22,-0.0866253450512886
1980-12-23,-0.0649954080581665
1980-12-24,-0.0384182780981063
1980-12-25,-0.0048677050508558
1980-12-26,0.0182106420397758
1980-12-27,0.0421294271945953
1980-12-28,-0.0047553279437124
1980-12-29,-0.0073220822960138
1980-12-30,-0.040407869964838
1980-12-31,-0.0446841679513454
1981-01-01,-0.000208337791264
1981-01-02,-0.0048982058651745
1981-01-03,-0.0103652169927954
1981-01-04,-0.0290422607213258
1981-01-05,-0.0476839020848274
1981-01-06,-0.0319537967443466
1981-01-07,-0.0366193540394306
1981-01-08,-0.0198954064399003
1981-01-09,-0.0213901214301586
1981-01-10,-0.0380172207951545
1981-01-11,-0.0408462770283222
