month,log_rv_1,log_rv_3,log_rv_12,cpu_log,cpu_delta,gcpu_proxy_log,gcpu_proxy_delta,target_rv,log_target_rv,target_log_return,n_returns,ticker,sector,cpu_index_narrow_observed_same_month,gcpu_proxy_observed_same_month
2010-06-01,,,,,,,,0.1435274414413822,-1.9412290325078319,0.030928318098520702,15,CORN,agriculture,125.3917697019354,119.21356168698001
2010-07-01,-1.9412290325078319,,,4.831442993683961,,4.780916520701423,,0.06103837925207843,-2.7962524445852144,0.0652851569934052,21,CORN,agriculture,177.8727001151589,121.75692626325163
2010-08-01,-2.7962524445852144,,,5.181068126545169,0.3496251328612079,4.802026649570455,0.021110128869032074,0.0591787249804785,-2.827193177012721,0.06230141697989788,22,CORN,agriculture,215.8392349855321,99.7724270883807
2010-09-01,-2.827193177012721,-2.4313865629830382,,5.374533848094066,0.19346572154889685,4.602891863465052,-0.19913478610540292,0.06962422877183105,-2.664642657681768,0.10001883646850951,21,CORN,agriculture,138.3132530783651,126.18662210547915
2010-10-01,-2.664642657681768,-2.7601789338217904,,4.929521062556429,-0.4450127855376369,4.837761938984798,0.23487007551974592,0.35913087580834385,-1.0240684003592557,0.14041583523837708,21,CORN,agriculture,128.7358052955516,102.63663367115068
2010-11-01,-1.0240684003592557,-1.8161877661535502,,4.857762283334215,-0.07175877922221385,4.631194922333355,-0.20656701665144261,0.11701637949430929,-2.1454413583050043,-0.08255835668387901,21,CORN,agriculture,187.4332260150403,107.69917875950365
2010-12-01,-2.1454413583050043,-1.7041672068484617,,5.233422654062073,0.3756603707278581,4.679341958873323,0.04814703653996766,0.04486202766838427,-3.1041635509921606,0.12256889201918941,22,CORN,agriculture,108.1830343401069,101.6664810481348
2011-01-01,-3.1041635509921606,-1.7505997084528524,,4.683824555043324,-0.5495980990187492,4.621697662181584,-0.05764429669173854,0.07105496596791243,-2.6443015328925834,0.04975408621232136,20,CORN,agriculture,161.9993709894809,107.4091839930116
2011-02-01,-2.6443015328925834,-2.5556151072058393,,5.087592452443864,0.40376789740053987,4.676645690458033,0.05494802827644829,0.12743435203035483,-2.060153933019422,0.06400482122542561,19,CORN,agriculture,137.3941093969561,86.27987819921465
2011-03-01,-2.060153933019422,-2.511861301627899,,4.922853506940227,-0.164738945503637,4.457596409827964,-0.21904928063006857,0.19467440453492205,-1.6364268362887735,0.012278483524204908,23,CORN,agriculture,138.1062413260317,150.74195457565065
2011-04-01,-1.6364268362887735,-2.0321414457567664,,4.928023253644789,0.0051697467045626055,5.015569464867352,0.5579730550393878,0.09649710270587467,-2.3382422948612387,0.04398988920920521,20,CORN,agriculture,178.1156231171944,115.07555695977906
2011-05-01,-2.3382422948612387,-1.9694377604330322,,5.1824329074881845,0.2544096538433953,4.745588929663603,-0.2699805352037492,0.1049801206906871,-2.253984273504547,-0.02053824501608581,21,CORN,agriculture,48.23449430857941,125.68479789980175
2011-06-01,-2.253984273504547,-2.0245705308659327,-2.1140198717345156,3.8760744146571096,-1.306358492831075,4.833777168742265,0.08818823907866236,0.22913527386172056,-1.4734427342782863,-0.11200504153456459,22,CORN,agriculture,134.1873926126111,115.4004742183311
2011-07-01,-1.4734427342782863,-1.9411589602468475,-2.056619402038263,4.899237275360048,1.0231628607029384,4.748408463409846,-0.08536870533241903,0.0701031710098661,-2.6577872504459132,0.10001287183197238,20,CORN,agriculture,118.9764009994101,143.68718073219804
2011-08-01,-2.6577872504459132,-2.0044118321119146,-2.050729941238506,4.77892516251599,-0.12031211284405785,4.967638580561458,0.21923011715161156,0.08109199136190295,-2.5121710728983806,0.11470019595121483,23,CORN,agriculture,179.3997087767121,109.85537878764143
2011-09-01,-2.5121710728983806,-2.065327123750438,-2.0366343867950287,5.1896163263051625,0.41069116378917236,4.699164762471584,-0.26847381808987336,0.13763392211825945,-1.9831578568434525,-0.23014007001881254,21,CORN,agriculture,187.2010028918444,112.90612159318495
2011-10-01,-1.9831578568434525,-2.340532457634327,-1.9941115518865424,5.23218292135737,0.04256659505220739,4.7265566910602255,0.027391928588641257,0.06760490853317826,-2.6940746871317534,0.08019695687911543,21,CORN,agriculture,178.8737765529758,140.90507920360946
2011-11-01,-2.6940746871317534,-2.349219704989534,-2.1906795776681247,5.186680398177338,-0.04550252318003167,4.948086466541706,0.22152977548148023,0.04327919324717886,-3.140083284932365,-0.08749536378374145,21,CORN,agriculture,130.7976327736243,131.59003039506413
2011-12-01,-3.140083284932365,-2.4908521939646517,-2.247188676234902,4.87365134079835,-0.313029057378988,4.879691259145107,-0.06839520739659832,0.029907691815264485,-3.509639580322312,0.05861673851591753,21,CORN,agriculture,248.1207753936198,133.53800476905056
2012-01-01,-3.509639580322312,-3.0590854097468956,-2.2590491063826565,5.513915625175077,0.6402642843767268,4.894386117244647,0.01469485809953941,0.073145087281445,-2.6153103132867526,-0.026552331464647416,20,CORN,agriculture,113.0720918174707,95.97543010692839
2012-02-01,-2.6153103132867526,-3.020489743897677,-2.2573829300804227,4.72802559597476,-0.785890029200317,4.564092222324367,-0.3302938949202794,0.016367446782089748,-4.1124608690922395,0.005123814585310527,20,CORN,agriculture,82.62623719688764,94.2815984726179
2012-03-01,-4.1124608690922395,-3.223718985067779,-2.3500084170156277,4.414327271698326,-0.31369832427643374,4.546286032449213,-0.017806189875154033,0.05411002508289558,-2.9167358037738107,-0.045558640513101434,22,CORN,agriculture,132.6466294776453,109.84651874544015
2012-04-01,-2.9167358037738107,-3.039178826254595,-2.4810581303578227,4.887688671121431,0.47336139942310496,4.699084107344746,0.1527980748955322,0.038156917013210286,-3.2660482267242554,-0.009469013622371403,20,CORN,agriculture,86.03946034966258,107.96789604286182
