date,views
2020-01-01,25.0
2020-01-02,35.0
2020-01-03,30.0
2020-01-04,25.0
2020-01-05,16.0
2020-01-06,39.0
2020-01-07,32.0
2020-01-08,45.0
2020-01-09,33.0
2020-01-10,30.0
2020-01-11,22.0
2020-01-12,26.0
2020-01-13,34.0
2020-01-14,47.0
2020-01-15,48.0
2020-01-16,39.0
2020-01-17,33.0
2020-01-18,21.0
2020-01-19,26.0
2020-01-20,27.0
2020-01-21,37.0
2020-01-22,32.0
2020-01-23,34.0
2020-01-24,30.0
2020-01-25,41.0
2020-01-26,28.0
2020-01-27,40.0
2020-01-28,28.0
2020-01-29,36.0
2020-01-30,38.0
2020-01-31,29.0
2020-02-01,20.0
2020-02-02,24.0
2020-02-03,41.0
2020-02-04,52.0
2020-02-05,51.0
2020-02-06,55.0
2020-02-07,154.0
2020-02-08,43.0
2020-02-09,37.0
2020-02-10,39.0
2020-02-11,52.0
2020-02-12,45.0
2020-02-13,37.0
2020-02-14,36.0
2020-02-15,27.0
2020-02-16,31.0
2020-02-17,40.0
2020-02-18,61.0
2020-02-19,53.0
2020-02-20,66.0
2020-02-21,62.0
2020-02-22,34.0
2020-02-23,42.0
2020-02-24,46.0
2020-02-25,46.0
2020-02-26,55.0
2020-02-27,64.0
2020-02-28,52.0
2020-02-29,45.0
2020-03-01,34.0
2020-03-02,249.0
2020-03-03,305.0
2020-03-04,124.0
2020-03-05,67.0
2020-03-06,47.0
2020-03-07,32.0
2020-03-08,38.0
2020-03-09,162.0
2020-03-10,128.0
2020-03-11,70.0
2020-03-12,65.0
2020-03-13,76.0
2020-03-14,60.0
2020-03-15,56.0
2020-03-16,66.0
2020-03-17,80.0
2020-03-18,89.0
2020-03-19,75.0
2020-03-20,78.0
2020-03-21,50.0
2020-03-22,52.0
2020-03-23,67.0
2020-03-24,59.0
2020-03-25,71.0
2020-03-26,81.0
2020-03-27,85.0
2020-03-28,48.0
2020-03-29,35.0
2020-03-30,55.0
2020-03-31,58.0
2020-04-01,26.0
2020-04-02,34.0
2020-04-03,41.0
2020-04-04,22.0
2020-04-05,17.0
2020-04-06,36.0
2020-04-07,40.0
2020-04-08,25.0
2020-04-09,31.0
2020-04-10,29.0
2020-04-11,22.0
2020-04-12,28.0
2020-04-13,56.0
2020-04-14,44.0
2020-04-15,39.0
2020-04-16,36.0
2020-04-17,41.0
2020-04-18,98.0
2020-04-19,22.0
2020-04-20,52.0
2020-04-21,59.0
2020-04-22,36.0
2020-04-23,39.0
2020-04-24,52.0
2020-04-25,34.0
2020-04-26,34.0
2020-04-27,54.0
2020-04-28,36.0
2020-04-29,45.0
2020-04-30,46.0
2020-05-01,17.0
2020-05-02,18.0
2020-05-03,20.0
2020-05-04,31.0
2020-05-05,29.0
2020-05-06,20.0
2020-05-07,32.0
2020-05-08,17.0
2020-05-09,21.0
2020-05-10,15.0
2020-05-11,25.0
2020-05-12,34.0
2020-05-13,29.0
2020-05-14,21.0
2020-05-15,28.0
2020-05-16,26.0
2020-05-17,13.0
2020-05-18,26.0
2020-05-19,25.0
2020-05-20,24.0
2020-05-21,19.0
2020-05-22,29.0
2020-05-23,22.0
2020-05-24,19.0
2020-05-25,27.0
2020-05-26,36.0
2020-05-27,27.0
2020-05-28,30.0
2020-05-29,37.0
2020-05-30,35.0
2020-05-31,78.0
2020-06-01,43.0
2020-06-02,32.0
2020-06-03,33.0
2020-06-04,51.0
2020-06-05,70.0
2020-06-06,42.0
2020-06-07,31.0
2020-06-08,43.0
2020-06-09,64.0
2020-06-10,63.0
2020-06-11,85.0
2020-06-12,133.0
2020-06-13,83.0
2020-06-14,82.0
2020-06-15,130.0
2020-06-16,89.0
2020-06-17,60.0
2020-06-18,98.0
2020-06-19,140.0
2020-06-20,86.0
2020-06-21,68.0
2020-06-22,62.0
2020-06-23,50.0
2020-06-24,41.0
2020-06-25,53.0
2020-06-26,41.0
2020-06-27,29.0
2020-06-28,29.0
2020-06-29,39.0
2020-06-30,50.0
2020-07-01,37.0
2020-07-02,38.0
2020-07-03,24.0
2020-07-04,28.0
2020-07-05,26.0
2020-07-06,29.0
2020-07-07,32.0
2020-07-08,26.0
2020-07-09,68.0
2020-07-10,46.0
2020-07-11,32.0
2020-07-12,28.0
2020-07-13,58.0
2020-07-14,32.0
2020-07-15,63.0
2020-07-16,42.0
2020-07-17,40.0
2020-07-18,22.0
2020-07-19,41.0
2020-07-20,29.0
2020-07-21,44.0
2020-07-22,56.0
2020-07-23,42.0
2020-07-24,25.0
2020-07-25,35.0
2020-07-26,38.0
2020-07-27,40.0
2020-07-28,35.0
2020-07-29,35.0
2020-07-30,43.0
2020-07-31,34.0
2020-08-01,31.0
2020-08-02,26.0
2020-08-03,34.0
2020-08-04,33.0
2020-08-05,41.0
2020-08-06,51.0
2020-08-07,52.0
2020-08-08,37.0
2020-08-09,27.0
2020-08-10,72.0
2020-08-11,57.0
2020-08-12,61.0
2020-08-13,66.0
2020-08-14,40.0
2020-08-15,45.0
2020-08-16,44.0
2020-08-17,83.0
2020-08-18,75.0
2020-08-19,37.0
2020-08-20,39.0
2020-08-21,44.0
2020-08-22,33.0
2020-08-23,50.0
2020-08-24,68.0
2020-08-25,49.0
2020-08-26,43.0
2020-08-27,35.0
2020-08-28,36.0
2020-08-29,27.0
2020-08-30,32.0
2020-08-31,50.0
2020-09-01,58.0
2020-09-02,41.0
2020-09-03,50.0
2020-09-04,39.0
2020-09-05,29.0
2020-09-06,34.0
2020-09-07,27.0
2020-09-08,30.0
2020-09-09,50.0
2020-09-10,50.0
2020-09-11,51.0
2020-09-12,39.0
2020-09-13,33.0
2020-09-14,37.0
2020-09-15,35.0
2020-09-16,35.0
2020-09-17,31.0
2020-09-18,40.0
2020-09-19,20.0
2020-09-20,27.0
2020-09-21,33.0
2020-09-22,31.0
2020-09-23,40.0
2020-09-24,29.0
2020-09-25,32.0
2020-09-26,19.0
2020-09-27,19.0
2020-09-28,30.0
2020-09-29,21.0
2020-09-30,14.0
2020-10-01,37.0
2020-10-02,28.0
2020-10-03,11.0
2020-10-04,16.0
2020-10-05,17.0
2020-10-06,24.0
2020-10-07,21.0
2020-10-08,24.0
2020-10-09,21.0
2020-10-10,27.0
2020-10-11,35.0
2020-10-12,35.0
2020-10-13,34.0
2020-10-14,13.0
2020-10-15,27.0
2020-10-16,41.0
2020-10-17,19.0
2020-10-18,13.0
2020-10-19,25.0
2020-10-20,24.0
2020-10-21,19.0
2020-10-22,27.0
2020-10-23,25.0
2020-10-24,19.0
2020-10-25,20.0
2020-10-26,18.0
2020-10-27,38.0
2020-10-28,28.0
2020-10-29,18.0
2020-10-30,20.0
2020-10-31,11.0
2020-11-01,16.0
2020-11-02,11.0
2020-11-03,16.0
2020-11-04,11.0
2020-11-05,15.0
2020-11-06,16.0
2020-11-07,10.0
2020-11-08,8.0
2020-11-09,26.0
2020-11-10,12.0
2020-11-11,17.0
2020-11-12,22.0
2020-11-13,36.0
2020-11-14,11.0
2020-11-15,22.0
2020-11-16,26.0
2020-11-17,39.0
2020-11-18,38.0
2020-11-19,35.0
2020-11-20,26.0
2020-11-21,18.0
2020-11-22,22.0
2020-11-23,20.0
2020-11-24,31.0
2020-11-25,40.0
2020-11-26,28.0
2020-11-27,18.0
2020-11-28,14.0
2020-11-29,15.0
2020-11-30,22.0
2020-12-01,31.0
2020-12-02,64.0
2020-12-03,21.0
2020-12-04,38.0
2020-12-05,23.0
2020-12-06,21.0
2020-12-07,32.0
2020-12-08,31.0
2020-12-09,49.0
2020-12-10,42.0
2020-12-11,37.0
2020-12-12,22.0
2020-12-13,26.0
2020-12-14,50.0
2020-12-15,27.0
2020-12-16,38.0
2020-12-17,63.0
2020-12-18,38.0
2020-12-19,36.0
2020-12-20,20.0
2020-12-21,58.0
2020-12-22,45.0
2020-12-23,21.0
2020-12-24,34.0
2020-12-25,22.0
2020-12-26,30.0
2020-12-27,21.0
2020-12-28,29.0
2020-12-29,36.0
2020-12-30,38.0
2020-12-31,27.0
2021-01-01,27.0
2021-01-02,27.0
2021-01-03,23.0
2021-01-04,45.0
2021-01-05,28.0
2021-01-06,28.0
2021-01-07,36.0
2021-01-08,72.0
2021-01-09,64.0
2021-01-10,32.0
2021-01-11,48.0
2021-01-12,45.0
2021-01-13,55.0
2021-01-14,48.0
2021-01-15,47.0
2021-01-16,30.0
2021-01-17,35.0
2021-01-18,31.0
2021-01-19,29.0
2021-01-20,38.0
2021-01-21,40.0
2021-01-22,50.0
2021-01-23,29.0
2021-01-24,42.0
2021-01-25,79.0
2021-01-26,123.0
2021-01-27,297.0
2021-01-28,7080.0
2021-01-29,3940.0
2021-01-30,1467.0
2021-01-31,942.0
2021-02-01,905.0
2021-02-02,536.0
2021-02-03,327.0
2021-02-04,234.0
2021-02-05,174.0
2021-02-06,148.0
2021-02-07,134.0
2021-02-08,166.0
2021-02-09,170.0
2021-02-10,139.0
2021-02-11,105.0
2021-02-12,95.0
2021-02-13,84.0
2021-02-14,86.0
2021-02-15,64.0
2021-02-16,75.0
2021-02-17,79.0
2021-02-18,148.0
2021-02-19,160.0
2021-02-20,78.0
2021-02-21,67.0
2021-02-22,56.0
2021-02-23,56.0
2021-02-24,70.0
2021-02-25,70.0
2021-02-26,51.0
2021-02-27,50.0
2021-02-28,51.0
2021-03-01,44.0
2021-03-02,29.0
2021-03-03,43.0
2021-03-04,34.0
2021-03-05,51.0
2021-03-06,26.0
2021-03-07,26.0
2021-03-08,32.0
2021-03-09,34.0
2021-03-10,41.0
2021-03-11,35.0
2021-03-12,53.0
2021-03-13,40.0
2021-03-14,34.0
2021-03-15,33.0
2021-03-16,33.0
2021-03-17,58.0
2021-03-18,35.0
2021-03-19,29.0
2021-03-20,32.0
2021-03-21,19.0
2021-03-22,29.0
2021-03-23,34.0
2021-03-24,33.0
2021-03-25,27.0
2021-03-26,36.0
2021-03-27,27.0
2021-03-28,20.0
2021-03-29,29.0
2021-03-30,22.0
2021-03-31,27.0
2021-04-01,22.0
2021-04-02,37.0
2021-04-03,22.0
2021-04-04,19.0
2021-04-05,25.0
2021-04-06,14.0
2021-04-07,18.0
2021-04-08,22.0
2021-04-09,23.0
2021-04-10,20.0
2021-04-11,15.0
2021-04-12,16.0
2021-04-13,23.0
2021-04-14,23.0
2021-04-15,23.0
2021-04-16,43.0
2021-04-17,24.0
2021-04-18,19.0
2021-04-19,25.0
2021-04-20,29.0
2021-04-21,21.0
2021-04-22,26.0
2021-04-23,22.0
2021-04-24,15.0
2021-04-25,19.0
2021-04-26,25.0
2021-04-27,28.0
2021-04-28,36.0
2021-04-29,33.0
2021-04-30,18.0
2021-05-01,22.0
2021-05-02,35.0
2021-05-03,50.0
2021-05-04,45.0
2021-05-05,54.0
2021-05-06,34.0
2021-05-07,41.0
2021-05-08,37.0
2021-05-09,44.0
2021-05-10,38.0
2021-05-11,37.0
2021-05-12,37.0
2021-05-13,29.0
2021-05-14,21.0
2021-05-15,32.0
2021-05-16,23.0
2021-05-17,23.0
2021-05-18,33.0
2021-05-19,22.0
2021-05-20,25.0
2021-05-21,24.0
2021-05-22,19.0
2021-05-23,24.0
2021-05-24,27.0
2021-05-25,24.0
2021-05-26,34.0
2021-05-27,17.0
2021-05-28,15.0
2021-05-29,13.0
2021-05-30,22.0
2021-05-31,35.0
2021-06-01,30.0
2021-06-02,45.0
2021-06-03,44.0
2021-06-04,37.0
2021-06-05,20.0
2021-06-06,19.0
2021-06-07,34.0
2021-06-08,32.0
2021-06-09,33.0
2021-06-10,32.0
2021-06-11,13.0
2021-06-12,14.0
2021-06-13,17.0
2021-06-14,16.0
2021-06-15,24.0
2021-06-16,17.0
2021-06-17,11.0
2021-06-18,14.0
2021-06-19,16.0
2021-06-20,13.0
2021-06-21,27.0
2021-06-22,18.0
2021-06-23,24.0
2021-06-24,18.0
2021-06-25,31.0
2021-06-26,6.0
2021-06-27,19.0
2021-06-28,18.0
2021-06-29,24.0
2021-06-30,36.0
2021-07-01,65.0
2021-07-02,48.0
2021-07-03,30.0
2021-07-04,22.0
2021-07-05,26.0
2021-07-06,22.0
2021-07-07,18.0
2021-07-08,16.0
2021-07-09,21.0
2021-07-10,21.0
2021-07-11,25.0
2021-07-12,21.0
2021-07-13,29.0
2021-07-14,17.0
2021-07-15,18.0
2021-07-16,20.0
2021-07-17,19.0
2021-07-18,10.0
2021-07-19,48.0
2021-07-20,42.0
2021-07-21,21.0
2021-07-22,18.0
2021-07-23,16.0
2021-07-24,16.0
2021-07-25,25.0
2021-07-26,32.0
2021-07-27,27.0
2021-07-28,22.0
2021-07-29,193.0
2021-07-30,101.0
2021-07-31,158.0
2021-08-01,1056.0
2021-08-02,1531.0
2021-08-03,1959.0
2021-08-04,5545.0
2021-08-05,5083.0
2021-08-06,2413.0
2021-08-07,1265.0
2021-08-08,1211.0
2021-08-09,1640.0
2021-08-10,1341.0
2021-08-11,1262.0
2021-08-12,1202.0
2021-08-13,923.0
2021-08-14,691.0
2021-08-15,807.0
2021-08-16,1028.0
2021-08-17,1043.0
2021-08-18,1169.0
2021-08-19,1412.0
2021-08-20,1045.0
2021-08-21,732.0
