proposal_id,accession_number,event_date,year,company_name,ticker,raw_ticker,industry,title,description,proposal_type_general,proposal_type_specific,proponent_name,vote_for_fraction,close_vote_30_70,public_goods,shareholder_democracy,def_14a_url
7329,7329,2018-05-03,2018,Archer-Daniels-Midland Company,ADM,ADM,Fats & Oils,Independent Board Chairman,,Corporate Governance,Chairman Independence,N/A - Undisclosed,0.3463,True,True,True,https://www.sec.gov/Archives/edgar/data/7084/000119312518092897/d516313ddef14a.htm#toc516313_67
7307,7307,2018-05-03,2018,Huntsman Corporation,HUN,HUN,Chemicals & Allied Products,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9102,False,False,True,https://www.sec.gov/Archives/edgar/data/1307954/000104746918002009/a2234874zdef14a.htm#ee49801_proposal_2_#151;non-binding_ad__pro03787
7308,7308,2018-05-03,2018,Huntsman Corporation,HUN,HUN,Chemicals & Allied Products,Right to Act by Written Consent,,Corporate Governance,Written Consent,John Chevedden,0.379,True,False,True,https://www.sec.gov/Archives/edgar/data/1307954/000104746918002009/a2234874zdef14a.htm#ee49801_proposal_4_#151;stockholder_pr__pro03414
7309,7309,2018-05-03,2018,Tenet Healthcare Corporation,THC,THC,General Medical & Surgical Hospitals,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.973,False,False,True,https://www.sec.gov/Archives/edgar/data/70318/000119312518103367/d448827ddef14a.htm#toc448827_10
7310,7310,2018-05-03,2018,Tenet Healthcare Corporation,THC,THC,General Medical & Surgical Hospitals,Independent Board Chairman,,Corporate Governance,Chairman Independence,Int'l Brotherhood of Teamsters,0.1919,False,True,True,https://www.sec.gov/Archives/edgar/data/70318/000119312518103367/d448827ddef14a.htm#toc448827_13
7281,7281,2018-05-04,2018,AbbVie Inc.,ABBV,ABBV,Pharmaceutical Preparations,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9491,False,False,True,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm#A10
7282,7282,2018-05-04,2018,AbbVie Inc.,ABBV,ABBV,Pharmaceutical Preparations,Say on Freq - Rec 1 Year,,Executive Compensation,Say on Frequency,MANAGEMENT,0.9753,False,False,False,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm#A11
7283,7283,2018-05-04,2018,AbbVie Inc.,ABBV,ABBV,Pharmaceutical Preparations,Report on Lobbying,,Social Policy,Lobbying,Zevin Asset Mgmt.,0.2374,False,True,False,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm#Item_7
7284,7284,2018-05-04,2018,AbbVie Inc.,ABBV,ABBV,Pharmaceutical Preparations,Independent Board Chairman,,Corporate Governance,Chairman Independence,Dana Investment Advisors,0.3843,True,True,True,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm#Item_8
7285,7285,2018-05-04,2018,AbbVie Inc.,ABBV,ABBV,Pharmaceutical Preparations,Integrating Drug Pricing Risk into Exec. Comp. Policies,,Executive Compensation,Performance Metrics Requirements,United Church Funds,0.2155,False,False,False,https://www.sec.gov/Archives/edgar/data/1551152/000104746918001843/a2234787zdef14a.htm#Item_9
7290,7290,2018-05-04,2018,Occidental Petroleum Corporation,OXY,OXY,Crude Petroleum & Natural Gas,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9604,False,False,True,https://www.sec.gov/Archives/edgar/data/797468/000130817918000070/loxy2018-def14a.htm#loxy2018def14aa042
7321,7321,2018-05-06,2018,Cummins Inc.,CMI,CMI,Engines & Turbines,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9275,False,False,True,https://www.sec.gov/Archives/edgar/data/26172/000104746918002110/a2234958zdef14a.htm#dk43901_advisory_vote_on_the_compensat__adv03586
7322,7322,2018-05-06,2018,Cummins Inc.,CMI,CMI,Engines & Turbines,Special Meetings - Reduce Required Ownership to 10%,,Corporate Governance,Special Meetings,N/A - Undisclosed,0.5066,True,False,True,https://www.sec.gov/Archives/edgar/data/26172/000104746918002110/a2234958zdef14a.htm#dw43901_shareholder_special_shareholde__sha02905
7266,7266,2018-05-07,2018,"L3Harris Technologies, Inc.",LHX,LHX,"Search, Detection, Aeronautical Systems",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9365,False,False,True,https://www.sec.gov/Archives/edgar/data/1039101/000114036118014883/s002142x1_def14a.htm#pP3
7267,7267,2018-05-07,2018,"L3Harris Technologies, Inc.",LHX,LHX,"Search, Detection, Aeronautical Systems",Right to Act by Written Consent,,Corporate Governance,Written Consent,John Chevedden,0.8641,False,False,True,https://www.sec.gov/Archives/edgar/data/1039101/000114036118014883/s002142x1_def14a.htm#pP4
7268,7268,2018-05-07,2018,"L3Harris Technologies, Inc.",LHX,LHX,"Search, Detection, Aeronautical Systems",Greenhouse Gas Emissions Reduction Targets,,Social Policy,Environmental,NYC Pension Funds,0.0,False,True,False,https://www.sec.gov/Archives/edgar/data/1039101/000114036118014883/s002142x1_def14a.htm#pP5
7276,7276,2018-05-07,2018,Eli Lilly and Company,LLY,LLY,Pharmaceutical Preparations,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9721,False,False,True,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm#s7109E1D3294A61F786B5C503E76C5AF0
7277,7277,2018-05-07,2018,Eli Lilly and Company,LLY,LLY,Pharmaceutical Preparations,Support for the Descheduling of Cannabis,,Social Policy,Other,Fred Pfenninger,0.0158,False,True,False,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm#s8B7123D8685988F800A6C503EA2AB067
7278,7278,2018-05-07,2018,Eli Lilly and Company,LLY,LLY,Pharmaceutical Preparations,Report on Political Spending,,Social Policy,Political Spending,New York State Common Retirement Fund,0.2014,False,True,False,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm#s1FF3C624A76C784F7D92C503EA5958C4
7279,7279,2018-05-07,2018,Eli Lilly and Company,LLY,LLY,Pharmaceutical Preparations,Report on Policies and Practices Regarding Contract Animal Laboratories,,Social Policy,Animal Rights,PETA,0.0322,False,True,False,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm#s1FF3C624A76C784F7D92C503EA5958C4
7280,7280,2018-05-07,2018,Eli Lilly and Company,LLY,LLY,Pharmaceutical Preparations,Report on how Public Concern Risk Over Drug Pricing is Integrated into Incentive Comp,,Executive Compensation,Performance Metrics Requirements,Mercy Investment Services,0.1777,False,False,False,https://www.sec.gov/Archives/edgar/data/59478/000005947818000111/proxy2018_def14a.htm#sEC64EBB1655257BC302CC503EAAD9143
7293,7293,2018-05-08,2018,CSX Corporation,CSX,CSX,"Railroads, Line-Haul Operating",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.7823,False,False,True,https://www.sec.gov/Archives/edgar/data/277948/000120677418001107/csx3251651-def14a.htm#pg75
7360,7360,2018-05-08,2018,Danaher Corporation,DHR,DHR,"Industrial Instrum for Measurmnt, Display, Control",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9679,False,False,True,https://www.sec.gov/Archives/edgar/data/313616/000119312518097976/d539472ddef14a.htm#toc539472_13
7361,7361,2018-05-08,2018,Danaher Corporation,DHR,DHR,"Industrial Instrum for Measurmnt, Display, Control",Special Meetings - Reduce Required Ownership to 10%,,Corporate Governance,Special Meetings,N/A - Undisclosed,0.4424,True,False,True,https://www.sec.gov/Archives/edgar/data/313616/000119312518097976/d539472ddef14a.htm#toc539472_14
7330,7330,2018-05-08,2018,Loews Corp.,L,L,"Fire, Marine & Casualty Insurance",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.894,False,False,True,https://www.sec.gov/Archives/edgar/data/60086/000119312518098561/d542577ddef14a.htm#tx542577_21
7286,7286,2018-05-08,2018,"Prudential Financial, Inc.",PRU,PRU,Financial Services,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9558,False,False,True,https://www.sec.gov/Archives/edgar/data/1137774/000119312518092128/d503706ddef14a.htm#tx503706_21
7287,7287,2018-05-08,2018,"Prudential Financial, Inc.",PRU,PRU,Financial Services,Independent Board Chairman,,Corporate Governance,Chairman Independence,John Chevedden,0.3976,True,True,True,https://www.sec.gov/Archives/edgar/data/1137774/000119312518092128/d503706ddef14a.htm#tx503706_a
7440,7440,2018-05-09,2018,Dean Foods Company,DF,DF,Ice Cream & Frozen Desserts,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9319,False,False,True,https://www.sec.gov/Archives/edgar/data/931336/000104746918002109/a2234678zdef14a.htm#co1
7510,7510,2018-05-09,2018,"Gilead Sciences, Inc.",GILD,GILD,Health Care,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.889,False,False,True,https://www.sec.gov/Archives/edgar/data/882095/000120677418000957/gilead3281381-def14a.htm#toc
7511,7511,2018-05-09,2018,"Gilead Sciences, Inc.",GILD,GILD,Health Care,Independent Board Chairman,,Corporate Governance,Chairman Independence,John Chevedden,0.4451,True,True,True,https://www.sec.gov/Archives/edgar/data/882095/000120677418000957/gilead3281381-def14a.htm#toc
7512,7512,2018-05-09,2018,"Gilead Sciences, Inc.",GILD,GILD,Health Care,Right to Act by Written Consent,,Corporate Governance,Written Consent,James McRitchie,0.5053,True,False,True,https://www.sec.gov/Archives/edgar/data/882095/000120677418000957/gilead3281381-def14a.htm#toc
7416,7416,2018-05-09,2018,"Kinder Morgan, Inc.",KMI,KMI,Natural Gas Transmission & Distribution,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9666,False,False,True,https://www.sec.gov/Archives/edgar/data/1506307/000104746918002313/a2234931zdef14a.htm#dm16001_item_3_advisory_vote_on_executive_compensation
7417,7417,2018-05-09,2018,"Kinder Morgan, Inc.",KMI,KMI,Natural Gas Transmission & Distribution,Say on Freq - Rec 3 Years,,Executive Compensation,Say on Frequency,MANAGEMENT,0.3936,True,False,False,https://www.sec.gov/Archives/edgar/data/1506307/000104746918002313/a2234931zdef14a.htm#dm16001_item_4_advisory_vote_on_the_fr__ite03728
7418,7418,2018-05-09,2018,"Kinder Morgan, Inc.",KMI,KMI,Natural Gas Transmission & Distribution,Report on Methane Emissions,,Social Policy,Environmental,"Miller/Howard Investments, Inc.",0.3803,True,True,False,https://www.sec.gov/Archives/edgar/data/1506307/000104746918002313/a2234931zdef14a.htm#dm16001_item_5_stockholder_proposal_re__ite02806
7419,7419,2018-05-09,2018,"Kinder Morgan, Inc.",KMI,KMI,Natural Gas Transmission & Distribution,Annual Sustainability Report,,Social Policy,Sustainability Metrics,New York State Common Retirement Fund,0.6037,True,True,False,https://www.sec.gov/Archives/edgar/data/1506307/000104746918002313/a2234931zdef14a.htm#do16001_item_6_stockholder_proposal_re__ite02911
7420,7420,2018-05-09,2018,"Kinder Morgan, Inc.",KMI,KMI,Natural Gas Transmission & Distribution,Assess Long-term Portfolio Impacts of Scenarios of Global Climate Change Policies,,Social Policy,Environmental,Zevin Asset Mgmt.,0.5966,True,True,False,https://www.sec.gov/Archives/edgar/data/1506307/000104746918002313/a2234931zdef14a.htm#do16001_item_7_stockholder_proposal_re__ite05960
7301,7301,2018-05-09,2018,Philip Morris International Inc.,PM,PM,Consumer Products,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9714,False,False,True,https://www.sec.gov/Archives/edgar/data/1413329/000119312518100434/d449353ddef14a.htm#toc449353_36
7292,7292,2018-05-09,2018,Phillips 66,PSX,PSX,Petroleum Refining,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9354,False,False,True,https://www.sec.gov/Archives/edgar/data/1534701/000157104918000199/tv488480_phillips66-2018pxy.htm#tPRO3
7806,7806,2018-05-09,2018,Sears Holdings Corporation,SHLD,SHLD,Retail Department Stores,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.7855,False,False,True,https://www.sec.gov/Archives/edgar/data/1310067/000114036118015664/bp03975x1_proxy.htm#tITEM2
7807,7807,2018-05-09,2018,Sears Holdings Corporation,SHLD,SHLD,Retail Department Stores,Independent Board Chairman,,Corporate Governance,Chairman Independence,N/A - Undisclosed,0.0567,False,True,True,https://www.sec.gov/Archives/edgar/data/1310067/000114036118015664/bp03975x1_proxy.htm#tITEM4
7407,7407,2018-05-10,2018,"Arrow Electronics, Inc.",ARW,ARW,Wholesale Electronic Parts & Equip.,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.8896,False,False,True,https://www.sec.gov/Archives/edgar/data/7536/000155837018002431/def14a.htm#PROPOSAL3ADVISORYVOTEONEXECUTIVECOMPENSA
7326,7326,2018-05-10,2018,"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Trucking & Courier Services,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.8844,False,False,True,https://www.sec.gov/Archives/edgar/data/1043277/000119312518100809/d503539ddef14a.htm
7327,7327,2018-05-10,2018,"C.H. Robinson Worldwide, Inc.",CHRW,CHRW,Trucking & Courier Services,Adopt Greenhouse Gas Emissions Targets,,Social Policy,Environmental,Sisters of the Presentation of BVM,0.376,True,True,False,https://www.sec.gov/Archives/edgar/data/1043277/000119312518100809/d503539ddef14a.htm
7314,7314,2018-05-10,2018,Ford Motor Company,F,F,Motor Vehicles & Passenger Car Bodies,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9555,False,False,True,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm#Prop3
7315,7315,2018-05-10,2018,Ford Motor Company,F,F,Motor Vehicles & Passenger Car Bodies,Give Each Share an Equal Vote,,Voting Rules,Recapitalization (Stock Classes/Voting Rights),John Chevedden,0.3586,True,False,True,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm#dm75001_proposal_5._shareholder_proposal
7316,7316,2018-05-10,2018,Ford Motor Company,F,F,Motor Vehicles & Passenger Car Bodies,Report on Lobbying,,Social Policy,Lobbying,Unitarian Universalist Committee,0.1646,False,True,False,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm#dm75001_proposal_6._shareholder_proposal
7317,7317,2018-05-10,2018,Ford Motor Company,F,F,Motor Vehicles & Passenger Car Bodies,Report on GHG Emissions and CAFÉ Standards,,Social Policy,Environmental,As You Sow,0.1271,False,True,False,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm#do75001_proposal_7._shareholder_proposal
7318,7318,2018-05-10,2018,Ford Motor Company,F,F,Motor Vehicles & Passenger Car Bodies,Report on Political Spending,,Social Policy,Political Spending,James McRitchie,0.1712,False,True,False,https://www.sec.gov/Archives/edgar/data/37996/000104746918002333/a2234985zdef14a.htm#do75001_proposal_8._shareholder_proposal
7504,7504,2018-05-10,2018,The Mosaic Company,MOS,MOS,Agribusiness,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9479,False,False,True,https://www.sec.gov/Archives/edgar/data/1285785/000124378618000059/a2018proxystatement.htm#sF7086180D0639E913DC864944B934882
7288,7288,2018-05-10,2018,Nucor Corporation,NUE,NUE ,"Steel Works, Blast Furnances Rolling Mills",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9591,False,False,True,https://www.sec.gov/Archives/edgar/data/73309/000119312518093105/d703005ddef14a.htm#toc703005_21
7289,7289,2018-05-10,2018,Nucor Corporation,NUE,NUE ,"Steel Works, Blast Furnances Rolling Mills",Report on Lobbying,,Social Policy,Lobbying,Domini Impact Investments,0.356,True,True,False,https://www.sec.gov/Archives/edgar/data/73309/000119312518093105/d703005ddef14a.htm#toc703005_22
7335,7335,2018-05-10,2018,Union Pacific Corporation,UNP,UNP,"Railroads, Line-Haul Operating",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9471,False,False,True,https://www.sec.gov/Archives/edgar/data/100885/000114036118015459/bp04137x1_def14a.htm#tPROP3
7336,7336,2018-05-10,2018,Union Pacific Corporation,UNP,UNP,"Railroads, Line-Haul Operating",Independent Board Chairman,,Corporate Governance,Chairman Independence,John Chevedden,0.2556,False,True,True,https://www.sec.gov/Archives/edgar/data/100885/000114036118015459/bp04137x1_def14a.htm#tPROP4
7454,7454,2018-05-10,2018,"The Williams Companies, Inc.",WMB,WMB,Natural Gas Transmission & Distribution,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9746,False,False,True,https://www.sec.gov/Archives/edgar/data/107263/000119312518113608/d554235ddef14a.htm#toc554235_45
7384,7384,2018-05-11,2018,The Allstate Corporation,ALL,ALL,Financial Services,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9314,False,False,True,https://www.sec.gov/Archives/edgar/data/899051/000120677418000988/allstate3288151-def14a.htm#toc
7385,7385,2018-05-11,2018,The Allstate Corporation,ALL,ALL,Financial Services,Independent Board Chairman,,Corporate Governance,Chairman Independence,Kenneth Steiner,0.0,False,True,True,https://www.sec.gov/Archives/edgar/data/899051/000120677418000988/allstate3288151-def14a.htm#Proposal4
7386,7386,2018-05-11,2018,The Allstate Corporation,ALL,ALL,Financial Services,Report on Political Spending,,Social Policy,Political Spending,Int'l Brotherhood of Teamsters,0.4544,True,True,False,https://www.sec.gov/Archives/edgar/data/899051/000120677418000988/allstate3288151-def14a.htm#Proposal5
7296,7296,2018-05-11,2018,Colgate-Palmolive Company,CL,CL,"Perfumes, Cosmetics & Other Toilet Prep.",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9195,False,False,True,https://www.sec.gov/Archives/edgar/data/21665/000093041318001137/c90423_def14a.htm#x6_c90423a035
7297,7297,2018-05-11,2018,Colgate-Palmolive Company,CL,CL,"Perfumes, Cosmetics & Other Toilet Prep.",Special Meetings - Reduce Ownership Req. to 10%,,Corporate Governance,Special Meetings,John Chevedden,0.4746,True,False,True,https://www.sec.gov/Archives/edgar/data/21665/000093041318001137/c90423_def14a.htm#x6_c90423a036
7406,7406,2018-05-11,2018,NOV Inc.,NOV,NOV,Oil & Gas Filled Machinery & Equipment,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.963,False,False,True,https://www.sec.gov/Archives/edgar/data/1021860/000119312518103348/d530735ddef14a.htm#tx530735_7
7298,7298,2018-05-12,2018,HollyFrontier Corporation,HFC,HFC,Petroleum Refining,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9378,False,False,True,https://www.sec.gov/Archives/edgar/data/48039/000119312518091796/d550368ddef14a.htm#toc550368_6
7380,7380,2018-05-14,2018,"Marriott International, Inc.",MAR,MAR,Hotels & Motels,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9687,False,False,True,https://www.sec.gov/Archives/edgar/data/1048286/000119312518107480/d539777ddef14a.htm#toc539777_5
7381,7381,2018-05-14,2018,"Marriott International, Inc.",MAR,MAR,Hotels & Motels,Allow Holders of 15% of Outstanding Shares to Call Special Meeting,,Corporate Governance,Special Meetings,Myra K. Young,0.3438,True,False,True,https://www.sec.gov/Archives/edgar/data/1048286/000119312518107480/d539777ddef14a.htm#toc539777_7
7304,7304,2018-05-14,2018,"Waste Management, Inc.",WM,WM,Refuse Systems,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9726,False,False,True,https://www.sec.gov/Archives/edgar/data/823768/000104746918002180/a2234818zdef14a.htm#ei19001_advisory_vote_on_executive_compensation
7305,7305,2018-05-14,2018,"Waste Management, Inc.",WM,WM,Refuse Systems,No Accelerated Equity Pay in CIC,,Executive Compensation,Equity Comp Rules,Int'l Brotherhood of Teamsters,0.3795,True,False,False,https://www.sec.gov/Archives/edgar/data/823768/000104746918002180/a2234818zdef14a.htm#SP_1
7323,7323,2018-05-15,2018,ConocoPhillips,COP,COP,Petroleum Refining,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9241,False,False,True,https://www.sec.gov/Archives/edgar/data/1163165/000120677418001045/conoco3364391-def14a.htm#item3
7324,7324,2018-05-15,2018,ConocoPhillips,COP,COP,Petroleum Refining,Use GAAP Financial Metrics to Determine Exec Compensation,,Executive Compensation,Performance Metrics Requirements,AFL-CIO,0.0515,False,False,False,https://www.sec.gov/Archives/edgar/data/1163165/000120677418001045/conoco3364391-def14a.htm#item4
7376,7376,2018-05-15,2018,"Community Health Systems, Inc.",CYH,CYH,General Medical & Surgical Hospitals,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9588,False,False,True,https://www.sec.gov/Archives/edgar/data/1108109/000119312518108840/d499300ddef14a.htm#toc499300_11
7337,7337,2018-05-15,2018,FirstEnergy Corp.,FE,FE,Electric Services,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9583,False,False,True,https://www.sec.gov/Archives/edgar/data/1031296/000119312518102860/d497515ddef14a.htm#toc497515_16
7338,7338,2018-05-15,2018,FirstEnergy Corp.,FE,FE,Electric Services,Special Meetings - Reduce Required Ownership to 10%,,Corporate Governance,Special Meetings,John Chevedden,0.3854,True,False,True,https://www.sec.gov/Archives/edgar/data/1031296/000119312518102860/d497515ddef14a.htm#toc497515_16
7350,7350,2018-05-15,2018,JPMorgan Chase & Co.,JPM,JPM,National Commercial Banks,Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.9279,False,False,True,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm#sBB8CD168C6D05C97AB299F2C3DD52FA4
7351,7351,2018-05-15,2018,JPMorgan Chase & Co.,JPM,JPM,National Commercial Banks,Independent Board Chairman,,Corporate Governance,Chairman Independence,John Chevedden,0.3341,True,True,True,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm#sF7AD7D3247FB537C90AF41E69DF63CB8
7352,7352,2018-05-15,2018,JPMorgan Chase & Co.,JPM,JPM,National Commercial Banks,Government Service Golden Parachute,,Executive Compensation,Golden Parachutes,AFL-CIO,0.2904,False,False,False,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm#s7966C51B3A2B5F7BBC2D8FEA39F11A9C
7353,7353,2018-05-15,2018,JPMorgan Chase & Co.,JPM,JPM,National Commercial Banks,Report on How Investments in CNPC/PetroChina are Consistent with Corporate Values,,Social Policy,Human Rights,William Rosenfeld,0.0833,False,True,False,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm#s2C310866AC1155E4810BAC4F7AEA1E70
7354,7354,2018-05-15,2018,JPMorgan Chase & Co.,JPM,JPM,National Commercial Banks,Cumulative Voting,,Voting Rules,Cumulative Voting,William Steiner,0.0862,False,False,True,https://www.sec.gov/Archives/edgar/data/19617/000001961718000077/jpmc2018definitiveproxy.htm#s0b060f8e863d44b1a0da5221bc8eeaa5
7300,7300,2018-05-16,2018,"Avon Products, Inc.",AVP,AVP,"Perfumes, Cosmetics & Other Toilet Prep.",Advisory Vote Exec. Comp.,,Executive Compensation,Say on Pay,MANAGEMENT,0.854,False,False,True,https://www.sec.gov/Archives/edgar/data/8868/000119312518107312/d470163ddef14a.htm#toc470163_29
