Date,TLT
2007-01-03,48.796810150146484
2007-01-04,49.09270477294922
2007-01-05,48.87900924682617
2007-01-08,48.9666748046875
2007-01-09,48.9666748046875
2007-01-10,48.74753189086914
2007-01-11,48.462608337402344
2007-01-12,48.23796463012695
2007-01-16,48.34206771850586
2007-01-17,48.19412612915039
2007-01-18,48.34206771850586
2007-01-19,48.2105712890625
2007-01-22,48.32563400268555
2007-01-23,48.00783920288086
2007-01-24,48.00232696533203
2007-01-25,47.65718460083008
2007-01-26,47.618831634521484
2007-01-29,47.51470947265625
2007-01-30,47.56947708129883
2007-01-31,47.96946716308594
2007-02-01,47.911685943603516
2007-02-02,47.972198486328125
2007-02-05,48.03830337524414
2007-02-06,48.30235290527344
2007-02-07,48.4453239440918
2007-02-08,48.48387145996094
2007-02-09,48.20880126953125
2007-02-12,48.098751068115234
2007-02-13,47.9942626953125
2007-02-14,48.45085144042969
2007-02-15,48.59385681152344
2007-02-16,48.76441192626953
2007-02-20,48.87446212768555
2007-02-21,48.791961669921875
2007-02-22,48.527862548828125
2007-02-23,48.87446212768555
2007-02-26,49.19905471801758
2007-02-27,49.820701599121094
2007-02-28,49.59512710571289
2007-03-01,49.56365203857422
2007-03-02,49.81217575073242
2007-03-05,49.89501953125
2007-03-06,49.745887756347656
2007-03-07,49.93918991088867
2007-03-08,49.89501953125
2007-03-09,49.3703727722168
2007-03-12,49.56365203857422
2007-03-13,49.86186981201172
2007-03-14,49.63543701171875
2007-03-15,49.62992477416992
2007-03-16,49.61888122558594
2007-03-19,49.51396560668945
2007-03-20,49.54157638549805
2007-03-21,49.56365203857422
2007-03-22,49.171627044677734
2007-03-23,49.03351593017578
2007-03-26,49.094234466552734
2007-03-27,49.01144027709961
2007-03-28,48.91202163696289
2007-03-29,48.84576416015625
2007-03-30,48.751895904541016
2007-04-02,48.832786560058594
2007-04-03,48.77183532714844
2007-04-04,48.82170104980469
2007-04-05,48.63881301879883
2007-04-09,48.31727600097656
2007-04-10,48.46144485473633
2007-04-11,48.428157806396484
2007-04-12,48.43928146362305
2007-04-13,48.28962326049805
2007-04-16,48.55562973022461
2007-04-17,48.82721710205078
2007-04-18,49.071144104003906
2007-04-19,48.98799133300781
2007-04-20,48.86050033569336
2007-04-23,49.03787612915039
2007-04-24,49.22079086303711
2007-04-25,49.049007415771484
2007-04-26,48.694244384765625
2007-04-27,48.68314743041992
2007-04-30,49.19309997558594
2007-05-01,49.228721618652344
2007-05-02,49.20084762573242
2007-05-03,49.08961486816406
2007-05-04,49.28985595703125
2007-05-07,49.423404693603516
2007-05-08,49.31212615966797
2007-05-09,49.117374420166016
2007-05-10,49.234275817871094
2007-05-11,49.06179428100586
2007-05-14,48.9338264465332
2007-05-15,48.91716003417969
2007-05-16,48.8837890625
2007-05-17,48.68348693847656
2007-05-18,48.36082077026367
2007-05-21,48.505496978759766
2007-05-22,48.255126953125
2007-05-23,48.11607360839844
2007-05-24,48.16057205200195
2007-05-25,48.04929733276367
2007-05-29,48.043724060058594
2007-05-30,48.14388656616211
2007-05-31,48.054847717285156
2007-06-01,47.80241775512695
2007-06-04,48.02022171020508
2007-06-05,47.718650817871094
2007-06-06,47.69633483886719
2007-06-07,46.8418083190918
2007-06-08,46.80268478393555
2007-06-11,46.66864776611328
2007-06-12,45.99287033081055
2007-06-13,46.540199279785156
2007-06-14,46.422882080078125
2007-06-15,46.74126434326172
2007-06-18,46.64628982543945
2007-06-19,47.08192443847656
2007-06-20,46.7021484375
2007-06-21,46.4787712097168
2007-06-22,46.780364990234375
2007-06-25,47.037227630615234
2007-06-26,47.048439025878906
2007-06-27,47.09314727783203
2007-06-28,47.08192443847656
2007-06-29,47.56785583496094
2007-07-02,47.81788635253906
2007-07-03,47.526344299316406
2007-07-05,46.99374771118164
2007-07-06,46.80312728881836
2007-07-09,46.97129440307617
2007-07-10,47.767417907714844
2007-07-11,47.274085998535156
2007-07-12,47.11149215698242
2007-07-13,47.24044418334961
2007-07-16,47.6945686340332
2007-07-17,47.59361267089844
2007-07-18,47.77305221557617
2007-07-19,47.761837005615234
2007-07-20,48.19349670410156
2007-07-23,48.11504364013672
2007-07-24,48.29443359375
2007-07-25,48.389747619628906
2007-07-26,48.79341506958008
2007-07-27,48.93356704711914
2007-07-30,48.79341506958008
2007-07-31,49.14664840698242
2007-08-01,49.04026412963867
2007-08-02,49.16407012939453
2007-08-03,49.49053955078125
2007-08-06,49.13029098510742
2007-08-07,49.09089279174805
2007-08-08,48.49427795410156
2007-08-09,48.56184005737305
2007-08-10,48.449283599853516
2007-08-13,48.5899772644043
2007-08-14,48.71943664550781
2007-08-15,48.54495620727539
2007-08-16,49.0458869934082
2007-08-17,48.848915100097656
2007-08-20,48.8770751953125
2007-08-21,49.11341094970703
2007-08-22,49.03463363647461
2007-08-23,49.20348358154297
2007-08-24,49.44549560546875
2007-08-27,49.70437240600586
2007-08-28,49.78883743286133
2007-08-29,49.653751373291016
2007-08-30,49.98581314086914
2007-08-31,50.02522659301758
2007-09-04,50.04899597167969
2007-09-05,50.4501953125
2007-09-06,50.32022476196289
2007-09-07,51.03232192993164
2007-09-10,51.42789840698242
2007-09-11,51.38834762573242
2007-09-12,51.19621658325195
2007-09-13,50.73843002319336
2007-09-14,50.81190490722656
2007-09-17,51.054927825927734
2007-09-18,50.6706428527832
2007-09-19,50.2015495300293
2007-09-20,49.25212860107422
2007-09-21,49.670318603515625
