DATE,VALUE,RELEASE_DATE
2010-01-08,-0.094,2010-01-13
2010-01-15,-0.088,2010-01-20
2010-01-22,-0.058,2010-01-27
2010-01-29,-0.029,2010-02-03
2010-02-05,-0.013,2010-02-10
2010-02-12,-0.022,2010-02-17
2010-02-19,-0.058,2010-02-24
2010-02-26,-0.107,2010-03-03
2010-03-05,-0.161,2010-03-10
2010-03-12,-0.212,2010-03-17
2010-03-19,-0.259,2010-03-24
2010-03-26,-0.306,2010-03-31
2010-04-02,-0.352,2010-04-07
2010-04-09,-0.386,2010-04-14
2010-04-16,-0.392,2010-04-21
2010-04-23,-0.359,2010-04-28
2010-04-30,-0.28,2010-05-05
2010-05-07,-0.168,2010-05-12
2010-05-14,-0.057,2010-05-19
2010-05-21,0.04,2010-05-26
2010-05-28,0.099,2010-06-02
2010-06-04,0.117,2010-06-09
2010-06-11,0.112,2010-06-16
2010-06-18,0.083,2010-06-23
2010-06-25,0.046,2010-06-30
2010-07-02,0.005,2010-07-07
2010-07-09,-0.05,2010-07-14
2010-07-16,-0.11,2010-07-21
2010-07-23,-0.163,2010-07-28
2010-07-30,-0.2,2010-08-04
2010-08-06,-0.213,2010-08-11
2010-08-13,-0.203,2010-08-18
2010-08-20,-0.186,2010-08-25
2010-08-27,-0.176,2010-09-01
2010-09-03,-0.183,2010-09-08
2010-09-10,-0.209,2010-09-15
2010-09-17,-0.242,2010-09-22
2010-09-24,-0.271,2010-09-29
2010-10-01,-0.294,2010-10-06
2010-10-08,-0.311,2010-10-13
2010-10-15,-0.329,2010-10-20
2010-10-22,-0.35,2010-10-27
2010-10-29,-0.372,2010-11-03
2010-11-05,-0.386,2010-11-10
2010-11-12,-0.388,2010-11-17
2010-11-19,-0.384,2010-11-24
2010-11-26,-0.38,2010-12-01
2010-12-03,-0.388,2010-12-08
2010-12-10,-0.414,2010-12-15
2010-12-17,-0.451,2010-12-22
2010-12-24,-0.489,2010-12-29
2010-12-31,-0.521,2011-01-05
2011-01-07,-0.54,2011-01-12
2011-01-14,-0.554,2011-01-19
2011-01-21,-0.571,2011-01-26
2011-01-28,-0.593,2011-02-02
2011-02-04,-0.615,2011-02-09
2011-02-11,-0.628,2011-02-16
2011-02-18,-0.616,2011-02-23
2011-02-25,-0.58,2011-03-02
2011-03-04,-0.535,2011-03-09
2011-03-11,-0.495,2011-03-16
2011-03-18,-0.475,2011-03-23
2011-03-25,-0.486,2011-03-30
2011-04-01,-0.513,2011-04-06
2011-04-08,-0.543,2011-04-13
2011-04-15,-0.563,2011-04-20
2011-04-22,-0.567,2011-04-27
2011-04-29,-0.566,2011-05-04
2011-05-06,-0.568,2011-05-11
2011-05-13,-0.575,2011-05-18
2011-05-20,-0.585,2011-05-25
2011-05-27,-0.588,2011-06-01
2011-06-03,-0.578,2011-06-08
2011-06-10,-0.553,2011-06-15
2011-06-17,-0.531,2011-06-22
2011-06-24,-0.522,2011-06-29
2011-07-01,-0.533,2011-07-06
2011-07-08,-0.551,2011-07-13
2011-07-15,-0.551,2011-07-20
2011-07-22,-0.517,2011-07-27
2011-07-29,-0.441,2011-08-03
2011-08-05,-0.333,2011-08-10
2011-08-12,-0.22,2011-08-17
2011-08-19,-0.135,2011-08-24
2011-08-26,-0.074,2011-08-31
2011-09-02,-0.04,2011-09-07
2011-09-09,-0.011,2011-09-14
2011-09-16,0.016,2011-09-21
2011-09-23,0.042,2011-09-28
2011-09-30,0.047,2011-10-05
2011-10-07,0.023,2011-10-12
2011-10-14,-0.031,2011-10-19
2011-10-21,-0.088,2011-10-26
2011-10-28,-0.128,2011-11-02
2011-11-04,-0.131,2011-11-09
2011-11-11,-0.104,2011-11-16
2011-11-18,-0.062,2011-11-23
2011-11-25,-0.027,2011-11-30
2011-12-02,-0.023,2011-12-07
2011-12-09,-0.038,2011-12-14
2011-12-16,-0.063,2011-12-21
2011-12-23,-0.093,2011-12-28
2011-12-30,-0.125,2012-01-04
2012-01-06,-0.163,2012-01-11
2012-01-13,-0.215,2012-01-18
2012-01-20,-0.278,2012-01-25
2012-01-27,-0.34,2012-02-01
2012-02-03,-0.383,2012-02-08
2012-02-10,-0.405,2012-02-15
2012-02-17,-0.408,2012-02-22
2012-02-24,-0.407,2012-02-29
2012-03-02,-0.416,2012-03-07
2012-03-09,-0.433,2012-03-14
2012-03-16,-0.455,2012-03-21
2012-03-23,-0.468,2012-03-28
2012-03-30,-0.461,2012-04-04
2012-04-06,-0.439,2012-04-11
2012-04-13,-0.41,2012-04-18
2012-04-20,-0.385,2012-04-25
2012-04-27,-0.362,2012-05-02
2012-05-04,-0.337,2012-05-09
2012-05-11,-0.3,2012-05-16
2012-05-18,-0.25,2012-05-23
2012-05-25,-0.201,2012-05-30
2012-06-01,-0.163,2012-06-06
2012-06-08,-0.15,2012-06-13
2012-06-15,-0.167,2012-06-20
2012-06-22,-0.205,2012-06-27
2012-06-29,-0.246,2012-07-04
2012-07-06,-0.283,2012-07-11
2012-07-13,-0.305,2012-07-18
2012-07-20,-0.322,2012-07-25
2012-07-27,-0.336,2012-08-01
2012-08-03,-0.357,2012-08-08
2012-08-10,-0.383,2012-08-15
2012-08-17,-0.412,2012-08-22
2012-08-24,-0.438,2012-08-29
2012-08-31,-0.46,2012-09-05
2012-09-07,-0.481,2012-09-12
2012-09-14,-0.505,2012-09-19
2012-09-21,-0.532,2012-09-26
2012-09-28,-0.559,2012-10-03
2012-10-05,-0.584,2012-10-10
2012-10-12,-0.598,2012-10-17
2012-10-19,-0.603,2012-10-24
2012-10-26,-0.595,2012-10-31
2012-11-02,-0.586,2012-11-07
2012-11-09,-0.579,2012-11-14
2012-11-16,-0.577,2012-11-21
2012-11-23,-0.584,2012-11-28
2012-11-30,-0.592,2012-12-05
2012-12-07,-0.6,2012-12-12
2012-12-14,-0.608,2012-12-19
2012-12-21,-0.616,2012-12-26
2012-12-28,-0.624,2013-01-02
2013-01-04,-0.639,2013-01-09
2013-01-11,-0.652,2013-01-16
2013-01-18,-0.661,2013-01-23
2013-01-25,-0.665,2013-01-30
2013-02-01,-0.662,2013-02-06
2013-02-08,-0.658,2013-02-13
2013-02-15,-0.66,2013-02-20
2013-02-22,-0.67,2013-02-27
2013-03-01,-0.685,2013-03-06
2013-03-08,-0.707,2013-03-13
2013-03-15,-0.726,2013-03-20
2013-03-22,-0.739,2013-03-27
2013-03-29,-0.748,2013-04-03
2013-04-05,-0.756,2013-04-10
2013-04-12,-0.767,2013-04-17
2013-04-19,-0.78,2013-04-24
2013-04-26,-0.798,2013-05-01
2013-05-03,-0.814,2013-05-08
2013-05-10,-0.825,2013-05-15
2013-05-17,-0.823,2013-05-22
2013-05-24,-0.806,2013-05-29
2013-05-31,-0.776,2013-06-05
2013-06-07,-0.737,2013-06-12
2013-06-14,-0.698,2013-06-19
2013-06-21,-0.669,2013-06-26
2013-06-28,-0.658,2013-07-03
2013-07-05,-0.665,2013-07-10
2013-07-12,-0.687,2013-07-17
2013-07-19,-0.716,2013-07-24
2013-07-26,-0.742,2013-07-31
2013-08-02,-0.756,2013-08-07
2013-08-09,-0.759,2013-08-14
2013-08-16,-0.753,2013-08-21
2013-08-23,-0.744,2013-08-28
2013-08-30,-0.739,2013-09-04
2013-09-06,-0.74,2013-09-11
2013-09-13,-0.746,2013-09-18
2013-09-20,-0.754,2013-09-25
2013-09-27,-0.76,2013-10-02
2013-10-04,-0.764,2013-10-09
2013-10-11,-0.772,2013-10-16
2013-10-18,-0.786,2013-10-23
2013-10-25,-0.804,2013-10-30
2013-11-01,-0.824,2013-11-06
2013-11-08,-0.843,2013-11-13
2013-11-15,-0.856,2013-11-20
2013-11-22,-0.864,2013-11-27
2013-11-29,-0.869,2013-12-04
2013-12-06,-0.876,2013-12-11
2013-12-13,-0.886,2013-12-18
2013-12-20,-0.9,2013-12-25
2013-12-27,-0.912,2014-01-01
2014-01-03,-0.915,2014-01-08
2014-01-10,-0.909,2014-01-15
2014-01-17,-0.896,2014-01-22
2014-01-24,-0.881,2014-01-29
2014-01-31,-0.873,2014-02-05
2014-02-07,-0.875,2014-02-12
2014-02-14,-0.883,2014-02-19
2014-02-21,-0.891,2014-02-26
2014-02-28,-0.893,2014-03-05
2014-03-07,-0.883,2014-03-12
2014-03-14,-0.866,2014-03-19
2014-03-21,-0.849,2014-03-26
2014-03-28,-0.833,2014-04-02
2014-04-04,-0.825,2014-04-09
2014-04-11,-0.819,2014-04-16
2014-04-18,-0.812,2014-04-23
2014-04-25,-0.804,2014-04-30
2014-05-02,-0.795,2014-05-07
2014-05-09,-0.788,2014-05-14
2014-05-16,-0.788,2014-05-21
2014-05-23,-0.797,2014-05-28
2014-05-30,-0.811,2014-06-04
2014-06-06,-0.823,2014-06-11
2014-06-13,-0.831,2014-06-18
2014-06-20,-0.829,2014-06-25
2014-06-27,-0.821,2014-07-02
2014-07-04,-0.807,2014-07-09
2014-07-11,-0.792,2014-07-16
2014-07-18,-0.779,2014-07-23
2014-07-25,-0.768,2014-07-30
2014-08-01,-0.761,2014-08-06
2014-08-08,-0.762,2014-08-13
2014-08-15,-0.769,2014-08-20
2014-08-22,-0.779,2014-08-27
2014-08-29,-0.789,2014-09-03
2014-09-05,-0.796,2014-09-10
2014-09-12,-0.793,2014-09-17
2014-09-19,-0.78,2014-09-24
2014-09-26,-0.76,2014-10-01
2014-10-03,-0.739,2014-10-08
2014-10-10,-0.725,2014-10-15
2014-10-17,-0.719,2014-10-22
2014-10-24,-0.726,2014-10-29
2014-10-31,-0.74,2014-11-05
2014-11-07,-0.756,2014-11-12
2014-11-14,-0.766,2014-11-19
2014-11-21,-0.763,2014-11-26
2014-11-28,-0.751,2014-12-03
2014-12-05,-0.731,2014-12-10
2014-12-12,-0.706,2014-12-17
2014-12-19,-0.682,2014-12-24
2014-12-26,-0.663,2014-12-31
2015-01-02,-0.646,2015-01-07
2015-01-09,-0.629,2015-01-14
2015-01-16,-0.612,2015-01-21
2015-01-23,-0.599,2015-01-28
2015-01-30,-0.591,2015-02-04
2015-02-06,-0.591,2015-02-11
2015-02-13,-0.599,2015-02-18
2015-02-20,-0.61,2015-02-25
2015-02-27,-0.62,2015-03-04
2015-03-06,-0.623,2015-03-11
2015-03-13,-0.621,2015-03-18
2015-03-20,-0.618,2015-03-25
2015-03-27,-0.617,2015-04-01
2015-04-03,-0.619,2015-04-08
2015-04-10,-0.623,2015-04-15
2015-04-17,-0.624,2015-04-22
2015-04-24,-0.621,2015-04-29
2015-05-01,-0.612,2015-05-06
2015-05-08,-0.601,2015-05-13
2015-05-15,-0.594,2015-05-20
2015-05-22,-0.593,2015-05-27
2015-05-29,-0.594,2015-06-03
2015-06-05,-0.594,2015-06-10
2015-06-12,-0.589,2015-06-17
2015-06-19,-0.577,2015-06-24
2015-06-26,-0.563,2015-07-01
2015-07-03,-0.546,2015-07-08
2015-07-10,-0.536,2015-07-15
2015-07-17,-0.532,2015-07-22
2015-07-24,-0.525,2015-07-29
2015-07-31,-0.511,2015-08-05
2015-08-07,-0.488,2015-08-12
2015-08-14,-0.459,2015-08-19
2015-08-21,-0.426,2015-08-26
2015-08-28,-0.399,2015-09-02
2015-09-04,-0.384,2015-09-09
2015-09-11,-0.38,2015-09-16
2015-09-18,-0.383,2015-09-23
2015-09-25,-0.392,2015-09-30
2015-10-02,-0.402,2015-10-07
2015-10-09,-0.418,2015-10-14
2015-10-16,-0.433,2015-10-21
2015-10-23,-0.447,2015-10-28
2015-10-30,-0.462,2015-11-04
2015-11-06,-0.471,2015-11-11
2015-11-13,-0.471,2015-11-18
2015-11-20,-0.461,2015-11-25
2015-11-27,-0.442,2015-12-02
2015-12-04,-0.413,2015-12-09
2015-12-11,-0.379,2015-12-16
2015-12-18,-0.348,2015-12-23
2015-12-25,-0.322,2015-12-30
2016-01-01,-0.305,2016-01-06
2016-01-08,-0.293,2016-01-13
2016-01-15,-0.281,2016-01-20
2016-01-22,-0.267,2016-01-27
2016-01-29,-0.253,2016-02-03
2016-02-05,-0.237,2016-02-10
2016-02-12,-0.226,2016-02-17
2016-02-19,-0.231,2016-02-24
2016-02-26,-0.246,2016-03-02
2016-03-04,-0.266,2016-03-09
2016-03-11,-0.286,2016-03-16
2016-03-18,-0.299,2016-03-23
2016-03-25,-0.3,2016-03-30
2016-04-01,-0.293,2016-04-06
2016-04-08,-0.281,2016-04-13
2016-04-15,-0.272,2016-04-20
2016-04-22,-0.266,2016-04-27
2016-04-29,-0.263,2016-05-04
2016-05-06,-0.261,2016-05-11
2016-05-13,-0.26,2016-05-18
2016-05-20,-0.256,2016-05-25
2016-05-27,-0.25,2016-06-01
2016-06-03,-0.242,2016-06-08
2016-06-10,-0.234,2016-06-15
2016-06-17,-0.224,2016-06-22
2016-06-24,-0.219,2016-06-29
2016-07-01,-0.217,2016-07-06
2016-07-08,-0.222,2016-07-13
2016-07-15,-0.233,2016-07-20
2016-07-22,-0.244,2016-07-27
2016-07-29,-0.255,2016-08-03
2016-08-05,-0.261,2016-08-10
2016-08-12,-0.26,2016-08-17
2016-08-19,-0.252,2016-08-24
2016-08-26,-0.239,2016-08-31
2016-09-02,-0.224,2016-09-07
2016-09-09,-0.213,2016-09-14
2016-09-16,-0.208,2016-09-21
2016-09-23,-0.209,2016-09-28
2016-09-30,-0.218,2016-10-05
2016-10-07,-0.233,2016-10-12
2016-10-14,-0.25,2016-10-19
2016-10-21,-0.27,2016-10-26
2016-10-28,-0.295,2016-11-02
2016-11-04,-0.322,2016-11-09
2016-11-11,-0.351,2016-11-16
2016-11-18,-0.376,2016-11-23
2016-11-25,-0.395,2016-11-30
2016-12-02,-0.405,2016-12-07
2016-12-09,-0.408,2016-12-14
2016-12-16,-0.405,2016-12-21
2016-12-23,-0.399,2016-12-28
2016-12-30,-0.395,2017-01-04
2017-01-06,-0.39,2017-01-11
2017-01-13,-0.386,2017-01-18
2017-01-20,-0.382,2017-01-25
2017-01-27,-0.38,2017-02-01
2017-02-03,-0.379,2017-02-08
2017-02-10,-0.382,2017-02-15
2017-02-17,-0.386,2017-02-22
2017-02-24,-0.389,2017-03-01
2017-03-03,-0.394,2017-03-08
2017-03-10,-0.396,2017-03-15
2017-03-17,-0.397,2017-03-22
2017-03-24,-0.398,2017-03-29
2017-03-31,-0.403,2017-04-05
2017-04-07,-0.409,2017-04-12
2017-04-14,-0.418,2017-04-19
2017-04-21,-0.426,2017-04-26
2017-04-28,-0.436,2017-05-03
2017-05-05,-0.447,2017-05-10
2017-05-12,-0.458,2017-05-17
2017-05-19,-0.47,2017-05-24
2017-05-26,-0.484,2017-05-31
2017-06-02,-0.493,2017-06-07
2017-06-09,-0.498,2017-06-14
2017-06-16,-0.501,2017-06-21
2017-06-23,-0.503,2017-06-28
2017-06-30,-0.51,2017-07-05
2017-07-07,-0.521,2017-07-12
2017-07-14,-0.534,2017-07-19
2017-07-21,-0.544,2017-07-26
2017-07-28,-0.544,2017-08-02
2017-08-04,-0.532,2017-08-09
2017-08-11,-0.513,2017-08-16
2017-08-18,-0.492,2017-08-23
2017-08-25,-0.477,2017-08-30
2017-09-01,-0.47,2017-09-06
2017-09-08,-0.471,2017-09-13
2017-09-15,-0.479,2017-09-20
2017-09-22,-0.49,2017-09-27
2017-09-29,-0.502,2017-10-04
2017-10-06,-0.517,2017-10-11
2017-10-13,-0.534,2017-10-18
2017-10-20,-0.553,2017-10-25
2017-10-27,-0.571,2017-11-01
2017-11-03,-0.588,2017-11-08
2017-11-10,-0.601,2017-11-15
2017-11-17,-0.608,2017-11-22
2017-11-24,-0.611,2017-11-29
2017-12-01,-0.612,2017-12-06
2017-12-08,-0.612,2017-12-13
2017-12-15,-0.615,2017-12-20
2017-12-22,-0.621,2017-12-27
2017-12-29,-0.629,2018-01-03
2018-01-05,-0.636,2018-01-10
2018-01-12,-0.635,2018-01-17
2018-01-19,-0.626,2018-01-24
2018-01-26,-0.609,2018-01-31
2018-02-02,-0.585,2018-02-07
2018-02-09,-0.559,2018-02-14
2018-02-16,-0.54,2018-02-21
2018-02-23,-0.523,2018-02-28
2018-03-02,-0.507,2018-03-07
2018-03-09,-0.49,2018-03-14
2018-03-16,-0.472,2018-03-21
2018-03-23,-0.454,2018-03-28
2018-03-30,-0.443,2018-04-04
2018-04-06,-0.441,2018-04-11
2018-04-13,-0.452,2018-04-18
2018-04-20,-0.472,2018-04-25
2018-04-27,-0.493,2018-05-02
2018-05-04,-0.511,2018-05-09
2018-05-11,-0.522,2018-05-16
2018-05-18,-0.527,2018-05-23
2018-05-25,-0.526,2018-05-30
2018-06-01,-0.52,2018-06-06
2018-06-08,-0.515,2018-06-13
2018-06-15,-0.508,2018-06-20
2018-06-22,-0.502,2018-06-27
2018-06-29,-0.499,2018-07-04
2018-07-06,-0.503,2018-07-11
2018-07-13,-0.514,2018-07-18
2018-07-20,-0.531,2018-07-25
2018-07-27,-0.552,2018-08-01
2018-08-03,-0.572,2018-08-08
2018-08-10,-0.587,2018-08-15
2018-08-17,-0.595,2018-08-22
2018-08-24,-0.599,2018-08-29
2018-08-31,-0.603,2018-09-05
2018-09-07,-0.609,2018-09-12
2018-09-14,-0.617,2018-09-19
2018-09-21,-0.623,2018-09-26
2018-09-28,-0.624,2018-10-03
2018-10-05,-0.618,2018-10-10
2018-10-12,-0.605,2018-10-17
2018-10-19,-0.591,2018-10-24
2018-10-26,-0.578,2018-10-31
2018-11-02,-0.569,2018-11-07
2018-11-09,-0.562,2018-11-14
2018-11-16,-0.547,2018-11-21
2018-11-23,-0.522,2018-11-28
2018-11-30,-0.491,2018-12-05
2018-12-07,-0.457,2018-12-12
2018-12-14,-0.432,2018-12-19
2018-12-21,-0.421,2018-12-26
2018-12-28,-0.426,2019-01-02
2019-01-04,-0.444,2019-01-09
2019-01-11,-0.466,2019-01-16
2019-01-18,-0.487,2019-01-23
2019-01-25,-0.506,2019-01-30
2019-02-01,-0.524,2019-02-06
2019-02-08,-0.542,2019-02-13
2019-02-15,-0.562,2019-02-20
2019-02-22,-0.58,2019-02-27
2019-03-01,-0.593,2019-03-06
2019-03-08,-0.597,2019-03-13
2019-03-15,-0.595,2019-03-20
2019-03-22,-0.592,2019-03-27
2019-03-29,-0.592,2019-04-03
2019-04-05,-0.598,2019-04-10
2019-04-12,-0.608,2019-04-17
2019-04-19,-0.618,2019-04-24
2019-04-26,-0.621,2019-05-01
2019-05-03,-0.619,2019-05-08
2019-05-10,-0.61,2019-05-15
2019-05-17,-0.6,2019-05-22
2019-05-24,-0.593,2019-05-29
2019-05-31,-0.588,2019-06-05
2019-06-07,-0.586,2019-06-12
2019-06-14,-0.585,2019-06-19
2019-06-21,-0.583,2019-06-26
2019-06-28,-0.582,2019-07-03
2019-07-05,-0.585,2019-07-10
2019-07-12,-0.589,2019-07-17
2019-07-19,-0.591,2019-07-24
2019-07-26,-0.59,2019-07-31
2019-08-02,-0.58,2019-08-07
2019-08-09,-0.565,2019-08-14
2019-08-16,-0.547,2019-08-21
2019-08-23,-0.538,2019-08-28
2019-08-30,-0.537,2019-09-04
2019-09-06,-0.548,2019-09-11
2019-09-13,-0.56,2019-09-18
2019-09-20,-0.568,2019-09-25
2019-09-27,-0.567,2019-10-02
2019-10-04,-0.56,2019-10-09
2019-10-11,-0.554,2019-10-16
2019-10-18,-0.558,2019-10-23
2019-10-25,-0.576,2019-10-30
2019-11-01,-0.6,2019-11-06
2019-11-08,-0.62,2019-11-13
2019-11-15,-0.626,2019-11-20
2019-11-22,-0.613,2019-11-27
2019-11-29,-0.586,2019-12-04
2019-12-06,-0.558,2019-12-11
2019-12-13,-0.543,2019-12-18
2019-12-20,-0.544,2019-12-25
2019-12-27,-0.556,2020-01-01
2020-01-03,-0.569,2020-01-08
2020-01-10,-0.576,2020-01-15
2020-01-17,-0.58,2020-01-22
2020-01-24,-0.588,2020-01-29
2020-01-31,-0.604,2020-02-05
2020-02-07,-0.622,2020-02-12
2020-02-14,-0.615,2020-02-19
2020-02-21,-0.545,2020-02-26
2020-02-28,-0.391,2020-03-04
2020-03-06,-0.172,2020-03-11
2020-03-13,0.08,2020-03-18
2020-03-20,0.306,2020-03-25
2020-03-27,0.443,2020-04-01
2020-04-03,0.483,2020-04-08
2020-04-10,0.435,2020-04-15
2020-04-17,0.337,2020-04-22
2020-04-24,0.23,2020-04-29
2020-05-01,0.123,2020-05-06
2020-05-08,0.018,2020-05-13
2020-05-15,-0.087,2020-05-20
2020-05-22,-0.202,2020-05-27
2020-05-29,-0.315,2020-06-03
2020-06-05,-0.407,2020-06-10
2020-06-12,-0.459,2020-06-17
2020-06-19,-0.477,2020-06-24
2020-06-26,-0.474,2020-07-01
2020-07-03,-0.471,2020-07-08
2020-07-10,-0.483,2020-07-15
2020-07-17,-0.507,2020-07-22
2020-07-24,-0.537,2020-07-29
2020-07-31,-0.557,2020-08-05
2020-08-07,-0.562,2020-08-12
2020-08-14,-0.563,2020-08-19
2020-08-21,-0.572,2020-08-26
2020-08-28,-0.597,2020-09-02
2020-09-04,-0.635,2020-09-09
2020-09-11,-0.668,2020-09-16
2020-09-18,-0.683,2020-09-23
2020-09-25,-0.669,2020-09-30
2020-10-02,-0.631,2020-10-07
2020-10-09,-0.58,2020-10-14
2020-10-16,-0.538,2020-10-21
2020-10-23,-0.513,2020-10-28
2020-10-30,-0.504,2020-11-04
2020-11-06,-0.505,2020-11-11
2020-11-13,-0.509,2020-11-18
2020-11-20,-0.507,2020-11-25
2020-11-27,-0.501,2020-12-02
2020-12-04,-0.495,2020-12-09
2020-12-11,-0.495,2020-12-16
2020-12-18,-0.499,2020-12-23
2020-12-25,-0.504,2020-12-30
2021-01-01,-0.507,2021-01-06
2021-01-08,-0.506,2021-01-13
2021-01-15,-0.505,2021-01-20
2021-01-22,-0.507,2021-01-27
2021-01-29,-0.514,2021-02-03
2021-02-05,-0.532,2021-02-10
2021-02-12,-0.548,2021-02-17
2021-02-19,-0.561,2021-02-24
2021-02-26,-0.566,2021-03-03
2021-03-05,-0.565,2021-03-10
2021-03-12,-0.561,2021-03-17
2021-03-19,-0.558,2021-03-24
2021-03-26,-0.56,2021-03-31
2021-04-02,-0.565,2021-04-07
2021-04-09,-0.569,2021-04-14
2021-04-16,-0.569,2021-04-21
2021-04-23,-0.564,2021-04-28
2021-04-30,-0.558,2021-05-05
2021-05-07,-0.555,2021-05-12
2021-05-14,-0.555,2021-05-19
2021-05-21,-0.562,2021-05-26
2021-05-28,-0.572,2021-06-02
2021-06-04,-0.582,2021-06-09
2021-06-11,-0.587,2021-06-16
2021-06-18,-0.589,2021-06-23
2021-06-25,-0.591,2021-06-30
2021-07-02,-0.593,2021-07-07
2021-07-09,-0.598,2021-07-14
2021-07-16,-0.603,2021-07-21
2021-07-23,-0.605,2021-07-28
2021-07-30,-0.603,2021-08-04
2021-08-06,-0.6,2021-08-11
2021-08-13,-0.601,2021-08-18
2021-08-20,-0.608,2021-08-25
2021-08-27,-0.625,2021-09-01
2021-09-03,-0.646,2021-09-08
2021-09-10,-0.664,2021-09-15
2021-09-17,-0.674,2021-09-22
2021-09-24,-0.673,2021-09-29
2021-10-01,-0.666,2021-10-06
2021-10-08,-0.657,2021-10-13
2021-10-15,-0.649,2021-10-20
2021-10-22,-0.642,2021-10-27
2021-10-29,-0.631,2021-11-03
2021-11-05,-0.611,2021-11-10
2021-11-12,-0.582,2021-11-17
2021-11-19,-0.549,2021-11-24
2021-11-26,-0.519,2021-12-01
2021-12-03,-0.503,2021-12-08
2021-12-10,-0.505,2021-12-15
2021-12-17,-0.52,2021-12-22
2021-12-24,-0.538,2021-12-29
2021-12-31,-0.55,2022-01-05
2022-01-07,-0.553,2022-01-12
2022-01-14,-0.546,2022-01-19
2022-01-21,-0.535,2022-01-26
2022-01-28,-0.522,2022-02-02
2022-02-04,-0.506,2022-02-09
2022-02-11,-0.477,2022-02-16
2022-02-18,-0.431,2022-02-23
2022-02-25,-0.373,2022-03-02
2022-03-04,-0.311,2022-03-09
2022-03-11,-0.266,2022-03-16
2022-03-18,-0.25,2022-03-23
2022-03-25,-0.259,2022-03-30
2022-04-01,-0.281,2022-04-06
2022-04-08,-0.295,2022-04-13
2022-04-15,-0.286,2022-04-20
2022-04-22,-0.255,2022-04-27
2022-04-29,-0.211,2022-05-04
2022-05-06,-0.173,2022-05-11
2022-05-13,-0.152,2022-05-18
2022-05-20,-0.146,2022-05-25
2022-05-27,-0.139,2022-06-01
2022-06-03,-0.121,2022-06-08
2022-06-10,-0.088,2022-06-15
2022-06-17,-0.049,2022-06-22
2022-06-24,-0.023,2022-06-29
2022-07-01,-0.028,2022-07-06
2022-07-08,-0.064,2022-07-13
2022-07-15,-0.121,2022-07-20
2022-07-22,-0.179,2022-07-27
2022-07-29,-0.22,2022-08-03
2022-08-05,-0.24,2022-08-10
2022-08-12,-0.243,2022-08-17
2022-08-19,-0.238,2022-08-24
2022-08-26,-0.23,2022-08-31
2022-09-02,-0.22,2022-09-07
2022-09-09,-0.204,2022-09-14
2022-09-16,-0.173,2022-09-21
2022-09-23,-0.133,2022-09-28
2022-09-30,-0.093,2022-10-05
2022-10-07,-0.067,2022-10-12
2022-10-14,-0.063,2022-10-19
2022-10-21,-0.084,2022-10-26
2022-10-28,-0.117,2022-11-02
2022-11-04,-0.153,2022-11-09
2022-11-11,-0.18,2022-11-16
2022-11-18,-0.192,2022-11-23
2022-11-25,-0.193,2022-11-30
2022-12-02,-0.192,2022-12-07
2022-12-09,-0.195,2022-12-14
2022-12-16,-0.206,2022-12-21
2022-12-23,-0.223,2022-12-28
2022-12-30,-0.244,2023-01-04
2023-01-06,-0.263,2023-01-11
2023-01-13,-0.28,2023-01-18
2023-01-20,-0.293,2023-01-25
2023-01-27,-0.305,2023-02-01
2023-02-03,-0.313,2023-02-08
2023-02-10,-0.313,2023-02-15
2023-02-17,-0.298,2023-02-22
2023-02-24,-0.263,2023-03-01
2023-03-03,-0.214,2023-03-08
2023-03-10,-0.161,2023-03-15
2023-03-17,-0.115,2023-03-22
2023-03-24,-0.097,2023-03-29
2023-03-31,-0.109,2023-04-05
2023-04-07,-0.137,2023-04-12
2023-04-14,-0.174,2023-04-19
2023-04-21,-0.205,2023-04-26
2023-04-28,-0.222,2023-05-03
2023-05-05,-0.228,2023-05-10
2023-05-12,-0.229,2023-05-17
2023-05-19,-0.23,2023-05-24
2023-05-26,-0.232,2023-05-31
2023-06-02,-0.234,2023-06-07
2023-06-09,-0.23,2023-06-14
2023-06-16,-0.225,2023-06-21
2023-06-23,-0.22,2023-06-28
2023-06-30,-0.22,2023-07-05
2023-07-07,-0.227,2023-07-12
2023-07-14,-0.242,2023-07-19
2023-07-21,-0.26,2023-07-26
2023-07-28,-0.274,2023-08-02
2023-08-04,-0.283,2023-08-09
2023-08-11,-0.286,2023-08-16
2023-08-18,-0.284,2023-08-23
2023-08-25,-0.281,2023-08-30
2023-09-01,-0.28,2023-09-06
2023-09-08,-0.277,2023-09-13
2023-09-15,-0.275,2023-09-20
2023-09-22,-0.269,2023-09-27
2023-09-29,-0.258,2023-10-04
2023-10-06,-0.249,2023-10-11
2023-10-13,-0.244,2023-10-18
2023-10-20,-0.248,2023-10-25
2023-10-27,-0.261,2023-11-01
2023-11-03,-0.284,2023-11-08
2023-11-10,-0.308,2023-11-15
2023-11-17,-0.33,2023-11-22
2023-11-24,-0.347,2023-11-29
2023-12-01,-0.358,2023-12-06
2023-12-08,-0.366,2023-12-13
2023-12-15,-0.376,2023-12-20
2023-12-22,-0.388,2023-12-27
2023-12-29,-0.402,2024-01-03
2024-01-05,-0.417,2024-01-10
2024-01-12,-0.429,2024-01-17
2024-01-19,-0.436,2024-01-24
2024-01-26,-0.44,2024-01-31
2024-02-02,-0.443,2024-02-07
2024-02-09,-0.446,2024-02-14
