DATE,news_sentiment
1980-01-01,-0.038271766155958176
1980-01-02,-0.10732631385326385
1980-01-03,-0.09048489481210709
1980-01-05,-0.06850394606590271
1980-01-06,-0.09066932648420334
1980-01-07,-0.12908098101615906
1980-01-08,-0.19836466014385223
1980-01-09,-0.22164931893348694
1980-01-10,-0.20484210550785065
1980-01-11,-0.2252982258796692
1980-01-12,-0.20566071569919586
1980-01-13,-0.18047995865345
1980-01-14,-0.16040758788585663
1980-01-15,-0.15565790235996246
1980-01-16,-0.12231650203466415
1980-01-17,-0.1226883977651596
1980-01-18,-0.1428883671760559
1980-01-19,-0.15619638562202454
1980-01-20,-0.1727641224861145
1980-01-22,-0.16104073822498322
1980-01-24,-0.16111120581626892
1980-01-25,-0.24045872688293457
1980-01-26,-0.22120143473148346
1980-01-27,-0.21226535737514496
1980-01-29,-0.22774752974510193
1980-01-30,-0.2508086562156677
1980-01-31,-0.2677879333496094
1980-02-02,-0.25379133224487305
1980-02-03,-0.2547760605812073
1980-02-04,-0.2557455003261566
1980-02-05,-0.26553991436958313
1980-02-06,-0.29456812143325806
1980-02-07,-0.2888132333755493
1980-02-08,-0.2811277210712433
1980-02-09,-0.26258426904678345
1980-02-10,-0.2527039647102356
1980-02-12,-0.26958683133125305
1980-02-13,-0.25334176421165466
1980-02-14,-0.26253846287727356
1980-02-15,-0.2545740008354187
1980-02-16,-0.24161818623542786
1980-02-17,-0.23755501210689545
1980-02-19,-0.2258119434118271
1980-02-20,-0.22147949039936066
1980-02-21,-0.18999315798282623
1980-02-22,-0.21527554094791412
1980-02-23,-0.21698716282844543
1980-02-24,-0.22411386668682098
1980-02-25,-0.20697607100009918
1980-02-26,-0.1962832659482956
1980-02-27,-0.17182663083076477
1980-02-28,-0.15984663367271423
1980-03-02,-0.19999292492866516
1980-03-03,-0.23543933033943176
1980-03-04,-0.2801458537578583
1980-03-05,-0.29023855924606323
1980-03-06,-0.30028069019317627
1980-03-07,-0.29088643193244934
1980-03-08,-0.2948906123638153
1980-03-09,-0.3191322982311249
1980-03-10,-0.35132619738578796
1980-03-11,-0.34774959087371826
1980-03-12,-0.35429659485816956
1980-03-13,-0.3604298532009125
1980-03-14,-0.3363363742828369
1980-03-15,-0.3447940945625305
1980-03-16,-0.3637033998966217
1980-03-18,-0.3592001497745514
1980-03-19,-0.3740101456642151
1980-03-20,-0.3771060109138489
1980-03-21,-0.3799259662628174
1980-03-22,-0.35294124484062195
1980-03-23,-0.37965646386146545
1980-03-24,-0.34040510654449463
1980-03-25,-0.3637871742248535
1980-03-26,-0.3820607662200928
1980-03-27,-0.4001671373844147
1980-03-28,-0.4079025685787201
1980-03-29,-0.37454041838645935
1980-03-30,-0.3801741302013397
1980-03-31,-0.4045697748661041
1980-04-01,-0.40043026208877563
1980-04-02,-0.4004047214984894
1980-04-03,-0.3303111493587494
1980-04-04,-0.3452901840209961
1980-04-05,-0.3188651502132416
1980-04-06,-0.34205853939056396
1980-04-07,-0.4492356777191162
1980-04-08,-0.47977152466773987
1980-04-09,-0.5600282549858093
1980-04-10,-0.582931399345398
1980-04-11,-0.5782487392425537
1980-04-12,-0.49848809838294983
1980-04-13,-0.5267040729522705
1980-04-15,-0.5441917181015015
1980-04-16,-0.5401637554168701
1980-04-17,-0.5485888123512268
1980-04-18,-0.5489975214004517
1980-04-19,-0.6053611040115356
1980-04-20,-0.6050708889961243
1980-04-21,-0.5994981527328491
1980-04-22,-0.6065355539321899
1980-04-23,-0.5747227668762207
1980-04-24,-0.5720583200454712
1980-04-25,-0.6001791954040527
1980-04-26,-0.5433142781257629
1980-04-27,-0.5240891575813293
1980-04-28,-0.5197114944458008
1980-04-30,-0.5423824191093445
1980-05-01,-0.5946619510650635
1980-05-02,-0.6024609208106995
1980-05-03,-0.6144553422927856
1980-05-04,-0.6443504691123962
1980-05-05,-0.6399627327919006
1980-05-06,-0.6729527115821838
1980-05-07,-0.6572118401527405
1980-05-08,-0.6709293723106384
1980-05-09,-0.656906247138977
1980-05-10,-0.6346587538719177
1980-05-11,-0.6431226134300232
1980-05-12,-0.597196102142334
1980-05-13,-0.5711783766746521
1980-05-14,-0.5863827466964722
1980-05-15,-0.5637937784194946
1980-05-16,-0.5516476035118103
1980-05-17,-0.597938597202301
1980-05-18,-0.6087291240692139
1980-05-19,-0.5953565835952759
1980-05-21,-0.6308887004852295
1980-05-22,-0.6303825974464417
1980-05-23,-0.6249502897262573
1980-05-24,-0.6120660305023193
1980-05-25,-0.6215137839317322
1980-05-26,-0.6637945771217346
1980-05-27,-0.6870023608207703
1980-05-29,-0.6999555230140686
1980-05-30,-0.704305112361908
1980-05-31,-0.7210935950279236
1980-06-01,-0.702157735824585
1980-06-02,-0.6861568093299866
1980-06-03,-0.6001218557357788
1980-06-04,-0.6093237996101379
1980-06-05,-0.6300039291381836
1980-06-06,-0.6802027225494385
1980-06-07,-0.7042078375816345
1980-06-08,-0.6920415759086609
1980-06-09,-0.7008652091026306
1980-06-10,-0.6907790303230286
1980-06-11,-0.6928154230117798
1980-06-12,-0.7027481198310852
1980-06-13,-0.6883025765419006
1980-06-14,-0.6584223508834839
1980-06-15,-0.6663934588432312
1980-06-16,-0.6477735042572021
1980-06-17,-0.6579579710960388
1980-06-18,-0.6514554619789124
1980-06-19,-0.6391288638114929
1980-06-20,-0.6080109477043152
1980-06-21,-0.592028796672821
1980-06-22,-0.5941796898841858
1980-06-23,-0.5694183111190796
1980-06-24,-0.57984858751297
1980-06-25,-0.5672869682312012
1980-06-26,-0.5654630064964294
1980-06-27,-0.5567610263824463
1980-06-28,-0.5368279814720154
1980-06-29,-0.5318321585655212
1980-06-30,-0.5019585490226746
1980-07-01,-0.5140370726585388
1980-07-02,-0.5240278840065002
1980-07-03,-0.524841845035553
1980-07-04,-0.5371267795562744
1980-07-05,-0.48499128222465515
1980-07-06,-0.4646957218647003
1980-07-07,-0.3976191282272339
1980-07-08,-0.3877871036529541
1980-07-09,-0.3976145088672638
1980-07-10,-0.3913390636444092
1980-07-11,-0.39614546298980713
1980-07-12,-0.39280185103416443
1980-07-13,-0.37690094113349915
1980-07-14,-0.33724266290664673
1980-07-15,-0.37192007899284363
1980-07-16,-0.3840900957584381
1980-07-17,-0.4245322346687317
1980-07-18,-0.42213261127471924
1980-07-19,-0.468473881483078
1980-07-20,-0.4577380418777466
1980-07-21,-0.4125269949436188
1980-07-22,-0.39797210693359375
1980-07-23,-0.39218273758888245
1980-07-24,-0.394942969083786
1980-07-25,-0.38950085639953613
1980-07-26,-0.39607009291648865
1980-07-27,-0.3991568386554718
1980-07-28,-0.37522077560424805
1980-07-29,-0.3809429109096527
1980-07-30,-0.3639114201068878
1980-07-31,-0.3579767942428589
1980-08-01,-0.34638822078704834
1980-08-02,-0.34742122888565063
1980-08-03,-0.3504408597946167
1980-08-04,-0.3295023739337921
1980-08-05,-0.3077790141105652
1980-08-06,-0.29073745012283325
1980-08-07,-0.29352593421936035
1980-08-08,-0.30247315764427185
1980-08-09,-0.2928115725517273
1980-08-10,-0.29268306493759155
1980-08-11,-0.27633732557296753
1980-08-12,-0.26609930396080017
1980-08-13,-0.28489020466804504
1980-08-14,-0.29980847239494324
1980-08-15,-0.3042784631252289
1980-08-16,-0.2898784577846527
1980-08-17,-0.27886781096458435
1980-08-18,-0.2837570607662201
1980-08-19,-0.29213789105415344
1980-08-20,-0.281571626663208
1980-08-21,-0.2998473048210144
1980-08-22,-0.319283664226532
1980-08-23,-0.29216310381889343
1980-08-24,-0.2794508934020996
1980-08-25,-0.27645429968833923
1980-08-26,-0.25470322370529175
1980-08-27,-0.2545216977596283
1980-08-28,-0.2525458037853241
1980-08-29,-0.21985213458538055
1980-08-30,-0.19662536680698395
1980-08-31,-0.23326988518238068
1980-09-02,-0.21501106023788452
1980-09-03,-0.2505384683609009
1980-09-04,-0.23822546005249023
1980-09-05,-0.17592567205429077
1980-09-06,-0.15015827119350433
1980-09-07,-0.13814252614974976
1980-09-08,-0.10113188624382019
1980-09-09,-0.1504179984331131
1980-09-10,-0.1373920440673828
1980-09-11,-0.15306702256202698
1980-09-12,-0.13903793692588806
1980-09-13,-0.16346947848796844
1980-09-14,-0.16763612627983093
1980-09-15,-0.11027870327234268
1980-09-16,-0.09016802161931992
1980-09-17,-0.0936177670955658
1980-09-18,-0.10898929089307785
1980-09-19,-0.09434051811695099
1980-09-20,-0.0916357934474945
1980-09-21,-0.13304449617862701
1980-09-22,-0.1313183307647705
1980-09-23,-0.15481333434581757
1980-09-24,-0.2070513516664505
1980-09-25,-0.20125240087509155
1980-09-26,-0.20061913132667542
1980-09-27,-0.1962653249502182
1980-09-28,-0.2103206366300583
1980-09-29,-0.16742391884326935
1980-09-30,-0.14862309396266937
1980-10-01,-0.13290134072303772
1980-10-02,-0.11802221834659576
1980-10-03,-0.1297149509191513
1980-10-04,-0.1421506106853485
1980-10-05,-0.14727388322353363
1980-10-06,-0.10235244035720825
1980-10-07,-0.12865272164344788
1980-10-08,-0.12922288477420807
1980-10-09,-0.1537158489227295
1980-10-10,-0.19225727021694183
1980-10-11,-0.15600374341011047
1980-10-12,-0.16204853355884552
1980-10-13,-0.10686992108821869
1980-10-14,-0.07886703312397003
1980-10-15,-0.08531482517719269
1980-10-16,-0.1178547739982605
1980-10-17,-0.10562223941087723
1980-10-18,-0.11303187161684036
1980-10-19,-0.07441122084856033
1980-10-20,-0.006166307255625725
1980-10-22,-0.022540925070643425
1980-10-23,-0.03803154081106186
1980-10-24,-0.05818386375904083
1980-10-25,-0.04990999400615692
1980-10-26,-0.04834339767694473
1980-10-27,-0.11213368922472
1980-10-28,-0.09139186888933182
1980-10-29,-0.08650314807891846
1980-10-30,-0.04369468614459038
1980-10-31,-0.06443553417921066
1980-11-01,-0.019302356988191605
1980-11-02,-0.0030091595835983753
1980-11-03,0.0014082868583500385
1980-11-04,-0.07729320228099823
1980-11-05,-0.12469671666622162
1980-11-06,-0.08106563985347748
1980-11-07,-0.044461723417043686
1980-11-08,-0.061354245990514755
1980-11-09,-0.0498502291738987
1980-11-10,-0.06579115241765976
1980-11-11,-0.06459826976060867
1980-11-12,-0.06853622198104858
1980-11-13,-0.07851799577474594
1980-11-14,-0.08775677531957626
1980-11-15,-0.09459161758422852
1980-11-16,-0.12614813446998596
1980-11-17,-0.1290479302406311
1980-11-18,-0.10824230313301086
1980-11-19,-0.10455839335918427
1980-11-20,-0.12491503357887268
1980-11-21,-0.15350855886936188
1980-11-22,-0.13433824479579926
1980-11-23,-0.14742423593997955
1980-11-24,-0.13638454675674438
1980-11-25,-0.12601929903030396
1980-11-26,-0.10701026767492294
1980-11-27,-0.0868309959769249
1980-11-28,-0.023355044424533844
1980-11-29,-0.028646528720855713
1980-11-30,-0.04498981311917305
1980-12-01,-0.024374496191740036
1980-12-02,-0.032499611377716064
1980-12-03,-0.05116545036435127
1980-12-04,-0.06546331942081451
1980-12-05,-0.08794556558132172
1980-12-06,-0.1273365616798401
1980-12-08,-0.07541065663099289
1980-12-09,-0.1474660187959671
1980-12-10,-0.14143811166286469
1980-12-11,-0.12994155287742615
1980-12-12,-0.12735964357852936
1980-12-13,-0.13282759487628937
1980-12-14,-0.14381800591945648
1980-12-15,-0.12658196687698364
1980-12-16,-0.14983715116977692
1980-12-17,-0.14231440424919128
1980-12-18,-0.1295778900384903
1980-12-19,-0.11919622868299484
1980-12-20,-0.12426591664552689
