Date,SPY,TLT,GLD,DBC
2006-02-06,87.15624237060547,47.6373176574707,56.720001220703125,19.18509864807129
2006-02-07,86.38520050048828,47.412296295166016,54.599998474121094,18.630157470703125
2006-02-08,87.16995239257812,47.302364349365234,54.83000183105469,18.55088233947754
2006-02-09,87.02542114257812,47.51696014404297,56.18000030517578,18.72528839111328
2006-02-10,87.18376922607422,47.255306243896484,54.790000915527344,18.384395599365234
2006-02-13,87.02542114257812,47.260536193847656,53.720001220703125,18.0989990234375
2006-02-14,87.94791412353516,47.09306716918945,54.4900016784668,17.948373794555664
2006-02-15,88.2577133178711,47.208187103271484,53.7599983215332,17.686758041381836
2006-02-16,88.91863250732422,47.21867370605469,54.52000045776367,17.900806427001953
2006-02-17,88.67764282226562,47.595436096191406,54.959999084472656,18.15449333190918
2006-02-21,88.45738220214844,47.51696014404297,55.119998931884766,18.455745697021484
2006-02-22,88.99433898925781,47.841392517089844,55.34000015258789,18.15449333190918
2006-02-23,88.8635482788086,47.72105026245117,54.63999938964844,18.091073989868164
2006-02-24,89.09072875976562,47.647789001464844,55.63999938964844,18.582592010498047
2006-02-27,89.12513732910156,47.56928634643555,55.220001220703125,18.217914581298828
2006-02-28,88.27838134765625,47.804771423339844,56.06999969482422,18.46367645263672
2006-03-01,89.06315612792969,47.51594924926758,56.099998474121094,18.424034118652344
2006-03-02,89.0562515258789,47.18511199951172,56.7400016784668,18.756999969482422
2006-03-03,88.6432113647461,46.91206359863281,56.279998779296875,18.93140983581543
2006-03-06,88.237060546875,46.502384185791016,55.22999954223633,18.630157470703125
2006-03-07,88.09937286376953,46.53390884399414,54.95000076293945,18.30512046813965
2006-03-08,88.28524780273438,46.518150329589844,53.970001220703125,18.011795043945312
2006-03-09,87.6932373046875,46.53390884399414,54.2400016784668,18.19413185119629
2006-03-10,88.52618408203125,46.36058044433594,53.83000183105469,18.114852905273438
2006-03-13,88.69144439697266,46.32382583618164,54.310001373291016,18.352685928344727
2006-03-14,89.62081909179688,46.633697509765625,54.869998931884766,18.622230529785156
2006-03-15,90.02009582519531,46.38160705566406,55.119998931884766,18.416107177734375
2006-03-16,90.20600128173828,46.80170440673828,55.34000015258789,18.574665069580078
2006-03-17,90.28134155273438,46.65995407104492,55.119998931884766,18.487457275390625
2006-03-20,90.13616943359375,46.73344039916992,55.16999816894531,18.10692596435547
2006-03-21,89.56941986083984,46.491878509521484,54.83000183105469,18.170351028442383
2006-03-22,90.11546325683594,46.591678619384766,54.75,18.138639450073242
2006-03-23,89.92878723144531,46.44462966918945,54.70000076293945,18.44782066345215
2006-03-24,89.99793243408203,46.78596496582031,55.709999084472656,18.408178329467773
2006-03-27,89.86662292480469,46.612667083740234,56.38999938964844,18.5191707611084
2006-03-28,89.31367492675781,46.17678451538086,56.060001373291016,18.756999969482422
2006-03-29,89.87353515625,45.95621871948242,57.06999969482422,18.88384437561035
2006-03-30,89.71455383300781,45.635887145996094,58.599998474121094,19.113750457763672
2006-03-31,89.73531341552734,45.62009811401367,58.099998474121094,18.978979110717773
2006-04-03,89.66616821289062,45.634910583496094,58.470001220703125,19.066181182861328
2006-04-04,90.2398452758789,45.58744812011719,58.33000183105469,18.963119506835938
2006-04-05,90.55089569091797,45.65070724487305,58.65999984741211,19.0820369720459
2006-04-06,90.4541015625,45.30278396606445,59.279998779296875,19.422929763793945
2006-04-07,89.53485107421875,44.859962463378906,58.59000015258789,19.335723876953125
2006-04-10,89.67310333251953,44.944339752197266,59.599998474121094,19.692474365234375
2006-04-11,88.91279602050781,45.102481842041016,59.0099983215332,19.77174949645996
2006-04-12,89.07865905761719,44.828365325927734,59.43000030517578,19.73210906982422
2006-04-13,88.96118927001953,44.51210403442383,59.5,19.85895347595215
2006-04-17,88.92662048339844,44.67544937133789,61.09000015258789,20.073001861572266
2006-04-18,90.33660888671875,44.754573822021484,61.849998474121094,20.334619522094727
2006-04-19,90.50941467285156,44.48045349121094,63.75,20.53281021118164
2006-04-20,90.63382720947266,44.44352722167969,60.959999084472656,20.294979095458984
2006-04-21,90.6476821899414,44.701839447021484,63.20000076293945,20.72307777404785
2006-04-24,90.48177337646484,44.881072998046875,61.650001525878906,20.310832977294922
2006-04-25,90.10852813720703,44.348663330078125,62.779998779296875,20.374256134033203
2006-04-26,90.1292495727539,44.274871826171875,63.650001525878906,20.294979095458984
2006-04-27,90.5647201538086,44.332855224609375,62.959999084472656,19.97787094116211
2006-04-28,90.86885070800781,44.364471435546875,65.08999633789062,20.310832977294922
2006-05-01,90.1292495727539,44.03106689453125,65.16000366210938,20.53281021118164
2006-05-02,90.806640625,44.147525787353516,66.55000305175781,20.77064323425293
2006-05-03,90.46797180175781,44.05224609375,66.45999908447266,20.398038864135742
2006-05-04,90.79280853271484,43.97812271118164,67.4800033569336,20.152278900146484
2006-05-05,91.5945816040039,44.242740631103516,67.98999786376953,20.374256134033203
2006-05-08,91.48393249511719,44.26921081542969,67.55999755859375,20.318763732910156
2006-05-09,91.66362762451172,44.242740631103516,69.68000030517578,20.63587188720703
2006-05-10,91.61528778076172,44.3221549987793,70.37999725341797,21.151172637939453
2006-05-11,90.50941467285156,44.105159759521484,71.02999877929688,21.357295989990234
2006-05-12,89.3275146484375,43.739990234375,71.12000274658203,21.285945892333984
2006-05-15,89.50718688964844,43.914634704589844,67.41000366210938,20.56452178955078
2006-05-16,89.37589263916016,44.242740631103516,68.61000061035156,20.62794303894043
2006-05-17,87.67561340332031,43.96755599975586,68.1500015258789,20.596233367919922
2006-05-18,87.23323059082031,44.56557083129883,67.45999908447266,20.604158401489258
2006-05-19,87.84839630126953,44.6820182800293,65.58000183105469,20.152278900146484
2006-05-22,87.17793273925781,44.777286529541016,65.30000305175781,20.310832977294922
2006-05-23,86.5144271850586,44.75080871582031,66.37999725341797,20.62794303894043
2006-05-24,87.20560455322266,44.77198028564453,64.05999755859375,20.10471534729004
2006-05-25,88.2838134765625,44.59732437133789,64.69999694824219,20.453533172607422
2006-05-26,88.73310089111328,44.56557083129883,65.0999984741211,20.65172576904297
2006-05-30,87.1572036743164,44.54444122314453,65.11000061035156,20.540740966796875
2006-05-31,88.13180541992188,44.279823303222656,64.2300033569336,20.231557846069336
2006-06-01,88.97496795654297,44.47746658325195,62.560001373291016,19.98579978942871
2006-06-02,89.16163635253906,45.05130386352539,63.5,20.382183074951172
2006-06-05,87.86221313476562,44.992835998535156,63.290000915527344,20.326690673828125
2006-06-06,87.64795684814453,45.205379486083984,62.54999923706055,20.152278900146484
2006-06-07,86.99131774902344,45.21601104736328,62.279998779296875,20.01750946044922
2006-06-08,86.9153060913086,45.30632400512695,60.90999984741211,19.80345916748047
2006-06-09,86.63882446289062,45.54541778564453,60.45000076293945,19.835172653198242
2006-06-12,85.69883728027344,45.5826416015625,60.029998779296875,19.597339630126953
2006-06-13,84.70355224609375,45.6145133972168,55.91999816894531,19.066181182861328
2006-06-14,85.36014556884766,45.15754318237305,55.619998931884766,19.058256149291992
2006-06-15,87.17105102539062,44.897193908691406,57.31999969482422,19.264373779296875
2006-06-16,86.53579711914062,44.79622268676758,57.68000030517578,19.304014205932617
2006-06-19,85.85546875,44.732505798339844,56.36000061035156,18.947263717651367
2006-06-20,86.14703369140625,44.65809631347656,57.29999923706055,19.105819702148438
2006-06-21,86.78575897216797,44.668731689453125,58.33000183105469,19.38329315185547
2006-06-22,86.40391540527344,44.4136848449707,57.72999954223633,19.375364303588867
2006-06-23,86.39000701904297,44.32339859008789,57.9900016784668,19.335723876953125
2006-06-26,86.77184295654297,44.23836898803711,58.279998779296875,19.549774169921875
2006-06-27,86.0220718383789,44.45621109008789,57.68000030517578,19.621124267578125
