Date,OPEN
2020-06-18,10.803999900817871
2020-06-19,10.930000305175781
2020-06-22,11.359999656677246
2020-06-23,11.609999656677246
2020-06-24,11.25
2020-06-25,11.369999885559082
2020-06-26,11.279999732971191
2020-06-29,11.680000305175781
2020-06-30,11.75
2020-07-01,11.609999656677246
2020-07-02,11.479999542236328
2020-07-06,11.399999618530273
2020-07-07,11.399999618530273
2020-07-08,11.449999809265137
2020-07-09,11.630000114440918
2020-07-10,11.800000190734863
2020-07-13,11.479999542236328
2020-07-14,11.449999809265137
2020-07-15,11.640000343322754
2020-07-16,12.0
2020-07-17,12.0
2020-07-20,11.930000305175781
2020-07-21,12.0
2020-07-22,12.050000190734863
2020-07-23,11.949999809265137
2020-07-24,11.925000190734863
2020-07-27,12.0
2020-07-28,11.869999885559082
2020-07-29,11.680000305175781
2020-07-30,11.289999961853027
2020-07-31,10.850000381469727
2020-08-03,10.84000015258789
2020-08-04,10.989999771118164
2020-08-05,11.039999961853027
2020-08-06,11.03499984741211
2020-08-07,10.989999771118164
2020-08-10,10.90999984741211
2020-08-11,10.880000114440918
2020-08-12,10.850000381469727
2020-08-13,10.859999656677246
2020-08-14,10.970000267028809
2020-08-17,11.050000190734863
2020-08-18,10.850000381469727
2020-08-19,10.899999618530273
2020-08-20,10.779999732971191
2020-08-21,10.9399995803833
2020-08-24,10.979999542236328
2020-08-25,10.800000190734863
2020-08-26,10.75
2020-08-27,10.609999656677246
2020-08-28,10.800000190734863
2020-08-31,10.729999542236328
2020-09-01,10.899999618530273
2020-09-02,11.109999656677246
2020-09-03,11.1899995803833
2020-09-04,12.0
2020-09-08,12.0
2020-09-09,11.920000076293945
2020-09-10,12.40999984741211
2020-09-11,12.699999809265137
2020-09-14,13.050000190734863
2020-09-15,17.559999465942383
2020-09-16,15.899999618530273
2020-09-17,15.40999984741211
2020-09-18,14.600000381469727
2020-09-21,15.350000381469727
2020-09-22,16.780000686645508
2020-09-23,15.270000457763672
2020-09-24,15.890000343322754
2020-09-25,16.420000076293945
2020-09-28,16.719999313354492
2020-09-29,18.75
2020-09-30,18.989999771118164
2020-10-01,18.56999969482422
2020-10-02,18.40999984741211
2020-10-05,18.25
2020-10-06,16.350000381469727
2020-10-07,17.56999969482422
2020-10-08,18.780000686645508
2020-10-09,21.239999771118164
2020-10-12,23.200000762939453
2020-10-13,24.079999923706055
2020-10-14,26.479999542236328
2020-10-15,23.93000030517578
2020-10-16,22.90999984741211
2020-10-19,21.34000015258789
2020-10-20,22.729999542236328
2020-10-21,21.920000076293945
2020-10-22,19.729999542236328
2020-10-23,19.440000534057617
2020-10-26,17.979999542236328
2020-10-27,18.190000534057617
2020-10-28,17.360000610351562
2020-10-29,17.110000610351562
2020-10-30,16.440000534057617
2020-11-02,15.550000190734863
2020-11-03,16.670000076293945
2020-11-04,18.200000762939453
2020-11-05,18.920000076293945
2020-11-06,20.229999542236328
2020-11-09,18.979999542236328
2020-11-10,18.079999923706055
2020-11-11,18.030000686645508
2020-11-12,17.8799991607666
2020-11-13,19.020000457763672
2020-11-16,18.489999771118164
2020-11-17,18.510000228881836
2020-11-18,18.700000762939453
2020-11-19,19.420000076293945
2020-11-20,19.049999237060547
2020-11-23,18.639999389648438
2020-11-24,18.75
2020-11-25,20.43000030517578
2020-11-27,21.799999237060547
2020-11-30,22.540000915527344
2020-12-01,20.139999389648438
2020-12-02,20.549999237060547
2020-12-03,21.420000076293945
2020-12-04,21.670000076293945
2020-12-07,25.59000015258789
2020-12-08,25.149999618530273
2020-12-09,26.81999969482422
2020-12-10,26.219999313354492
2020-12-11,25.43000030517578
2020-12-14,29.479999542236328
2020-12-15,27.8799991607666
2020-12-16,25.670000076293945
2020-12-17,29.440000534057617
2020-12-18,29.5
2020-12-21,31.25
2020-12-22,29.649999618530273
2020-12-23,27.25
2020-12-24,27.350000381469727
2020-12-28,24.510000228881836
2020-12-29,25.010000228881836
2020-12-30,24.270000457763672
2020-12-31,22.729999542236328
2021-01-04,24.010000228881836
2021-01-05,25.600000381469727
2021-01-06,27.0
2021-01-07,28.1299991607666
2021-01-08,26.790000915527344
2021-01-11,26.229999542236328
2021-01-12,27.700000762939453
2021-01-13,26.84000015258789
2021-01-14,26.530000686645508
2021-01-15,26.030000686645508
2021-01-19,28.15999984741211
2021-01-20,30.0
2021-01-21,29.739999771118164
2021-01-22,29.139999389648438
2021-01-25,27.329999923706055
2021-01-26,27.700000762939453
2021-01-27,25.18000030517578
2021-01-28,25.020000457763672
2021-01-29,26.1200008392334
2021-02-01,26.25
2021-02-02,28.469999313354492
2021-02-03,28.610000610351562
2021-02-04,28.479999542236328
2021-02-05,26.600000381469727
2021-02-08,27.299999237060547
2021-02-09,31.100000381469727
2021-02-10,34.0
2021-02-11,35.880001068115234
2021-02-12,34.59000015258789
2021-02-16,32.75
2021-02-17,31.520000457763672
2021-02-18,31.18000030517578
2021-02-19,31.579999923706055
2021-02-22,29.6299991607666
2021-02-23,28.040000915527344
2021-02-24,30.81999969482422
2021-02-25,28.700000762939453
2021-02-26,28.020000457763672
2021-03-01,30.219999313354492
2021-03-02,31.329999923706055
2021-03-03,28.850000381469727
2021-03-04,24.385000228881836
2021-03-05,21.989999771118164
2021-03-08,20.059999465942383
2021-03-09,21.639999389648438
2021-03-10,23.690000534057617
2021-03-11,26.31999969482422
2021-03-12,27.049999237060547
2021-03-15,28.809999465942383
2021-03-16,27.3799991607666
2021-03-17,28.299999237060547
2021-03-18,26.809999465942383
2021-03-19,27.530000686645508
2021-03-22,27.899999618530273
2021-03-23,25.6200008392334
2021-03-24,22.510000228881836
2021-03-25,23.040000915527344
2021-03-26,22.079999923706055
2021-03-29,20.450000762939453
2021-03-30,20.520000457763672
2021-03-31,21.190000534057617
2021-04-01,21.75
2021-04-05,20.920000076293945
2021-04-06,21.84000015258789
2021-04-07,20.649999618530273
2021-04-08,20.200000762939453
2021-04-09,20.510000228881836
2021-04-12,19.40999984741211
2021-04-13,20.600000381469727
2021-04-14,20.0
2021-04-15,19.75
2021-04-16,18.389999389648438
2021-04-19,17.399999618530273
2021-04-20,16.440000534057617
2021-04-21,18.309999465942383
2021-04-22,18.684999465942383
2021-04-23,19.540000915527344
2021-04-26,21.600000381469727
2021-04-27,21.530000686645508
2021-04-28,21.959999084472656
2021-04-29,20.829999923706055
2021-04-30,20.270000457763672
2021-05-03,19.59000015258789
2021-05-04,19.315000534057617
2021-05-05,18.920000076293945
2021-05-06,17.809999465942383
2021-05-07,18.700000762939453
2021-05-10,16.770000457763672
2021-05-11,17.450000762939453
2021-05-12,15.180000305175781
2021-05-13,14.149999618530273
2021-05-14,15.119999885559082
2021-05-17,15.359999656677246
2021-05-18,15.470000267028809
2021-05-19,14.59000015258789
2021-05-20,15.119999885559082
2021-05-21,15.119999885559082
2021-05-24,15.170000076293945
2021-05-25,14.75
2021-05-26,15.699999809265137
2021-05-27,15.869999885559082
2021-05-28,15.65999984741211
2021-06-01,15.229999542236328
2021-06-02,16.350000381469727
2021-06-03,16.299999237060547
2021-06-04,16.3700008392334
2021-06-07,16.81999969482422
2021-06-08,17.8700008392334
2021-06-09,17.579999923706055
2021-06-10,17.290000915527344
2021-06-11,17.200000762939453
2021-06-14,17.229999542236328
2021-06-15,16.399999618530273
2021-06-16,16.649999618530273
2021-06-17,16.829999923706055
2021-06-18,16.709999084472656
2021-06-21,16.450000762939453
2021-06-22,16.639999389648438
2021-06-23,17.209999084472656
2021-06-24,17.100000381469727
2021-06-25,17.110000610351562
