Date,NEE
2004-01-02,4.1193318367004395
2004-01-05,4.066124439239502
2004-01-06,4.044583320617676
2004-01-07,4.0477519035339355
2004-01-08,4.024948596954346
2004-01-09,4.03825044631958
2004-01-12,4.074356555938721
2004-01-13,4.114895820617676
2004-01-14,4.160506725311279
2004-01-15,4.1529059410095215
2004-01-16,4.133266925811768
2004-01-20,4.126932621002197
2004-01-21,4.180143356323242
2004-01-22,4.224485397338867
2004-01-23,4.169375419616699
2004-01-26,4.126932621002197
2004-01-27,4.101595878601074
2004-01-28,4.138336658477783
2004-01-29,4.176975250244141
2004-01-30,4.16494083404541
2004-02-02,4.122500419616699
2004-02-03,4.133266925811768
2004-02-04,4.098427772521973
2004-02-05,4.049652099609375
2004-02-06,4.052817344665527
2004-02-09,4.054086685180664
2004-02-10,4.093992710113525
2004-02-11,4.130098819732666
2004-02-12,4.112364292144775
2004-02-13,4.0946269035339355
2004-02-17,4.145936012268066
2004-02-18,4.196612358093262
2004-02-19,4.195346355438232
2004-02-20,4.171276569366455
2004-02-23,4.214984893798828
2004-02-24,4.212447643280029
2004-02-25,4.1977434158325195
2004-02-26,4.171526908874512
2004-02-27,4.1977434158325195
2004-03-01,4.236106872558594
2004-03-02,4.211169719696045
2004-03-03,4.241222381591797
2004-03-04,4.296212673187256
2004-03-05,4.332020282745361
2004-03-08,4.373579978942871
2004-03-09,4.363992214202881
2004-03-10,4.309640884399414
2004-03-11,4.237387657165527
2004-03-12,4.277029514312744
2004-03-15,4.258487224578857
2004-03-16,4.282144069671631
2004-03-17,4.336495399475098
2004-03-18,4.312838077545166
2004-03-19,4.307722091674805
2004-03-22,4.247618198394775
2004-03-23,4.238665580749512
2004-03-24,4.2105326652526855
2004-03-25,4.2105326652526855
2004-03-26,4.248256683349609
2004-03-29,4.270637512207031
2004-03-30,4.2840657234191895
2004-03-31,4.274471759796143
2004-04-01,4.275751113891602
2004-04-02,4.23994255065918
2004-04-05,4.251453876495361
2004-04-06,4.243781566619873
2004-04-07,4.20925235748291
2004-04-08,4.199660778045654
2004-04-12,4.1190948486328125
2004-04-13,4.066026210784912
2004-04-14,4.079453945159912
2004-04-15,4.073058128356934
2004-04-16,4.09415864944458
2004-04-19,4.0756144523620605
2004-04-20,4.0762553215026855
2004-04-21,4.054514408111572
2004-04-22,4.112700462341309
2004-04-23,4.184953689575195
2004-04-26,4.162576675415039
2004-04-27,4.130606651306152
2004-04-28,4.128686428070068
2004-04-29,4.0762553215026855
2004-04-30,4.067942142486572
2004-05-03,4.082009315490723
2004-05-04,4.1031107902526855
2004-05-05,4.061547756195068
2004-05-06,4.074337482452393
2004-05-07,3.9739480018615723
2004-05-10,3.9100072383880615
2004-05-11,3.9247143268585205
2004-05-12,3.898498058319092
2004-05-13,3.913203239440918
2004-05-14,3.938779830932617
2004-05-17,3.9279112815856934
2004-05-18,3.9375033378601074
2004-05-19,3.91640305519104
2004-05-20,3.9279112815856934
2004-05-21,3.925992250442505
2004-05-24,3.9803426265716553
2004-05-25,4.0219035148620605
2004-05-26,4.025102138519287
2004-05-27,4.069859504699707
2004-05-28,4.0762553215026855
2004-06-01,4.117814540863037
2004-06-02,4.083597183227539
2004-06-03,4.083597183227539
2004-06-04,4.088118553161621
2004-06-07,4.099092960357666
2004-06-08,4.075850963592529
2004-06-09,4.050024032592773
2004-06-10,4.0926361083984375
2004-06-14,4.093282222747803
2004-06-15,4.1087775230407715
2004-06-16,4.115879535675049
2004-06-17,4.12169075012207
2004-06-18,4.122335433959961
2004-06-21,4.128146648406982
2004-06-22,4.113296985626221
2004-06-23,4.137829780578613
2004-06-24,4.1346025466918945
2004-06-25,4.12169075012207
2004-06-28,4.135248184204102
2004-06-29,4.097156047821045
2004-06-30,4.1287922859191895
2004-07-01,4.07003927230835
2004-07-02,4.097156047821045
2004-07-06,4.079079627990723
2004-07-07,4.057772159576416
2004-07-08,4.054543495178223
2004-07-09,4.0429229736328125
2004-07-12,4.042278289794922
2004-07-13,4.0467963218688965
2004-07-14,4.102967262268066
2004-07-15,4.114587783813477
2004-07-16,4.1384782791137695
2004-07-19,4.144934177398682
2004-07-20,4.139766216278076
2004-07-21,4.096511363983154
2004-07-22,4.080370903015137
2004-07-23,4.245651721954346
2004-07-26,4.231447219848633
2004-07-27,4.246942520141602
2004-07-28,4.297945976257324
2004-07-29,4.335392951965332
2004-07-30,4.347013473510742
2004-08-02,4.3709025382995605
2004-08-03,4.366383075714111
2004-08-04,4.3734846115112305
2004-08-05,4.33474588394165
2004-08-06,4.37283992767334
2004-08-09,4.336684703826904
2004-08-10,4.383814811706543
2004-08-11,4.417387962341309
2004-08-12,4.411578178405762
2004-08-13,4.368964672088623
2004-08-16,4.392207145690918
2004-08-17,4.396081924438477
2004-08-18,4.4354658126831055
2004-08-19,4.4193243980407715
2004-08-20,4.389626502990723
2004-08-23,4.397374629974365
2004-08-24,4.421905517578125
2004-08-25,4.465599060058594
2004-08-26,4.459728717803955
2004-08-27,4.4701642990112305
2004-08-30,4.478641033172607
2004-08-31,4.51254940032959
2004-09-01,4.492987632751465
2004-09-02,4.5184197425842285
2004-09-03,4.502116680145264
2004-09-07,4.532113552093506
2004-09-08,4.494944095611572
2004-09-09,4.479943752288818
2004-09-10,4.492987632751465
2004-09-13,4.431036949157715
2004-09-14,4.415387153625488
2004-09-15,4.417342185974121
2004-09-16,4.434298515319824
2004-09-17,4.431687355041504
2004-09-20,4.431687355041504
2004-09-21,4.434298515319824
2004-09-22,4.427776336669922
2004-09-23,4.381477355957031
2004-09-24,4.423211097717285
2004-09-27,4.4323410987854
2004-09-28,4.4688591957092285
2004-09-29,4.454512596130371
2004-09-30,4.455165386199951
2004-10-01,4.472118854522705
2004-10-04,4.457773685455322
2004-10-05,4.46364164352417
2004-10-06,4.47537899017334
2004-10-07,4.4336466789245605
2004-10-08,4.469511032104492
2004-10-11,4.468206405639648
2004-10-12,4.494289875030518
2004-10-13,4.4440789222717285
2004-10-14,4.441470623016357
2004-10-15,4.485160827636719
2004-10-18,4.453860759735107
2004-10-19,4.429733753204346
2004-10-20,4.416038990020752
2004-10-21,4.421255111694336
2004-10-22,4.480596542358398
2004-10-25,4.485812664031982
2004-10-26,4.545155048370361
2004-10-27,4.52950382232666
2004-10-28,4.490377426147461
2004-10-29,4.492987632751465
2004-11-01,4.494944095611572
2004-11-02,4.434298515319824
2004-11-03,4.543198108673096
2004-11-04,4.6279706954956055
2004-11-05,4.596020698547363
2004-11-08,4.6299262046813965
2004-11-09,4.662533283233643
2004-11-10,4.6299262046813965
2004-11-11,4.683400630950928
2004-11-12,4.731657028198242
2004-11-15,4.717964172363281
2004-11-16,4.705571174621582
2004-11-17,4.684051036834717
2004-11-18,4.717308044433594
2004-11-19,4.682748317718506
2004-11-22,4.776651859283447
2004-11-23,4.794421195983887
2004-11-24,4.795080184936523
2004-11-26,4.7858662605285645
2004-11-29,4.72004508972168
2004-11-30,4.629211902618408
2004-12-01,4.617363452911377
2004-12-02,4.598933219909668
2004-12-03,4.673971176147461
2004-12-06,4.743082046508789
2004-12-07,4.718069553375244
2004-12-08,4.718069553375244
2004-12-09,4.7246527671813965
2004-12-10,4.772699356079102
2004-12-13,4.856955051422119
2004-12-14,4.881965160369873
2004-12-15,4.9148736000061035
2004-12-16,4.924750804901123
2004-12-17,4.916192054748535
2004-12-20,4.946468830108643
2004-12-21,4.98464822769165
2004-12-22,4.9991278648376465
2004-12-23,4.989253997802734
2004-12-27,4.939888954162598
2004-12-28,4.966216564178467
2004-12-29,4.993861198425293
2004-12-30,4.970165729522705
2004-12-31,4.92014217376709
2005-01-03,4.864193439483643
2005-01-04,4.80495548248291
2005-01-05,4.743082046508789
2005-01-06,4.820091247558594
2005-01-07,4.810877323150635
2005-01-10,4.827334403991699
2005-01-11,4.7720441818237305
2005-01-12,4.795080184936523
2005-01-13,4.818117141723633
2005-01-14,4.820752143859863
2005-01-18,4.876698970794678
2005-01-19,4.856955051422119
2005-01-20,4.877356052398682
2005-01-21,4.910926818847656
2005-01-24,4.913558006286621
2005-01-25,4.859586715698242
2005-01-26,4.946468830108643
2005-01-27,4.948444843292236
2005-01-28,4.973456859588623
2005-01-31,5.04454231262207
2005-02-01,5.113656997680664
2005-02-02,5.147224426269531
2005-02-03,5.184081554412842
2005-02-04,5.2459564208984375
2005-02-07,5.214363098144531
2005-02-08,5.261754512786865
2005-02-09,5.225553035736084
2005-02-10,5.206465721130371
2005-02-11,5.183424949645996
2005-02-14,5.270968914031982
2005-02-15,5.253194808959961
2005-02-16,5.26438570022583
2005-02-17,5.242007255554199
2005-02-18,5.173553466796875
2005-02-22,5.097860336303711
2005-02-23,5.064949035644531
2005-02-24,5.152490139007568
2005-02-25,5.2459564208984375
2005-02-28,5.2229180335998535
2005-03-01,5.297299861907959
2005-03-02,5.266085624694824
2005-03-03,5.3059306144714355
2005-03-04,5.374994277954102
2005-03-07,5.43210506439209
2005-03-08,5.413509845733643
2005-03-09,5.29862642288208
2005-03-10,5.334484577178955
2005-03-11,5.299951553344727
2005-03-14,5.407532215118408
2005-03-15,5.418822288513184
2005-03-16,5.339134216308594
2005-03-17,5.378979682922363
2005-03-18,5.360382556915283
2005-03-21,5.319212436676025
2005-03-22,5.232884407043457
2005-03-23,5.214286804199219
2005-03-24,5.244837760925293
2005-03-28,5.242177963256836
2005-03-29,5.163819313049316
2005-03-30,5.279367446899414
2005-03-31,5.332494735717773
2005-04-01,5.329838275909424
2005-04-04,5.368352890014648
2005-04-05,5.359057426452637
2005-04-06,5.353743553161621
2005-04-07,5.374994277954102
2005-04-08,5.356400966644287
2005-04-11,5.436089515686035
2005-04-12,5.485231399536133
2005-04-13,5.446713447570801
2005-04-14,5.376320838928223
2005-04-15,5.304601192474365
2005-04-18,5.38429069519043
2005-04-19,5.4387431144714355
2005-04-20,5.4228081703186035
2005-04-21,5.515776634216309
2005-04-22,5.521091461181641
2005-04-25,5.550310134887695
2005-04-26,5.436089515686035
2005-04-27,5.446713447570801
2005-04-28,5.404211044311523
2005-04-29,5.421476364135742
2005-05-02,5.434760570526123
2005-05-03,5.413509845733643
2005-05-04,5.413509845733643
2005-05-05,5.368352890014648
2005-05-06,5.363043308258057
2005-05-09,5.392258644104004
2005-05-10,5.414839267730713
2005-05-11,5.471947193145752
2005-05-12,5.409524917602539
2005-05-13,5.31655740737915
2005-05-16,5.341792106628418
2005-05-17,5.3524169921875
2005-05-18,5.327180862426758
2005-05-19,5.3524169921875
2005-05-20,5.369681358337402
2005-05-23,5.367025375366211
2005-05-24,5.376320838928223
2005-05-25,5.353743553161621
2005-05-26,5.3524169921875
2005-05-27,5.4228081703186035
2005-05-31,5.398900985717773
2005-06-01,5.475942134857178
2005-06-02,5.449146270751953
2005-06-03,5.45450496673584
2005-06-06,5.455843925476074
2005-06-07,5.465221405029297
2005-06-08,5.5080976486206055
2005-06-09,5.462543964385986
2005-06-10,5.492021083831787
2005-06-13,5.505417346954346
2005-06-14,5.525515079498291
2005-06-15,5.461203098297119
2005-06-16,5.478620529174805
