Date,LLY
2004-01-02,37.81460189819336
2004-01-05,37.25726318359375
2004-01-06,37.22541809082031
2004-01-07,37.060855865478516
2004-01-08,36.14789581298828
2004-01-09,35.871856689453125
2004-01-12,36.53535461425781
2004-01-13,36.41327667236328
2004-01-14,36.73176193237305
2004-01-15,36.89631652832031
2004-01-16,37.188262939453125
2004-01-20,37.023712158203125
2004-01-21,37.58106231689453
2004-01-22,37.66067886352539
2004-01-23,36.86976623535156
2004-01-26,36.567222595214844
2004-01-27,36.33366775512695
2004-01-28,35.521522521972656
2004-01-29,36.30712890625
2004-01-30,36.11602020263672
2004-02-02,36.65214538574219
2004-02-03,36.83792495727539
2004-02-04,37.42181396484375
2004-02-05,37.926082611083984
2004-02-06,38.66919708251953
2004-02-09,38.865623474121094
2004-02-10,39.56626892089844
2004-02-11,39.84095001220703
2004-02-12,39.24359130859375
2004-02-13,39.200927734375
2004-02-17,38.912906646728516
2004-02-18,38.64625930786133
2004-02-19,38.74757766723633
2004-02-20,38.65158462524414
2004-02-23,38.411582946777344
2004-02-24,38.59824752807617
2004-02-25,38.822261810302734
2004-02-26,39.25426483154297
2004-02-27,39.43560028076172
2004-03-01,39.1689453125
2004-03-02,38.73690414428711
2004-03-03,38.9769172668457
2004-03-04,38.99826431274414
2004-03-05,39.17959976196289
2004-03-08,38.827606201171875
2004-03-09,38.32090759277344
2004-03-10,37.59556579589844
2004-03-11,36.89152908325195
2004-03-12,37.830230712890625
2004-03-15,37.16354751586914
2004-03-16,37.69154739379883
2004-03-17,37.24355697631836
2004-03-18,37.23820495605469
2004-03-19,36.60353469848633
2004-03-22,36.2462043762207
2004-03-23,36.02751922607422
2004-03-24,35.462181091308594
2004-03-25,34.93415832519531
2004-03-26,34.667476654052734
2004-03-29,34.98748779296875
2004-03-30,35.09416580200195
2004-03-31,35.68083572387695
2004-04-01,36.054195404052734
2004-04-02,36.640869140625
2004-04-05,36.880882263183594
2004-04-06,36.683528900146484
2004-04-07,37.01420974731445
2004-04-08,36.73686981201172
2004-04-12,36.912879943847656
2004-04-13,36.98220443725586
2004-04-14,37.55289077758789
2004-04-15,38.88093185424805
2004-04-16,38.640907287597656
2004-04-19,39.14759826660156
2004-04-20,38.53424072265625
2004-04-21,39.152931213378906
2004-04-22,39.478271484375
2004-04-23,39.01426315307617
2004-04-26,39.12092971801758
2004-04-27,39.35026931762695
2004-04-28,39.280941009521484
2004-04-29,39.14759826660156
2004-04-30,39.36626434326172
2004-05-03,39.80894088745117
2004-05-04,40.17694854736328
2004-05-05,40.17694854736328
2004-05-06,40.67295455932617
2004-05-07,40.29429626464844
2004-05-10,39.67026901245117
2004-05-11,39.38761520385742
2004-05-12,39.50282669067383
2004-05-13,39.26166534423828
2004-05-14,39.57786560058594
2004-05-17,39.084800720214844
2004-05-18,38.89188766479492
2004-05-19,38.52207565307617
2004-05-20,38.752540588378906
2004-05-21,38.575679779052734
2004-05-24,37.92720413208008
2004-05-25,38.62390899658203
2004-05-26,39.347412109375
2004-05-27,39.63679885864258
2004-05-28,39.481388092041016
2004-06-01,40.05483627319336
2004-06-02,39.92620086669922
2004-06-03,39.85117721557617
2004-06-04,40.19416427612305
2004-06-07,40.54788589477539
2004-06-08,40.39780044555664
2004-06-09,39.42778778076172
2004-06-10,39.46530532836914
2004-06-14,38.961544036865234
2004-06-15,38.91867446899414
2004-06-16,39.22950744628906
2004-06-17,39.41172790527344
2004-06-18,39.43314743041992
2004-06-21,38.94546127319336
2004-06-22,39.084800720214844
2004-06-23,39.19734191894531
2004-06-24,38.97762680053711
2004-06-25,38.26484298706055
2004-06-28,38.42563247680664
2004-06-29,37.64851379394531
2004-06-30,37.4663200378418
2004-07-01,36.941104888916016
2004-07-02,37.17691421508789
2004-07-06,36.5927619934082
2004-07-07,36.190834045410156
2004-07-08,36.37839126586914
2004-07-09,35.90678787231445
2004-07-12,36.507015228271484
2004-07-13,36.673152923583984
2004-07-14,36.43733596801758
2004-07-15,35.8156852722168
2004-07-16,35.5316276550293
2004-07-19,35.118988037109375
2004-07-20,34.658084869384766
2004-07-21,34.98501205444336
2004-07-22,34.695613861083984
2004-07-23,33.60768127441406
2004-07-26,33.302215576171875
2004-07-27,33.800601959228516
2004-07-28,34.13288497924805
2004-07-29,34.10608673095703
2004-07-30,34.14896774291992
2004-08-02,34.05785369873047
2004-08-03,33.8809928894043
2004-08-04,34.111446380615234
2004-08-05,32.910980224609375
2004-08-06,32.69123077392578
2004-08-09,32.407222747802734
2004-08-10,32.72341537475586
2004-08-11,33.74491882324219
2004-08-12,33.45382308959961
2004-08-13,33.18967819213867
2004-08-16,34.00905227661133
2004-08-17,33.86891174316406
2004-08-18,34.80146789550781
2004-08-19,34.68827819824219
2004-08-20,34.76913070678711
2004-08-23,34.715213775634766
2004-08-24,34.876930236816406
2004-08-25,34.75834655761719
2004-08-26,34.24624252319336
2004-08-27,34.672088623046875
2004-08-30,34.068359375
2004-08-31,34.203121185302734
2004-09-01,34.55890655517578
2004-09-02,34.93086242675781
2004-09-03,35.02787399291992
2004-09-07,35.57770538330078
2004-09-08,35.07638931274414
2004-09-09,35.43216323852539
2004-09-10,35.496849060058594
2004-09-13,35.281227111816406
2004-09-14,35.82566833496094
2004-09-15,36.1976203918457
2004-09-16,35.98738479614258
2004-09-17,35.787940979003906
2004-09-20,35.31357955932617
2004-09-21,35.12490463256836
2004-09-22,34.45645523071289
2004-09-23,34.23005676269531
2004-09-24,34.316322326660156
2004-09-27,33.90663528442383
2004-09-28,33.44844436645508
2004-09-29,33.34063720703125
2004-09-30,32.37032699584961
2004-10-01,33.09804916381836
2004-10-04,33.184295654296875
2004-10-05,33.4268798828125
2004-10-06,33.135772705078125
2004-10-07,32.1061897277832
2004-10-08,31.847434997558594
2004-10-11,31.80432891845703
2004-10-12,30.807058334350586
2004-10-13,30.348865509033203
2004-10-14,30.203325271606445
2004-10-15,30.914865493774414
2004-10-18,30.94182014465332
2004-10-19,30.187143325805664
2004-10-20,29.701995849609375
2004-10-21,28.37592124938965
2004-10-22,27.950056076049805
2004-10-25,27.189990997314453
2004-10-26,28.273496627807617
2004-10-27,30.294960021972656
2004-10-28,30.208703994750977
2004-10-29,29.599590301513672
2004-11-01,29.72894859313965
2004-11-02,29.712778091430664
2004-11-03,30.526744842529297
2004-11-04,30.898704528808594
2004-11-05,31.049633026123047
2004-11-08,30.69925880432129
2004-11-09,30.472854614257812
2004-11-10,30.171783447265625
2004-11-11,30.37249183654785
2004-11-12,30.491830825805664
2004-11-15,31.01801300048828
2004-11-16,30.81732940673828
2004-11-17,30.301965713500977
2004-11-18,30.59490394592285
2004-11-19,29.954801559448242
2004-11-22,30.448434829711914
2004-11-23,29.634763717651367
2004-11-24,29.721542358398438
2004-11-26,29.6998291015625
2004-11-29,29.466571807861328
2004-11-30,28.929548263549805
2004-12-01,29.54792594909668
2004-12-02,29.721542358398438
2004-12-03,29.564220428466797
2004-12-06,29.61846160888672
2004-12-07,29.108551025390625
2004-12-08,29.47743034362793
2004-12-09,29.661865234375
2004-12-10,29.857149124145508
2004-12-13,30.405044555664062
2004-12-14,30.92037010192871
2004-12-15,30.768491744995117
2004-12-16,31.137353897094727
2004-12-17,30.388769149780273
2004-12-20,29.998199462890625
2004-12-21,30.27484130859375
2004-12-22,30.714252471923828
2004-12-23,31.061420440673828
2004-12-27,31.01801300048828
2004-12-28,31.153640747070312
2004-12-29,31.055997848510742
2004-12-30,31.191604614257812
2004-12-31,30.784767150878906
2005-01-03,30.513534545898438
2005-01-04,30.10668182373047
2005-01-05,30.421306610107422
2005-01-06,30.665430068969727
2005-01-07,30.518953323364258
2005-01-10,30.887836456298828
2005-01-11,30.936662673950195
2005-01-12,31.3435001373291
2005-01-13,30.60574722290039
2005-01-14,31.055997848510742
2005-01-18,31.213298797607422
2005-01-19,30.92037010192871
2005-01-20,30.611175537109375
2005-01-21,30.009042739868164
2005-01-24,29.7486629486084
2005-01-25,29.754085540771484
2005-01-26,30.10668182373047
2005-01-27,30.144657135009766
2005-01-28,29.06517219543457
2005-01-31,29.423166275024414
2005-02-01,29.70526695251465
2005-02-02,29.911394119262695
2005-02-03,29.764928817749023
2005-02-04,29.851730346679688
2005-02-07,30.236879348754883
2005-02-08,30.052444458007812
2005-02-09,29.645601272583008
2005-02-10,29.726953506469727
2005-02-11,30.3169002532959
2005-02-14,30.26229476928711
2005-02-15,30.464380264282227
2005-02-16,30.278690338134766
2005-02-17,30.114809036254883
2005-02-18,29.82529640197754
2005-02-22,29.803438186645508
2005-02-23,29.950929641723633
2005-02-24,30.10932159423828
2005-02-25,30.497182846069336
2005-02-28,30.590017318725586
2005-03-01,30.857694625854492
2005-03-02,30.781227111816406
2005-03-03,30.67197036743164
2005-03-04,31.00519371032715
2005-03-07,31.31108283996582
2005-03-08,30.994258880615234
2005-03-09,30.371545791625977
2005-03-10,30.349685668945312
2005-03-11,29.961849212646484
2005-03-14,29.33366584777832
2005-03-15,28.78741455078125
2005-03-16,28.563440322875977
2005-03-17,28.530654907226562
2005-03-18,28.68907928466797
2005-03-21,28.394102096557617
2005-03-22,28.317628860473633
2005-03-23,28.831106185913086
2005-03-24,28.896650314331055
2005-03-28,28.814706802368164
2005-03-29,28.25755500793457
2005-03-30,28.825645446777344
2005-03-31,28.45966148376465
2005-04-01,27.962556838989258
2005-04-04,28.03905487060547
2005-04-05,29.06599235534668
2005-04-06,29.257165908813477
2005-04-07,29.49753761291504
2005-04-08,29.666868209838867
2005-04-11,29.69963836669922
2005-04-12,29.399206161499023
2005-04-13,31.201839447021484
2005-04-14,30.131181716918945
2005-04-15,31.720767974853516
2005-04-18,32.228797912597656
2005-04-19,32.474613189697266
2005-04-20,31.69346809387207
2005-04-21,31.955657958984375
2005-04-22,31.901058197021484
2005-04-25,32.10315704345703
2005-04-26,31.901058197021484
2005-04-27,31.808176040649414
2005-04-28,31.68254280090332
2005-04-29,31.939268112182617
2005-05-02,32.179630279541016
2005-05-03,32.63847351074219
2005-05-04,32.91706466674805
2005-05-05,33.015377044677734
2005-05-06,32.87337112426758
2005-05-09,32.64393615722656
2005-05-10,32.29979705810547
2005-05-11,32.29981231689453
2005-05-12,32.54169464111328
