Date,ITW
2004-01-02,24.639753341674805
2004-01-05,25.03932762145996
2004-01-06,25.06317901611328
2004-01-07,24.94390106201172
2004-01-08,24.98265266418457
2004-01-09,24.54730224609375
2004-01-12,24.899173736572266
2004-01-13,25.000560760498047
2004-01-14,25.239105224609375
2004-01-15,25.280868530273438
2004-01-16,25.206317901611328
2004-01-20,24.168596267700195
2004-01-21,24.475740432739258
2004-01-22,24.37435531616211
2004-01-23,24.490657806396484
2004-01-26,24.383285522460938
2004-01-27,24.088088989257812
2004-01-28,23.754119873046875
2004-01-29,23.124916076660156
2004-01-30,23.288928985595703
2004-02-02,23.26508140563965
2004-02-03,23.25313949584961
2004-02-04,22.96091079711914
2004-02-05,23.35155487060547
2004-02-06,23.664661407470703
2004-02-09,23.375396728515625
2004-02-10,23.49468421936035
2004-02-11,23.840579986572266
2004-02-12,23.8048038482666
2004-02-13,23.509593963623047
2004-02-17,23.62588119506836
2004-02-18,23.512571334838867
2004-02-19,23.52748680114746
2004-02-20,23.670618057250977
2004-02-23,23.703413009643555
2004-02-24,23.393299102783203
2004-02-25,23.646760940551758
2004-02-26,23.772005081176758
2004-02-27,23.712364196777344
2004-03-01,23.8256778717041
2004-03-02,23.60502052307129
2004-03-03,23.616945266723633
2004-03-04,23.497663497924805
2004-03-05,23.473814010620117
2004-03-08,23.02652359008789
2004-03-09,22.790943145751953
2004-03-10,22.30191993713379
2004-03-11,21.893383026123047
2004-03-12,22.570289611816406
2004-03-15,22.716394424438477
2004-03-16,22.94600486755371
2004-03-17,23.27401351928711
2004-03-18,23.181575775146484
2004-03-19,22.99968910217285
2004-03-22,22.60308265686035
2004-03-23,22.51660919189453
2004-03-24,22.474863052368164
2004-03-25,23.056339263916016
2004-03-26,23.02055549621582
2004-03-29,23.358562469482422
2004-03-30,23.57990837097168
2004-03-31,23.699567794799805
2004-04-01,23.591886520385742
2004-04-02,23.82518768310547
2004-04-05,24.30976676940918
2004-04-06,24.40251350402832
2004-04-07,24.04654884338379
2004-04-08,24.121328353881836
2004-04-12,24.223037719726562
2004-04-13,23.90595817565918
2004-04-14,24.115346908569336
2004-04-15,24.555057525634766
2004-04-16,24.884092330932617
2004-04-19,24.8870906829834
2004-04-20,25.018699645996094
2004-04-21,25.575061798095703
2004-04-22,26.73866081237793
2004-04-23,26.352794647216797
2004-04-26,26.035730361938477
2004-04-27,26.3647518157959
2004-04-28,25.757526397705078
2004-04-29,25.784439086914062
2004-04-30,25.787452697753906
2004-05-03,26.179302215576172
2004-05-04,26.185270309448242
2004-05-05,26.203231811523438
2004-05-06,26.026735305786133
2004-05-07,25.718656539916992
2004-05-10,25.06357192993164
2004-05-11,25.222103118896484
2004-05-12,25.598995208740234
2004-05-13,25.252002716064453
2004-05-14,25.6229305267334
2004-05-17,25.38063621520996
2004-05-18,25.5690860748291
2004-05-19,25.6229305267334
2004-05-20,25.844282150268555
2004-05-21,26.098535537719727
2004-05-24,26.44251823425293
2004-05-25,26.951045989990234
2004-05-26,26.831384658813477
2004-05-27,26.861295700073242
2004-05-28,26.885234832763672
2004-06-01,27.30997657775879
2004-06-02,27.83346176147461
2004-06-03,27.758682250976562
2004-06-04,27.606109619140625
2004-06-07,28.117631912231445
2004-06-08,28.165477752685547
