Date,EOG
2004-01-02,7.715839385986328
2004-01-05,7.847182750701904
2004-01-06,7.815192222595215
2004-01-07,7.717519283294678
2004-01-08,7.69730806350708
2004-01-09,7.717519283294678
2004-01-12,7.645110130310059
2004-01-13,7.667001724243164
2004-01-14,7.791749000549316
2004-01-15,7.55068302154541
2004-01-16,7.640027046203613
2004-01-20,7.876040935516357
2004-01-21,7.800179958343506
2004-01-22,7.759724140167236
2004-01-23,7.904702663421631
2004-01-26,7.914811134338379
2004-01-27,7.857499122619629
2004-01-28,7.737809181213379
2004-01-29,7.636659622192383
2004-01-30,7.636659622192383
2004-02-02,7.602943420410156
2004-02-03,7.634970188140869
2004-02-04,7.4933671951293945
2004-02-05,7.232065200805664
2004-02-06,7.292754173278809
2004-02-09,7.275898456573486
2004-02-10,7.378732204437256
2004-02-11,7.2893829345703125
2004-02-12,7.43604850769043
2004-02-13,7.377045631408691
2004-02-17,7.412445068359375
2004-02-18,7.3365864753723145
2004-02-19,7.282639026641846
2004-02-20,7.248925685882568
2004-02-23,7.2556681632995605
2004-02-24,7.316356182098389
2004-02-25,7.3669304847717285
2004-02-26,7.419188022613525
2004-02-27,7.5001068115234375
2004-03-01,7.628229141235352
2004-03-02,7.658575057983398
2004-03-03,7.6821722984313965
2004-03-04,7.55068302154541
2004-03-05,7.67374849319458
2004-03-08,7.710832118988037
2004-03-09,7.616430282592773
2004-03-10,7.503474712371826
2004-03-11,7.393903732299805
2004-03-12,7.532138824462891
2004-03-15,7.604628562927246
2004-03-16,7.594514846801758
2004-03-17,7.667001724243164
2004-03-18,7.653518199920654
2004-03-19,7.540565013885498
2004-03-22,7.575968265533447
2004-03-23,7.543942928314209
2004-03-24,7.307927131652832
2004-03-25,7.326470851898193
2004-03-26,7.414132595062256
2004-03-29,7.5102219581604
2004-03-30,7.628229141235352
2004-03-31,7.736119270324707
2004-04-01,7.687232971191406
2004-04-02,7.734437942504883
2004-04-05,7.731059551239014
2004-04-06,7.756349086761475
2004-04-07,7.756349086761475
2004-04-08,7.935042381286621
2004-04-12,8.071592330932617
2004-04-13,7.988989353179932
2004-04-14,8.021056175231934
2004-04-15,8.18985366821289
2004-04-16,8.29450798034668
2004-04-19,8.454862594604492
2004-04-20,8.274245262145996
2004-04-21,8.142595291137695
2004-04-22,8.264123916625977
2004-04-23,8.216863632202148
2004-04-26,8.302945137023926
2004-04-27,8.510560989379883
2004-04-28,8.458232879638672
2004-04-29,8.262434005737305
2004-04-30,8.313069343566895
2004-05-03,8.802573204040527
2004-05-04,9.118218421936035
2004-05-05,9.11484146118164
2004-05-06,9.145222663879395
2004-05-07,9.096272468566895
2004-05-10,8.811016082763672
2004-05-11,8.866713523864746
2004-05-12,8.946049690246582
2004-05-13,8.966302871704102
2004-05-14,9.143537521362305
2004-05-17,9.224553108215332
2004-05-18,9.08107852935791
2004-05-19,8.932544708251953
2004-05-20,8.853216171264648
2004-05-21,8.890344619750977
2004-05-24,9.084457397460938
2004-05-25,9.207674026489258
2004-05-26,9.130034446716309
2004-05-27,8.966302871704102
2004-05-28,9.01862907409668
2004-06-01,9.217805862426758
2004-06-02,9.08614730834961
2004-06-03,8.93085765838623
2004-06-04,8.795823097229004
2004-06-07,9.016939163208008
2004-06-08,8.949419975280762
2004-06-09,8.876839637756348
2004-06-10,9.22793197631836
2004-06-14,9.216116905212402
2004-06-15,9.540197372436523
2004-06-16,9.77819538116455
2004-06-17,9.835591316223145
2004-06-18,9.817018508911133
2004-06-21,9.849093437194824
2004-06-22,9.950369834899902
2004-06-23,10.311582565307617
2004-06-24,10.277823448181152
2004-06-25,10.142790794372559
2004-06-28,9.946991920471191
2004-06-29,10.014509201049805
2004-06-30,10.078652381896973
2004-07-01,10.178239822387695
2004-07-02,10.264325141906738
2004-07-06,10.406106948852539
2004-07-07,10.515824317932129
2004-07-08,10.48881721496582
2004-07-09,10.55971622467041
2004-07-12,10.517515182495117
2004-07-13,10.416234016418457
2004-07-14,10.568299293518066
2004-07-15,10.661227226257324
2004-07-16,10.698394775390625
2004-07-19,10.684877395629883
2004-07-20,10.610540390014648
2004-07-21,10.326691627502441
2004-07-22,10.377376556396484
2004-07-23,10.274313926696777
2004-07-26,10.115492820739746
2004-07-27,10.348652839660645
2004-07-28,10.576748847961426
2004-07-29,10.65108871459961
2004-07-30,10.737259864807129
2004-08-02,10.73557186126709
2004-08-03,10.963658332824707
2004-08-04,10.375685691833496
2004-08-05,10.179697036743164
2004-08-06,9.867122650146484
2004-08-09,10.00229263305664
2004-08-10,10.059737205505371
2004-08-11,9.801228523254395
2004-08-12,9.64072322845459
2004-08-13,9.71506404876709
2004-08-16,9.713373184204102
2004-08-17,9.360250473022461
2004-08-18,9.483592987060547
2004-08-19,9.613689422607422
2004-08-20,9.664371490478516
2004-08-23,9.530896186828613
2004-08-24,9.495415687561035
2004-08-25,9.475141525268555
2004-08-26,9.630583763122559
2004-08-27,9.70661735534668
2004-08-30,9.628894805908203
2004-08-31,9.760683059692383
2004-09-01,9.944845199584961
2004-09-02,9.95497989654541
2004-09-03,9.922883033752441
2004-09-07,9.965118408203125
2004-09-08,9.951604843139648
2004-09-09,10.086770057678223
2004-09-10,10.076628684997559
2004-09-13,10.331761360168457
2004-09-14,10.67136287689209
2004-09-15,10.590264320373535
2004-09-16,10.659536361694336
2004-09-17,10.742325782775879
2004-09-20,10.72374439239502
2004-09-21,11.051522254943848
2004-09-22,10.938309669494629
2004-09-23,10.764291763305664
2004-09-24,10.956900596618652
2004-09-27,10.899456977844238
2004-09-28,11.127548217773438
2004-09-29,10.977177619934082
2004-09-30,11.125861167907715
2004-10-01,11.353950500488281
