Date,AMGN
2004-01-02,41.856754302978516
2004-01-05,41.856754302978516
2004-01-06,41.99102020263672
2004-01-07,42.5482063293457
2004-01-08,42.534793853759766
2004-01-09,42.29310607910156
2004-01-12,42.31325149536133
2004-01-13,42.796607971191406
2004-01-14,42.998008728027344
2004-01-15,42.39381408691406
2004-01-16,42.6287841796875
2004-01-20,42.259552001953125
2004-01-21,42.16557312011719
2004-01-22,41.2660026550293
2004-01-23,42.91743469238281
2004-01-26,43.85728073120117
2004-01-27,43.30009841918945
2004-01-28,43.16584396362305
2004-01-29,43.629032135009766
2004-01-30,43.407501220703125
2004-02-02,44.394351959228516
2004-02-03,44.461463928222656
2004-02-04,43.877437591552734
2004-02-05,43.33366775512695
2004-02-06,43.541770935058594
2004-02-09,43.11213302612305
2004-02-10,43.61561584472656
2004-02-11,44.19968032836914
2004-02-12,43.870723724365234
2004-02-13,43.41422653198242
2004-02-17,43.33366775512695
2004-02-18,43.01814651489258
2004-02-19,42.474361419677734
2004-02-20,42.67577362060547
2004-02-23,42.37367248535156
2004-02-24,42.474361419677734
2004-02-25,42.783180236816406
2004-02-26,43.22624206542969
2004-02-27,42.648902893066406
2004-03-01,43.132259368896484
2004-03-02,42.65562057495117
2004-03-03,42.31997299194336
2004-03-04,42.21927261352539
2004-03-05,42.46094512939453
2004-03-08,41.93059158325195
2004-03-09,42.13199234008789
2004-03-10,40.977333068847656
2004-03-11,40.41343688964844
2004-03-12,40.849761962890625
2004-03-15,39.93007278442383
2004-03-16,39.641395568847656
2004-03-17,41.1518669128418
2004-03-18,41.07131576538086
2004-03-19,40.916908264160156
2004-03-22,40.35300827026367
2004-03-23,38.822383880615234
2004-03-24,39.05735397338867
2004-03-25,39.62797927856445
2004-03-26,38.9969482421875
2004-03-29,39.9770622253418
2004-03-30,39.62126159667969
2004-03-31,39.0372200012207
2004-04-01,39.36615753173828
2004-04-02,39.950199127197266
2004-04-05,40.071048736572266
2004-04-06,39.44001388549805
2004-04-07,38.94322967529297
2004-04-08,39.137908935546875
2004-04-12,39.507137298583984
2004-04-13,39.33929443359375
2004-04-14,39.64810562133789
2004-04-15,40.52083969116211
2004-04-16,40.37314987182617
2004-04-19,40.56782531738281
2004-04-20,39.31915283203125
2004-04-21,38.271907806396484
2004-04-22,38.359188079833984
2004-04-23,39.14463424682617
2004-04-26,39.64810562133789
2004-04-27,40.23216247558594
2004-04-28,39.35945510864258
2004-04-29,39.017086029052734
2004-04-30,37.86911392211914
2004-05-03,38.89623260498047
2004-05-04,38.7351188659668
2004-05-05,39.23861312866211
2004-05-06,38.7888298034668
2004-05-07,38.231632232666016
2004-05-10,38.412899017333984
2004-05-11,38.312198638916016
2004-05-12,38.493446350097656
2004-05-13,38.39945983886719
2004-05-14,38.09065628051758
2004-05-17,37.875831604003906
2004-05-18,37.5603141784668
2004-05-19,36.58689498901367
2004-05-20,35.949153900146484
2004-05-21,36.18410873413086
2004-05-24,35.949153900146484
2004-05-25,36.674171447753906
2004-05-26,36.768157958984375
2004-05-27,36.90913772583008
2004-05-28,36.72116470336914
2004-06-01,36.445926666259766
2004-06-02,37.02997589111328
2004-06-03,37.03668212890625
2004-06-04,37.21122741699219
2004-06-07,37.43947219848633
2004-06-08,37.39250564575195
2004-06-09,37.02997589111328
2004-06-10,37.17094039916992
2004-06-14,37.23136901855469
2004-06-15,36.828582763671875
2004-06-16,36.51976013183594
2004-06-17,36.23109817504883
2004-06-18,35.902156829833984
2004-06-21,35.45908737182617
2004-06-22,35.647056579589844
2004-06-23,36.398929595947266
2004-06-24,36.600337982177734
2004-06-25,36.338504791259766
2004-06-28,35.955867767333984
2004-06-29,36.3116569519043
2004-06-30,36.63389205932617
2004-07-01,36.761444091796875
2004-07-02,37.056819915771484
2004-07-06,36.27138137817383
2004-07-07,36.17738342285156
2004-07-08,35.79475021362305
2004-07-09,35.989418029785156
2004-07-12,36.237815856933594
2004-07-13,36.600337982177734
2004-07-14,37.25822067260742
2004-07-15,37.59387969970703
2004-07-16,37.412620544433594
2004-07-19,37.33207321166992
2004-07-20,38.26520538330078
2004-07-21,37.49318313598633
2004-07-22,37.661006927490234
2004-07-23,37.16423034667969
2004-07-26,37.25822067260742
2004-07-27,37.533470153808594
2004-07-28,38.26520538330078
2004-07-29,38.26520538330078
2004-07-30,38.184654235839844
2004-08-02,37.801998138427734
2004-08-03,37.8288459777832
2004-08-04,37.963104248046875
2004-08-05,36.989688873291016
2004-08-06,36.11697769165039
2004-08-09,35.73433303833008
2004-08-10,36.18410873413086
2004-08-11,37.056819915771484
2004-08-12,36.808433532714844
2004-08-13,36.492916107177734
2004-08-16,37.43947219848633
2004-08-17,37.5804557800293
2004-08-18,38.43973922729492
2004-08-19,38.52701187133789
2004-08-20,39.070777893066406
2004-08-23,38.9700927734375
2004-08-24,39.49370574951172
2004-08-25,39.81593704223633
2004-08-26,39.71525192260742
2004-08-27,40.0643196105957
2004-08-30,39.61455535888672
2004-08-31,39.80252456665039
2004-09-01,39.83610916137695
2004-09-02,40.2187385559082
2004-09-03,39.96363067626953
2004-09-07,40.22544860839844
2004-09-08,40.265724182128906
2004-09-09,39.64810562133789
2004-09-10,38.46658706665039
2004-09-13,38.8828125
2004-09-14,39.16476821899414
2004-09-15,39.0372200012207
2004-09-16,39.0640754699707
2004-09-17,38.98351287841797
2004-09-20,38.869384765625
2004-09-21,39.31245803833008
2004-09-22,38.64785385131836
2004-09-23,38.64785385131836
2004-09-24,38.359188079833984
2004-09-27,38.02353286743164
2004-09-28,38.50015640258789
2004-09-29,38.929813385009766
2004-09-30,38.137657165527344
2004-10-01,38.77539825439453
2004-10-04,38.6881217956543
2004-10-05,38.600868225097656
2004-10-06,38.654563903808594
2004-10-07,37.969818115234375
2004-10-08,37.372344970703125
2004-10-11,37.5200309753418
2004-10-12,37.372344970703125
2004-10-13,36.91584777832031
2004-10-14,36.25123977661133
2004-10-15,37.07025909423828
2004-10-18,38.01681137084961
2004-10-19,38.02353286743164
2004-10-20,37.86911392211914
2004-10-21,36.4391975402832
2004-10-22,35.37852478027344
2004-10-25,35.70747375488281
2004-10-26,36.86886215209961
2004-10-27,37.6072998046875
2004-10-28,37.875831604003906
2004-10-29,38.13093566894531
2004-11-01,37.372344970703125
2004-11-02,36.91584777832031
2004-11-03,39.305747985839844
2004-11-04,39.60783386230469
2004-11-05,40.72224044799805
2004-11-08,40.312721252441406
2004-11-09,40.158321380615234
2004-11-10,39.83610916137695
2004-11-11,40.19860076904297
2004-11-12,40.2590217590332
2004-11-15,40.22544860839844
2004-11-16,40.17173767089844
2004-11-17,40.1918830871582
2004-11-18,40.332862854003906
2004-11-19,40.19860076904297
2004-11-22,40.52754211425781
2004-11-23,40.2455940246582
2004-11-24,40.581241607666016
2004-11-26,40.420135498046875
2004-11-29,40.775936126708984
2004-11-30,40.3060188293457
2004-12-01,40.92362976074219
2004-12-02,42.25282287597656
2004-12-03,41.62851333618164
2004-12-06,42.199134826660156
2004-12-07,41.58823776245117
2004-12-08,42.34010314941406
2004-12-09,43.185970306396484
2004-12-10,42.930885314941406
2004-12-13,42.930885314941406
2004-12-14,43.20610809326172
2004-12-15,42.65562057495117
2004-12-16,42.454227447509766
2004-12-17,42.3602409362793
2004-12-20,42.259552001953125
2004-12-21,42.96443176269531
2004-12-22,42.60862350463867
2004-12-23,43.06515121459961
2004-12-27,42.6891975402832
2004-12-28,43.367225646972656
2004-12-29,43.47461700439453
2004-12-30,43.152400970458984
2004-12-31,43.06515121459961
2005-01-03,43.152400970458984
2005-01-04,42.46767807006836
2005-01-05,41.79634094238281
2005-01-06,42.185707092285156
2005-01-07,42.27297592163086
2005-01-10,42.72275161743164
2005-01-11,42.81674575805664
2005-01-12,43.54848861694336
2005-01-13,42.890586853027344
2005-01-14,42.836875915527344
2005-01-18,43.07185363769531
2005-01-19,42.615352630615234
2005-01-20,41.99774932861328
2005-01-21,42.00444793701172
2005-01-24,41.70234680175781
2005-01-25,41.735923767089844
2005-01-26,42.66904830932617
2005-01-27,41.33984375
2005-01-28,41.1518669128418
2005-01-31,41.78291702270508
2005-02-01,41.977596282958984
2005-02-02,42.05815505981445
2005-02-03,41.71577453613281
2005-02-04,42.12527084350586
2005-02-07,42.39381408691406
2005-02-08,42.31325149536133
2005-02-09,41.68220901489258
2005-02-10,42.145423889160156
2005-02-11,42.5750617980957
2005-02-14,42.46094512939453
2005-02-15,42.75632095336914
2005-02-16,42.521358489990234
2005-02-17,41.856754302978516
2005-02-18,41.621788024902344
2005-02-22,41.38011932373047
2005-02-23,41.17872619628906
2005-02-24,41.554656982421875
2005-02-25,42.16557312011719
2005-02-28,41.3599739074707
2005-03-01,41.78291702270508
2005-03-02,41.245849609375
2005-03-03,41.60166549682617
2005-03-04,41.648643493652344
2005-03-07,41.69564437866211
2005-03-08,41.45396041870117
2005-03-09,41.037742614746094
2005-03-10,40.97061538696289
2005-03-11,40.151611328125
2005-03-14,40.56782531738281
2005-03-15,39.34601974487305
2005-03-16,38.92308807373047
2005-03-17,39.57428741455078
2005-03-18,39.51385498046875
2005-03-21,38.98351287841797
2005-03-22,39.05735397338867
2005-03-23,39.51385498046875
2005-03-24,39.59441375732422
2005-03-28,39.25204086303711
2005-03-29,39.111053466796875
2005-03-30,39.60111999511719
2005-03-31,39.077491760253906
2005-04-01,38.50015640258789
2005-04-04,38.48674774169922
2005-04-05,38.842525482177734
2005-04-06,38.9700927734375
2005-04-07,39.44001388549805
2005-04-08,39.39302444458008
2005-04-11,39.829368591308594
2005-04-12,40.66852951049805
2005-04-13,40.59468078613281
2005-04-14,40.0576171875
2005-04-15,40.2455940246582
2005-04-18,39.62797927856445
2005-04-19,39.325889587402344
2005-04-20,39.02378845214844
2005-04-21,39.77568054199219
2005-04-22,39.53398895263672
2005-04-25,38.956661224365234
2005-04-26,38.39945983886719
2005-04-27,38.8760986328125
2005-04-28,38.50015640258789
2005-04-29,39.077491760253906
2005-05-02,39.43329620361328
2005-05-03,39.0372200012207
2005-05-04,39.58097457885742
2005-05-05,39.49370574951172
2005-05-06,39.33259582519531
2005-05-09,40.500694274902344
2005-05-10,40.97061538696289
2005-05-11,41.232421875
2005-05-12,41.48753356933594
2005-05-13,41.70234680175781
2005-05-16,42.2863883972168
2005-05-17,42.22598648071289
2005-05-18,41.856754302978516
2005-05-19,41.500953674316406
2005-05-20,41.534523010253906
2005-05-23,41.69564437866211
2005-05-24,41.977596282958984
2005-05-25,41.876895904541016
2005-05-26,42.09172821044922
2005-05-27,42.19241714477539
2005-05-31,42.01116180419922
2005-06-01,42.413970947265625
2005-06-02,42.212562561035156
2005-06-03,41.27943801879883
2005-06-06,40.95718765258789
2005-06-07,40.41343688964844
2005-06-08,40.312721252441406
2005-06-09,40.54768753051758
2005-06-10,40.420135498046875
2005-06-13,40.28586959838867
2005-06-14,40.39329147338867
2005-06-15,40.17173767089844
2005-06-16,40.46040725708008
2005-06-17,40.69537353515625
2005-06-20,41.044464111328125
2005-06-21,41.05115509033203
2005-06-22,40.86992645263672
2005-06-23,40.78936004638672
2005-06-24,41.1652946472168
2005-06-27,41.00417709350586
2005-06-28,41.480831146240234
2005-06-29,40.990760803222656
2005-06-30,40.58796691894531
2005-07-01,40.85648727416992
2005-07-05,41.96416091918945
2005-07-06,42.695899963378906
2005-07-07,44.9314079284668
2005-07-08,46.408302307128906
2005-07-11,46.30088424682617
2005-07-12,46.63656997680664
2005-07-13,46.29417419433594
2005-07-14,47.281005859375
2005-07-15,47.415279388427734
2005-07-18,47.32798385620117
2005-07-19,47.3414306640625
2005-07-20,54.49098587036133
2005-07-21,55.01461410522461
2005-07-22,54.5849723815918
2005-07-25,54.42385482788086
2005-07-26,55.14216232299805
2005-07-27,54.564823150634766
2005-07-28,54.37687683105469
2005-07-29,53.55115509033203
2005-08-01,54.79979705810547
2005-08-02,55.471107482910156
2005-08-03,56.39081954956055
2005-08-04,55.50467300415039
2005-08-05,54.974342346191406
2005-08-08,53.97409439086914
2005-08-09,53.81297302246094
2005-08-10,53.356475830078125
2005-08-11,54.269439697265625
2005-08-12,53.98749542236328
2005-08-15,54.10160827636719
2005-08-16,53.37659454345703
2005-08-17,53.03420639038086
2005-08-18,53.416866302490234
2005-08-19,53.4772834777832
2005-08-22,53.16178512573242
2005-08-23,52.91337203979492
2005-08-24,52.85967254638672
2005-08-25,53.42360305786133
2005-08-26,52.81940841674805
2005-08-29,53.7659797668457
2005-08-30,53.81297302246094
2005-08-31,53.63840866088867
2005-09-01,53.752540588378906
2005-09-02,53.92707824707031
2005-09-06,55.30326461791992
2005-09-07,54.819950103759766
2005-09-08,55.24286651611328
2005-09-09,56.73317337036133
2005-09-12,55.967899322509766
2005-09-13,55.56510543823242
2005-09-14,55.296566009521484
2005-09-15,56.10886764526367
2005-09-16,56.96813201904297
2005-09-19,57.84757614135742
2005-09-20,57.04871368408203
2005-09-21,56.62577819824219
2005-09-22,56.39081954956055
2005-09-23,55.9141731262207
2005-09-26,55.08175277709961
2005-09-27,53.685394287109375
2005-09-28,53.584693908691406
2005-09-29,53.55115509033203
2005-09-30,53.4840087890625
2005-10-03,53.450443267822266
2005-10-04,53.772674560546875
2005-10-05,52.36960220336914
2005-10-06,50.9934196472168
2005-10-07,51.70502853393555
2005-10-10,51.49018096923828
2005-10-11,51.248512268066406
2005-10-12,50.19453430175781
2005-10-13,50.899417877197266
2005-10-14,50.85244369506836
2005-10-17,50.61748123168945
2005-10-18,50.932987213134766
2005-10-19,52.4233283996582
2005-10-20,49.7447624206543
2005-10-21,49.254703521728516
2005-10-24,50.55705261230469
2005-10-25,51.0135498046875
2005-10-26,50.48320007324219
2005-10-27,49.375545501708984
2005-10-28,50.8725700378418
2005-10-31,50.765159606933594
2005-11-01,50.54363250732422
2005-11-02,49.610511779785156
2005-11-03,52.033935546875
